labels,text,emo_s,prob_emo_s,emotion_word,prob_max
disgust,When I could not attend the college picnic due to some difficulties. ,sadness,"[0.6442753672599792, 0.4582963287830353, 0.5117071270942688, 0.7690426707267761, 0.06887411326169968, 0.8387274146080017, 0.46683770418167114]",sadness,0.8387274146080017
shame,"When I was detained one day in school, by the vice-principal, for indiscipline. ",guilt,"[0.754123330116272, 0.7663588523864746, 0.7290310859680176, 0.9695523977279663, 0.07418627291917801, 0.5221719741821289, 0.49530574679374695]",misconduct,0.9695523977279663
guilt,"One day at school I had quarrelled with a school-mate, and ultimately I had hit him hard. He, being physically weak had to visit his doctor and remain absent from school for two days. ",anger,"[0.8982610106468201, 0.8072725534439087, 0.6120383143424988, 0.8076882362365723, 0.6915429830551147, 0.6897698044776917, 0.5210075378417969]",irritation,0.8982610106468201
joy,"This happened when I was in the th standard. The paddy crops were in a bad shape as it had not rained and there was no water in the well, so I was in a very sad mood. I came to the conclusion that I would ignore the paddy field, just hours after this it rained for one hour. This was a very tense time and the rain brought me tremendous pleasure. ",joy,"[0.32467180490493774, 0.1234341710805893, 0.8845869302749634, 0.7401139140129089, 0.9530702829360962, 0.8851692080497742, 0.5960804224014282]",joy,0.9530702829360962
fear,"At the age of I had gone to see a film in a nearby village, about kms from my home. I started walking as there was no bus. I had to cross hills and as it was dark I could not identify the path. Half way through it started raining and as there was no shelter I ran four kms to reach home. ",guilt,"[0.6878525614738464, 0.6260713338851929, 0.567523717880249, 0.7187891602516174, 0.184118390083313, 0.5283252000808716, 0.48298007249832153]", responsibility,0.7187891602516174
anger,"One day my room-mate started imitating me, doing what I had done a few hours back. I got very angry and started beating him up. ",anger,"[0.9768000245094299, 0.9350307583808899, 0.49042820930480957, 0.8793060779571533, 0.10038423538208008, 0.8026846051216125, 0.8501613736152649]",fury,0.9768000245094299
sadness,A few months a close relative of mine died. I had never expected this to happen and was sad for a few months. ,sadness,"[0.16030722856521606, 0.6831280589103699, 0.6269616484642029, 0.861836314201355, 0.014313176274299622, 0.9909731149673462, 0.8003726601600647]",sorrow,0.9909731149673462
disgust,"One day, at an important place I met a group of girls and while we were waiting for a bus these girls started smoking and commanded me to smoke I felt very disgusted. ",disgust,"[0.9687652587890625, 0.9899459481239319, 0.8455719351768494, 0.9303733706474304, 0.04602646827697754, 0.9735079407691956, 0.8533998131752014]",revulsion,0.9899459481239319
shame,"A few months back I had gone to my friend's place and they offered me tea and coffee. I do not have the habit of drinking tea or coffee and so they offered me a glass of milk instead, so I felt ashamed. ",shame,"[0.3572046458721161, 0.8827053904533386, 0.5315694212913513, 0.8742408156394958, 0.02486536093056202, 0.5768163204193115, 0.9683858752250671]",embarrassment,0.9683858752250671
guilt,"At my native place I was riding my cycle, which did not have lights, at night and so a police man caught me. I requested him to let me go but he would not so after a few minutes I just escaped. ",disgust,"[0.8077757954597473, 0.8891972899436951, 0.8339166045188904, 0.7995826005935669, 0.35193711519241333, 0.6483811140060425, 0.4915158748626709]",repugnance,0.8891972899436951
joy,"After my graduation exams I was waiting to get admitted to a post graduation course, however the situation was not very favourable for me and I was upset. Suddenly, Bombay university offered me a seat and I landed up in Bombay for my post graduation studies. This happened last year and was very pleasant for me. ",joy,"[0.4184741973876953, 0.36452120542526245, 0.3550199866294861, 0.5986310839653015, 0.9653847813606262, 0.06433896720409393, 0.5296807885169983]",happy,0.9653847813606262
anger,This was the worst incident of my hostel life. I was insulted by a close friend of mine on the eve of the New year and it totally spoiled my New year's night. ,disgust,"[0.9329857230186462, 0.9547885656356812, 0.8368843197822571, 0.9175782799720764, 0.02498406544327736, 0.9516267776489258, 0.942064106464386]",repugnance,0.9547885656356812
sadness,[ When I feel that I have made a mistake. ] ,guilt,"[0.9179767966270447, 0.9325553774833679, 0.9470627307891846, 0.9773823618888855, 0.12773847579956055, 0.8811801671981812, 0.8792354464530945]",regret,0.9773823618888855
joy,When I got my B. A degree with first class. ,joy,"[0.20895074307918549, 0.1692652553319931, 0.15860889852046967, 0.5413313508033752, 0.9561265707015991, 0.08810585737228394, 0.13854141533374786]",achievement,0.9561265707015991
fear,I received a letter from my college telling me that I would not be allowed to sit for the exams because of my low attendance in class and the bad experience in the terminal exams. ,guilt,"[0.6705697774887085, 0.699571967124939, 0.6690327525138855, 0.9199873208999634, 0.021986903622746468, 0.7371557354927063, 0.6378955841064453]",misconduct,0.9199873208999634
anger,Once a friend had pushed me and I had fallen on to a window which then broke. I was taken to tthe principal's office and he accused me of having broken the window. ,guilt,"[0.7138893604278564, 0.8505368828773499, 0.6959402561187744, 0.8993147015571594, 0.011845404282212257, 0.4964248538017273, 0.5963363647460938]",misconduct,0.8993147015571594
sadness,When I received my S. Y. J. C results which did not allow me to get admission in engineering. ,sadness,"[0.7947827577590942, 0.7902279496192932, 0.5546746850013733, 0.6666841506958008, 0.011969047598540783, 0.859084963798523, 0.6249404549598694]",sadness,0.859084963798523
disgust,"Once when I was studying for my examination, I was asked to do some work which was unavoidable. ",guilt,"[0.707467794418335, 0.7623836994171143, 0.6544653177261353, 0.8367847204208374, 0.31083717942237854, 0.6319113373756409, 0.36241433024406433]", responsibility,0.8367847204208374
shame,My teacher asked me a question which I failed to answer and I was told to stay behind after the class and give the answer after studying it from a book. ,guilt,"[0.8346881866455078, 0.7790743708610535, 0.7044119834899902, 0.9415428042411804, 0.015087259002029896, 0.7559828758239746, 0.8218773603439331]", responsibility,0.9415428042411804
guilt,"During class one day I walked out of the class. The teacher noticed it and decided that he would take some action against me, when I realized this I approached him and told him that I was sorry for the incident and would not repeat it. ",guilt,"[0.7876870036125183, 0.8268740773200989, 0.8263829946517944, 0.9716165661811829, 0.25831320881843567, 0.8484193682670593, 0.757866382598877]",regret,0.9716165661811829
joy,When I passed the th standard board exams. ,joy,"[0.13182759284973145, 0.1287887543439865, 0.08603852987289429, 0.7074902057647705, 0.9787158966064453, 0.05568046122789383, 0.12801888585090637]",achievement,0.9787158966064453
fear,"My illness a few years back. I was sevely down with malaria and asthma, I had lost my health, charm and cheerfulness completely. ",sadness,"[0.5934448838233948, 0.6881332993507385, 0.6188007593154907, 0.6643586754798889, 0.35556161403656006, 0.9260215759277344, 0.4585607349872589]",sadness,0.9260215759277344
anger,During the short period of my unemployment about six years back. ,sadness,"[0.5191726684570312, 0.3666438162326813, 0.49209704995155334, 0.5324500203132629, 0.4009372293949127, 0.5440115332603455, 0.26840242743492126]",loneliness,0.5440115332603455
sadness,My father's death in January moved me deeply. The gloom prevailed for almost two years and I am still to recover from it. ,sadness,"[0.23679696023464203, 0.7747670412063599, 0.9331604838371277, 0.919000506401062, 0.04849112033843994, 0.9817819595336914, 0.36411160230636597]",sadness,0.9817819595336914
shame,When I was years old I was caught by the Ticket Collector when travelling without a ticket. ,guilt,"[0.7481988668441772, 0.9038464426994324, 0.8254278898239136, 0.9490910768508911, 0.4319624602794647, 0.7751876711845398, 0.6853715777397156]",misconduct,0.9490910768508911
guilt,"A few lies that I had indulged in, a few years ago, while raising loans from my friends. ",guilt,"[0.5005564093589783, 0.4156903624534607, 0.26608768105506897, 0.9576814770698547, 0.1286798119544983, 0.19956918060779572, 0.3732733428478241]",misconduct,0.9576814770698547
joy,"After having finished my B. Sc, I was struggling hard to continue my studies and had taken the M. SC exam. I was not sure that I would be selected in the written exam. When I saw my name in the selected candidates list I was overjoyed. ",joy,"[0.11341632157564163, 0.3316808044910431, 0.8731231093406677, 0.8745216131210327, 0.9913614392280579, 0.06262265145778656, 0.6521337628364563]",happy,0.9913614392280579
fear,"When I did not get admission in M. Sc after my B. Sc, I felt really bad. When I started my journey to Bombay, after having accepted my uncle's offer to come to Bombay, I was afraid, wondering if I would succeed or not. ",fear,"[0.4567478597164154, 0.8286046385765076, 0.9680166840553284, 0.916698694229126, 0.32036688923835754, 0.8989046812057495, 0.45189368724823]",anxiety,0.9680166840553284
anger,"When I was dancing with a dame at a social, one of my friends who was interested in her came and took her away from me. I was really angry with him then. ",anger,"[0.984584629535675, 0.950481653213501, 0.5591128468513489, 0.9476845264434814, 0.28485623002052307, 0.9417737722396851, 0.7683266997337341]",irritation,0.984584629535675
sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad. ",sadness,"[0.19045670330524445, 0.5412518382072449, 0.5500013828277588, 0.8619318008422852, 0.11277518421411514, 0.9855397939682007, 0.5051329731941223]",sorrow,0.9855397939682007
disgust,"After my +, when I did not get admission in B. E I felt disgusted. ",sadness,"[0.9757245182991028, 0.9781182408332825, 0.696895956993103, 0.703131914138794, 0.5973097681999207, 0.9812907576560974, 0.9307636618614197]",unhappy,0.9812907576560974
shame,"When I was in the th standard, I could not speak English. One day, while talking with my relatives I used a wrong word and my cousin corrected me, believing that I did not know English. I really felt ashamed then. ",shame,"[0.5437326431274414, 0.9638778567314148, 0.7873485088348389, 0.9167847633361816, 0.1739531010389328, 0.8729323148727417, 0.9794784188270569]",embarrassment,0.9794784188270569
guilt,"When I got low marks in the final year B. Sc exams, I felt guilty as I had not worked hard because I had been roaming around with my friends. ",guilt,"[0.7035865783691406, 0.9222589135169983, 0.7620903849601746, 0.9750248789787292, 0.22348563373088837, 0.8412519693374634, 0.9284778833389282]",guilt,0.9750248789787292
joy,I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure - times. Then finally I got it right by a stroke of luck. ,joy,"[0.7069302201271057, 0.3895393908023834, 0.31471750140190125, 0.4764547049999237, 0.8307825922966003, 0.24650079011917114, 0.7604575753211975]",blessed,0.8307825922966003
fear,"Once I was very frightened at night as I had a very fearful and terrifying dream, I could not go back to sleep for a long time. ",fear,"[0.6482889652252197, 0.9454838633537292, 0.9790291786193848, 0.8305554389953613, 0.27577757835388184, 0.5674886107444763, 0.7742699384689331]",fear,0.9790291786193848
anger,Once I had an argument with my friends and I knew that I was right. My friends went on arguing with me even though they did not know the right thing. ,anger,"[0.8750360012054443, 0.7911414504051208, 0.6904782056808472, 0.8746112585067749, 0.34556159377098083, 0.6410560607910156, 0.7420393824577332]",irritation,0.8750360012054443
disgust,My elder sister forced me to do a few things which I did not like to do. ,disgust,"[0.8819652795791626, 0.9769498109817505, 0.6019874811172485, 0.8448712229728699, 0.17198175191879272, 0.7282372117042542, 0.4733406901359558]",repugnance,0.9769498109817505
shame,Once I had torn a few pages off a library book and I felt ashamed at this. ,disgust,"[0.6851086020469666, 0.9942638278007507, 0.8074742555618286, 0.9845936298370361, 0.010307959280908108, 0.9373329877853394, 0.9939846396446228]",repugnance,0.9942638278007507
joy,When I realized that I loved someone of the opposite sex. ,joy,"[0.297330766916275, 0.16094039380550385, 0.5665357708930969, 0.6678194403648376, 0.7732633352279663, 0.40892454981803894, 0.44317319989204407]",achievement,0.7732633352279663
fear,"After I was thrown out of a car in an accident, this resulted in a fracture. ",sadness,"[0.38703081011772156, 0.5901298522949219, 0.6064876914024353, 0.5380246639251709, 0.053920336067676544, 0.6229827404022217, 0.2024889886379242]",sadness,0.6229827404022217
anger,[ During my childhood when I could not get what I wanted from my brother/sister and parents. ] ,anger,"[0.9681829214096069, 0.7006220817565918, 0.6629791855812073, 0.8095351457595825, 0.01685723103582859, 0.9085918664932251, 0.4598400294780731]",irritation,0.9681829214096069
disgust,I felt disgusted when I was in a helpless position at the loss of my fiancee. ,disgust,"[0.9793186783790588, 0.9920119643211365, 0.8888044357299805, 0.8900304436683655, 0.011314244009554386, 0.9856507182121277, 0.9662653803825378]",repugnance,0.9920119643211365
shame,The day my fiancee told me that it was bad that I could not write my mother tongue. ,disgust,"[0.742366373538971, 0.8700907230377197, 0.5048637390136719, 0.7119055390357971, 0.03519994392991066, 0.655848503112793, 0.7040097117424011]",repugnance,0.8700907230377197
guilt,I felt guilty when I thought that I was still not standing on my own feet. ,guilt,"[0.3289930522441864, 0.9152977466583252, 0.7062984704971313, 0.9902555346488953, 0.024871934205293655, 0.8539648056030273, 0.9444976449012756]",guilt,0.9902555346488953
joy,"The way this particular girl spoke, behaved, and reacted the first time I was introduced to her, I felt certain that something between us would materialize. ",joy,"[0.4623282253742218, 0.11410993337631226, 0.21192242205142975, 0.493355393409729, 0.6788787841796875, 0.09559637308120728, 0.3996230363845825]",achievement,0.6788787841796875
sadness,"When a girl did not answer a question, concerning my love for her, put forward to her. ",anger,"[0.856364369392395, 0.532541811466217, 0.7526288032531738, 0.7630098462104797, 0.23564118146896362, 0.7849302887916565, 0.6297323703765869]",irritation,0.856364369392395
joy,I most joyous moment was the day I got my marks. I was very happy when I came to know about my marks at the M. Sc (part I) examination where I got . %. This was the highest marks I have ever scored in my life. ,joy,"[0.30404290556907654, 0.7015900611877441, 0.31358346343040466, 0.6888791918754578, 0.9778096079826355, 0.16384916007518768, 0.4884951114654541]",pleasure,0.9778096079826355
guilt,I was travelling in a bus from school going home for holiday. In the bus unfortunately I stepped on a bag in which there were delicate things. ,sadness,"[0.9326133131980896, 0.9507907629013062, 0.7437777519226074, 0.9480335116386414, 0.008830787613987923, 0.9774085879325867, 0.8431322574615479]",sadness,0.9774085879325867
joy,When my brother was selected to the University of Malawi (the Polythecnic). I was very excited and I rejoiced due to one of our family members qualifying for University level at long last. ,joy,"[0.4214586913585663, 0.03663197159767151, 0.03784789517521858, 0.9199671149253845, 0.995502769947052, 0.08451198786497116, 0.5075298547744751]",happy,0.995502769947052
fear,On May th I got a summon to appear in court on May th on the subject of impregnanting a school girl. I really feared of standing in the court in a few days time after this notice. I was also embarassed due to formal approach that was expected of me to the Principal. ,fear,"[0.6758972406387329, 0.9515587687492371, 0.9841140508651733, 0.8224571347236633, 0.0819912925362587, 0.9194846153259277, 0.9243606328964233]",anxiety,0.9841140508651733
anger,Sometime ago I felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband. ,anger,"[0.985435426235199, 0.9808120727539062, 0.5268124938011169, 0.9026060700416565, 0.21230244636535645, 0.9538223147392273, 0.7798447012901306]",fury,0.985435426235199
sadness,"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers. ",sadness,"[0.10762919485569, 0.47754260897636414, 0.5603438019752502, 0.9739148616790771, 0.09659719467163086, 0.992853581905365, 0.8315446376800537]",unhappy,0.992853581905365
disgust,"Four weeks ago I felt very much touched to find an asciatic patient who had asked the very morning to be tapped of the fluid, dying in the evening. I was really disgusted because this was the Medical staff's negligence. Had the Clinical officers done something that very morning he might have been alive today. ",disgust,"[0.723191499710083, 0.9017856121063232, 0.45005014538764954, 0.887042760848999, 0.07161938399076462, 0.8396298885345459, 0.7171564698219299]",repugnance,0.9017856121063232
shame,"Truely, I got very ashamed when my brother was sent out of Business Machines Limited Company due to improper handling of the office equipment in Sales Services. ",shame,"[0.8565255403518677, 0.9833288192749023, 0.8788172602653503, 0.9800111055374146, 0.055411919951438904, 0.9513351321220398, 0.9885568618774414]",embarrassment,0.9885568618774414
guilt,Guilt conscious struck me when I failed my Standard Two Examinations in . I knew that I would suffer the consequences of what I had been doing during class hours thus playing with friends and sometimes not even going to school. ,guilt,"[0.7329481244087219, 0.9628388285636902, 0.8936749696731567, 0.9937187433242798, 0.0439164973795414, 0.9380735158920288, 0.9539998173713684]",guilt,0.9937187433242798
joy,"After sitting for the Standard Exams for the second time in , I had great joy when I heard that I was successful in the Examination when the results were out. ",joy,"[0.011351649649441242, 0.008915587328374386, 0.04135410115122795, 0.9344714283943176, 0.9951189756393433, 0.005792329553514719, 0.16900025308132172]",happy,0.9951189756393433
fear,I had a cousin whom I loved so much. Unfortunately she passed away suddenly and one time I had a dream in which I was talking to her yet she is dead. ,sadness,"[0.7923943400382996, 0.8403367400169373, 0.7176591753959656, 0.907888650894165, 0.2782174050807953, 0.9710290431976318, 0.7359698414802551]",sadness,0.9710290431976318
anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us. ,anger,"[0.9603566527366638, 0.9490512609481812, 0.8691495060920715, 0.8925154209136963, 0.12544575333595276, 0.6688976287841797, 0.8406893014907837]",anger,0.9603566527366638
sadness,I never failed my examinations since Standard but I experienced sad moments when I sat for Standard Examination and I was not selected for Secondary School education in . ,sadness,"[0.2414659857749939, 0.7196842432022095, 0.32649362087249756, 0.7631564736366272, 0.8601301908493042, 0.972580075263977, 0.388531893491745]",sorrow,0.972580075263977
disgust,I had experienced odd moments one time when a patient came into the Ward in which I was working. The patient was badly burnt in the right side of her body. I was very nervous at the sight. ,fear,"[0.7656888365745544, 0.9120222926139832, 0.9807906150817871, 0.8066017031669617, 0.23104070127010345, 0.8090159296989441, 0.766438901424408]",anxiety,0.9807906150817871
shame,"When I was young I was playing football near my parent's house and while playing I fell on the ground. At first I thought I was not seen by anybody, but when my mother laughed I felt very ashamed. ",shame,"[0.7770349383354187, 0.9793277382850647, 0.8680859804153442, 0.9436849355697632, 0.09802176058292389, 0.8847065567970276, 0.9865654110908508]",embarrassment,0.9865654110908508
guilt,"I had been on friendship with a certain girl for sometime and the love was going on well, but it happened that I made the friendship come to an end suddenly without good reasons. ",guilt,"[0.6889147758483887, 0.7171398401260376, 0.5189820528030396, 0.940448522567749, 0.06171693652868271, 0.8354107141494751, 0.5233922004699707]",culpability,0.940448522567749
joy,I was emotionally happy when I was in love with the girl I had longed for. ,joy,"[0.1318584680557251, 0.02538357675075531, 0.16138261556625366, 0.8792552947998047, 0.9906236529350281, 0.18137283623218536, 0.46904996037483215]",happy,0.9906236529350281
fear,I once felt that my last hour had come when I was unexpectedly found in the hands of. ,fear,"[0.3584193289279938, 0.6738873720169067, 0.9489870667457581, 0.6938678026199341, 0.07142835855484009, 0.5853299498558044, 0.3836887776851654]",fear,0.9489870667457581
anger,It happened that my brother promised to give me money for school and then he told me that he had failed to fulfil his promise a day before school started. I became so angry for I thought my future would be ruined. ,anger,"[0.9856385588645935, 0.9646816253662109, 0.9115868210792542, 0.936436653137207, 0.056527990847826004, 0.9697021245956421, 0.8073316216468811]",irritation,0.9856385588645935
sadness,I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness. ,sadness,"[0.05060781165957451, 0.7469480633735657, 0.39245814085006714, 0.9504648447036743, 0.07464467734098434, 0.9928119778633118, 0.7171908617019653]",unhappy,0.9928119778633118
disgust,The first day I visited the hospital I was disgusted because I experienced offensive smell which I never expected. I nearly ran away from the course. ,disgust,"[0.9654397964477539, 0.9894589185714722, 0.850570023059845, 0.5933594703674316, 0.05683731287717819, 0.9579625725746155, 0.7870310544967651]",repugnance,0.9894589185714722
shame,I once felt shame when I failed to fulfil the promise to marry a daughter of a certain gentleman. ,shame,"[0.17588922381401062, 0.959504246711731, 0.4570785164833069, 0.9690397381782532, 0.029788168147206306, 0.8842960000038147, 0.9823908805847168]",embarrassment,0.9823908805847168
guilt,I felt guilty when I was robbed of a friend's radio at Lilongwe bus depot after promising that I would keep it safe. ,guilt,"[0.6160600185394287, 0.9720849394798279, 0.7691158652305603, 0.991248369216919, 0.030316708609461784, 0.915587306022644, 0.9536195993423462]",guilt,0.991248369216919
fear,When I heard a rumour that the st year exam results were out. I had fear that I might be one of the failures. ,fear,"[0.7793331742286682, 0.950593113899231, 0.9896966218948364, 0.883543848991394, 0.020300593227148056, 0.8817118406295776, 0.9060881733894348]",fear,0.9896966218948364
anger,Somebody was blaming me of a story which was not real and not true. ,guilt,"[0.83694988489151, 0.9061768054962158, 0.5449613928794861, 0.9138206839561462, 0.031352099031209946, 0.7260507941246033, 0.8727701902389526]",culpability,0.9138206839561462
sadness,Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus. ,sadness,"[0.4272541105747223, 0.6459089517593384, 0.5974000096321106, 0.6562797427177429, 0.006544917821884155, 0.9335188865661621, 0.24269810318946838]",grief,0.9335188865661621
disgust,When mum had beaten my young sister just because she had received a letter from a boyfriend. ,guilt,"[0.8994010090827942, 0.9355937242507935, 0.7612415552139282, 0.9678431153297424, 0.022359438240528107, 0.8189795613288879, 0.8178278803825378]",misconduct,0.9678431153297424
shame,When I had not done well in Geography at my MCE I was expected to get more than I did. ,anger,"[0.8893280029296875, 0.6513530015945435, 0.7892377972602844, 0.8347179889678955, 0.7600782513618469, 0.8324008584022522, 0.7660180926322937]",irritation,0.8893280029296875
guilt,When a patient had died soon after I had told the guardian to wait outside the ward. ,sadness,"[0.7058972716331482, 0.7774501442909241, 0.6502222418785095, 0.9070979952812195, 0.15992674231529236, 0.9268196225166321, 0.6411946415901184]",sadness,0.9268196225166321
joy,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school. ,joy,"[0.2731233239173889, 0.20126204192638397, 0.4860924184322357, 0.5382170677185059, 0.9378200173377991, 0.2064891904592514, 0.15850189328193665]",achievement,0.9378200173377991
fear,"When I was feeding a premature baby ( months), the baby chocked. This was when I was working in children's ward I thought I had killed the baby. ",fear,"[0.7232335805892944, 0.9501726627349854, 0.9660635590553284, 0.851308286190033, 0.1424681842327118, 0.910526692867279, 0.5206900238990784]",fear,0.9660635590553284
anger,We were just about to go into the Exam room and I didn't see all my writing materials plus the identification card from the place where I left them. ,disgust,"[0.8339226245880127, 0.8704966306686401, 0.7344704270362854, 0.7160482406616211, 0.03360375761985779, 0.8020936846733093, 0.6163971424102783]",repugnance,0.8704966306686401
sadness,When my boyfriend did not turn up in time as he promised he would be coming. ,sadness,"[0.9078842401504517, 0.9271002411842346, 0.8417851328849792, 0.8841251730918884, 0.055820904672145844, 0.9395197033882141, 0.8035941123962402]",sadness,0.9395197033882141
disgust,"The time when I cleaned the house and everything was tidy, then my cousin, who is years old, came with a muddy pot and made a mess of the whole thing. ",guilt,"[0.9000625610351562, 0.844292402267456, 0.5834115147590637, 0.9217304587364197, 0.18127931654453278, 0.830018937587738, 0.5993992686271667]",misconduct,0.9217304587364197
disgust,Bad temper of the serving lady in the students' dining hall. ,anger,"[0.9905545115470886, 0.9224143028259277, 0.5233979225158691, 0.9529265761375427, 0.0553118959069252, 0.9882273077964783, 0.5377666354179382]",irritation,0.9905545115470886
shame,Teacher suspected me stealing money. ,guilt,"[0.7097830772399902, 0.7988646626472473, 0.8206327557563782, 0.9302562475204468, 0.023230144754052162, 0.6909934878349304, 0.7232434749603271]",misconduct,0.9302562475204468
guilt,Failed to do what I had promised. ,guilt,"[0.9292039275169373, 0.9164286255836487, 0.7635821104049683, 0.9876776337623596, 0.0047719464637339115, 0.9113109111785889, 0.9257001876831055]",misconduct,0.9876776337623596
joy,Saw on TV China winning the gold medals. ,joy,"[0.30168235301971436, 0.09807238727807999, 0.08180465549230576, 0.17835284769535065, 0.9357959628105164, 0.11761384457349777, 0.05195124074816704]",achievement,0.9357959628105164
fear,Staying in the room alone at night. ,sadness,"[0.65479975938797, 0.8490674495697021, 0.6986504793167114, 0.666637659072876, 0.47986018657684326, 0.9704904556274414, 0.37485602498054504]",loneliness,0.9704904556274414
anger,An old lady slipped and nobody helped her. ,guilt,"[0.6827194690704346, 0.8212038278579712, 0.49695494771003723, 0.8704705238342285, 0.006035984959453344, 0.8556296229362488, 0.4960881769657135]",misconduct,0.8704705238342285
sadness,A friend's mother died. ,sadness,"[0.5136812329292297, 0.8182022571563721, 0.4584106206893921, 0.6536274552345276, 0.02605358138680458, 0.9471325278282166, 0.2863519489765167]",sadness,0.9471325278282166
disgust,Saw a dirty street. ,disgust,"[0.9212935566902161, 0.986000120639801, 0.33824366331100464, 0.9819647669792175, 0.08257406204938889, 0.6190230846405029, 0.8476526737213135]",repugnance,0.986000120639801
shame,Not collecting homeworks in time to give the teacher. ,guilt,"[0.8338153958320618, 0.7567996978759766, 0.7781579494476318, 0.9435961842536926, 0.01467505469918251, 0.8048787117004395, 0.7632628679275513]",misconduct,0.9435961842536926
guilt,Not helping other people to do their homework. ,disgust,"[0.7497285604476929, 0.9294272661209106, 0.45499852299690247, 0.9228619933128357, 0.03747917339205742, 0.5608969926834106, 0.4612305462360382]",repugnance,0.9294272661209106
joy,Made a wonderfull new friend. ,joy,"[0.06975114345550537, 0.12011532485485077, 0.01918758451938629, 0.7744702696800232, 0.9532373547554016, 0.012917664833366871, 0.1309976875782013]",awesome,0.9532373547554016
fear,My friend started to misunderstand and hurt me. ,guilt,"[0.8553327918052673, 0.8893024921417236, 0.652256965637207, 0.9456285834312439, 0.01916191540658474, 0.90203857421875, 0.8286629319190979]",misconduct,0.9456285834312439
anger,Insulted by disgusting people. ,disgust,"[0.9932315349578857, 0.9953508377075195, 0.9274487495422363, 0.991242527961731, 0.0018852027133107185, 0.9164678454399109, 0.9924582242965698]",repugnance,0.9953508377075195
sadness,My friend was badly hurt. ,sadness,"[0.6778757572174072, 0.5371893644332886, 0.8740542531013489, 0.7943546772003174, 0.009856299497187138, 0.9566081762313843, 0.5343978404998779]",grief,0.9566081762313843
disgust,Someone not responding to my criticism. ,guilt,"[0.8583766222000122, 0.6614915132522583, 0.5617696046829224, 0.920952558517456, 0.013953584246337414, 0.683470606803894, 0.6184754967689514]",blameworthy,0.920952558517456
shame,Swearing in public. ,anger,"[0.9490038156509399, 0.8210280537605286, 0.23458591103553772, 0.858957052230835, 0.1739567667245865, 0.9179598093032837, 0.5359543561935425]",anger,0.9490038156509399
guilt,Hurt someone's feelings unintentionally. ,guilt,"[0.8564749956130981, 0.919896125793457, 0.747678279876709, 0.97380131483078, 0.0866829976439476, 0.9498218297958374, 0.8473145365715027]",blameworthy,0.97380131483078
joy,When you told everyone in the last lecture you will do all lectures again in English and everybody can come (not only English classes) ,guilt,"[0.510869562625885, 0.535564661026001, 0.3602451682090759, 0.7688072323799133, 0.4460722804069519, 0.176742285490036, 0.20908594131469727]",blameworthy,0.7688072323799133
fear,Before an examn. ,fear,"[0.4203042685985565, 0.4314301311969757, 0.8877243399620056, 0.49632933735847473, 0.26152685284614563, 0.2975130081176758, 0.2904270589351654]",anxiety,0.8877243399620056
anger,My class leader told me I am not chosen for your English lectures. ,sadness,"[0.6659973859786987, 0.6625443696975708, 0.5257878303527832, 0.48503729701042175, 0.023029012605547905, 0.6971745491027832, 0.5394264459609985]",sadness,0.6971745491027832
sadness,Finding out that the university will give first priority to qualified practioners and clinical years to go to your English lectures. ,joy,"[0.35509708523750305, 0.3248269855976105, 0.27944067120552063, 0.24723981320858002, 0.7527961730957031, 0.28012916445732117, 0.15352457761764526]",achievement,0.7527961730957031
disgust,Finding out that old and useless practitioners of retirement age will go to your English lectures and they do not understand English. ,anger,"[0.8947782516479492, 0.8021374940872192, 0.8140315413475037, 0.6575935482978821, 0.054468922317028046, 0.8813002705574036, 0.8409745097160339]",irritation,0.8947782516479492
shame,China cannot give your lectures bigger place and sound system. ,guilt,"[0.3680228292942047, 0.17069745063781738, 0.2483593225479126, 0.6366919875144958, 0.11623410880565643, 0.5130850672721863, 0.1629326343536377]",regret,0.6366919875144958
guilt,I am not good enough for your experiment I am doing. ,disgust,"[0.6605315208435059, 0.8804755210876465, 0.5992366075515747, 0.6305665373802185, 0.00807258766144514, 0.6017722487449646, 0.6373213529586792]",repugnance,0.8804755210876465
joy,Winning a game after a long time of losing. ,joy,"[0.12313202023506165, 0.07526884973049164, 0.042957913130521774, 0.6633322834968567, 0.9950641989707947, 0.012953121215105057, 0.04409341514110565]",achievement,0.9950641989707947
fear,Almost had a bicycle accident. ,fear,"[0.6775157451629639, 0.504318356513977, 0.8567960858345032, 0.6118717193603516, 0.19441409409046173, 0.44619020819664, 0.5795249938964844]",scare,0.8567960858345032
anger,People not cueing in the dining hall. ,guilt,"[0.7755475044250488, 0.7456953525543213, 0.6671197414398193, 0.9748119711875916, 0.07099667191505432, 0.6464712023735046, 0.40775611996650696]",misconduct,0.9748119711875916
sadness,Failed an examn. ,sadness,"[0.7354976534843445, 0.5922525525093079, 0.4853416085243225, 0.748184859752655, 0.004731150344014168, 0.8996322154998779, 0.8588801026344299]",sadness,0.8996322154998779
