labels,text,feels_s,prob_feels_s,emotion_word,prob_max
fear,The hero was chased by a terrible vampire in a suspense and horror film shown on T. V. ,fear,"[0.9347489476203918, 0.9800631999969482, 0.9934481978416443, 0.7484347224235535, 0.5740267634391785, 0.9196909666061401, 0.5812219381332397]",fear,0.9934481978416443
anger,"I worked with several classmates on a project. I was very anxious about the project while my partners showed no concern and when we had meetings on the project my classmates did not pay any attention. Some of them read books while the others argued on irrelevant questions. The meeting would go on for two hours without the main theme being discussed. We wasted time and could not reach a compromise. My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one. ",fear,"[0.9956258535385132, 0.9736211895942688, 0.999075174331665, 0.9721149206161499, 0.31012317538261414, 0.9917913675308228, 0.9511836767196655]",anxiety,0.999075174331665
sadness,One of my good friends had to migrate to America. Our friendship had developed quite well and it was a pity as our friendship would fade. ,sadness,"[0.8908524513244629, 0.7880390286445618, 0.8751479983329773, 0.9959344863891602, 0.16388927400112152, 0.9980337023735046, 0.6650362610816956]",sadness,0.9980337023735046
disgust,"In a study group, a person always liked to argue on some unimportant, irrelevant and minor points. He tried to persuade others in an unfriendly way. He was obstinate and would not accept other's point of view. ",disgust,"[0.8728592991828918, 0.9220700860023499, 0.49456486105918884, 0.4334600567817688, 0.5378211140632629, 0.6189728379249573, 0.439516544342041]",repugnance,0.9220700860023499
shame,Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important. My presentation was so confused that it clearly showed my poor preparation. ,disgust,"[0.9678927063941956, 0.9809139370918274, 0.9104211926460266, 0.9732783436775208, 0.21365056931972504, 0.9689310789108276, 0.9552884697914124]",repugnance,0.9809139370918274
guilt,I joked with an unfamiliar friend in an obstinate tone. I was afraid of his misunderstanding me and being hurt and angry at me. I felt sorry over my conduct and thought that I had to find an opportunity to apologize. ,guilt,"[0.7662953734397888, 0.8210008144378662, 0.9969161748886108, 0.9976052045822144, 0.05740075558423996, 0.9928586483001709, 0.9684725403785706]",regretful,0.9976052045822144
joy,"I remember my religious experience. During a gospel camp, a few friends of mine decided to believe in God. The joy that I felt at that time was more than words can express. I blessed them and praised God in my heart. ",joy,"[0.0075303022749722, 0.03600679337978363, 0.030063796788454056, 0.7586044073104858, 0.9979183077812195, 0.009645660407841206, 0.032193027436733246]",joyful,0.9979183077812195
fear,"My friend and I had offended our classmate unintenionally. We wanted to apologize to her so we decided to visit her. We knew that she was stubborn so we were frightened. When we rang her door bell, our fear was at it's climax ",fear,"[0.9243154525756836, 0.9315335750579834, 0.9942816495895386, 0.9884042739868164, 0.395248144865036, 0.8987134099006653, 0.9635063409805298]",terrified,0.9942816495895386
anger,My girlfriend disliked it when I played majong (a game of gambling). I expressed my regrets and when I went to see her she neglected my existance. I was very angry and left in displeasure. ,anger,"[0.9977596998214722, 0.9909642934799194, 0.9206379652023315, 0.9973849654197693, 0.017584962770342827, 0.9971820116043091, 0.9951570630073547]",anger,0.9977596998214722
sadness,"When I said good-bye to my girlfriend. I had spent two years on developing this relationship and it was unsuccessful, I felt very sad. ",sadness,"[0.011544957756996155, 0.4811413884162903, 0.3029421865940094, 0.9949885010719299, 0.004246590659022331, 0.9984046816825867, 0.8059667348861694]",sadness,0.9984046816825867
disgust,"My classmate got a ""B"" for his homework while I only got a ""C"". When we got the results he acted as if he did not merit this grade. I found that his humility was hypocritical and I found it disgusting. ",disgust,"[0.9907351732254028, 0.9915565252304077, 0.6539592146873474, 0.8695367574691772, 0.29216793179512024, 0.857895016670227, 0.9298747181892395]",disgusted,0.9915565252304077
shame,"Once in primary five, I had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class. I thought about the way my mother would react if she saw me being punished. My mother was very good to me and though she did not see me punished, I felt sorry for her. ",sadness,"[0.8889052867889404, 0.9794425368309021, 0.9759805202484131, 0.9917147755622864, 0.825238823890686, 0.9972493052482605, 0.9741786122322083]",sorrow,0.9972493052482605
guilt,I had fixed a meeting with my classmates and I missed it as I was tired. Besides everyone at the meeting was a stranger to me and I did not want to make friends with them. Whatever the reasons - I felt guilty. ,guilt,"[0.6709415316581726, 0.992150068283081, 0.9652649760246277, 0.9983731508255005, 0.0023206991609185934, 0.9942182302474976, 0.990288496017456]",guilty,0.9983731508255005
joy,I learnt from the newspaper that I had been accepted at the Chinese university of H. K. It was o'clock in the morning. Later I told my family and relatives about it and had tea with them very joyfully. ,joy,"[0.013456400483846664, 0.13668520748615265, 0.10195127874612808, 0.6032354831695557, 0.9973757266998291, 0.0024368243757635355, 0.021693160757422447]",joyful,0.9973757266998291
fear,"I was camping in an old broken hut which had no lights. I had brought along a lamp which was not working very well. The door made strange sounds and I was sure that strange things were happening. The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were ""objects"" behind me. The whole night was spent in fear and restlessness. ",fear,"[0.9143155813217163, 0.9880117177963257, 0.9982540011405945, 0.9700579047203064, 0.10138188302516937, 0.9810965657234192, 0.8993432521820068]",scared,0.9982540011405945
anger,"During a football match, the other team was rude and they hurt my team members and me. The coach was prejudiced against us and punished us unreasonably. Later we fought with each other and the match had to be cut short. ",sadness,"[0.9962185025215149, 0.9952538013458252, 0.9790641665458679, 0.9938335418701172, 0.19841453433036804, 0.9966405630111694, 0.9851568937301636]",unhappy,0.9966405630111694
sadness,I heard of the death of a closefriend of mine. I had gone camping with him shortly before his death and the whole thing seemed very sudden to me. ,sadness,"[0.8889327645301819, 0.884480893611908, 0.9676619172096252, 0.944000244140625, 0.22947993874549866, 0.9952119588851929, 0.5682500004768372]",grieved,0.9952119588851929
disgust,A group of youngsters dressed in fads talked foul language on a bus. They also insulted the pedestrians on the road and were impolite to the passengers of the bus. ,anger,"[0.9804757237434387, 0.9769561886787415, 0.7812297940254211, 0.9606243371963501, 0.33168789744377136, 0.980340301990509, 0.9333386421203613]",annoyed,0.9804757237434387
shame,In a Christian gathering's lucky draw I mistook a girl's name for mine (a boy's name). I realized my mistake only when I went up to the stage for the prize. I did not know what to do as everyone was looking at me. I blushed and went back to my seat. ,shame,"[0.912310779094696, 0.9951779842376709, 0.9935287833213806, 0.9904947280883789, 0.012402186170220375, 0.9723930358886719, 0.9976074695587158]",embarrassed,0.9976074695587158
guilt,While playing basketball I broke a team member's spectacles. His face was injured by the pieces of glass. It was not serious but I felt guilty and blamed myself for being too careless and vigorous in my game. ,guilt,"[0.8874598741531372, 0.9954828023910522, 0.953403890132904, 0.9983721375465393, 0.002121108351275325, 0.9946095943450928, 0.9724719524383545]",guilty,0.9983721375465393
joy,"After a busy day I went back to my hostel. I closed the door and had a drink, then I read my favourite book on the bed. Suddenly I felt peace and joy. ",joy,"[0.00625590980052948, 0.003976427949965, 0.020681794732809067, 0.12181944400072098, 0.9963800311088562, 0.014783339574933052, 0.02593376860022545]",pleasure,0.9963800311088562
fear,"When I went home and there was nobody, I waited till A. M and still nobody. I was suddenly scared and anxious as this had never happened before. In addition my mother was very weak and I feared that she had met with an accident. Therefore I was anxious all night. ",fear,"[0.7715610861778259, 0.9353463649749756, 0.9984005093574524, 0.9632834196090698, 0.015632638707756996, 0.987633228302002, 0.8329657316207886]",fear,0.9984005093574524
anger,Yesterday I read in the newspaper that a year old woman had abused her month old son and had caused his death. I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin. ,anger,"[0.9961108565330505, 0.9686660170555115, 0.6911866068840027, 0.5267202258110046, 0.22828537225723267, 0.5167237520217896, 0.7062827944755554]",furious,0.9961108565330505
sadness,"I had a schoolmate who went to the hospital as her brain was bleeding. She fell unconscious for three days and when I went to see her I saw the miserable state the family was in. Moreover I could not do nothing for her. I was very sad. Finally, she died. ",sadness,"[0.6859163045883179, 0.9726726412773132, 0.9620131254196167, 0.9949918389320374, 0.019439779222011566, 0.9991917014122009, 0.893124520778656]",grieved,0.9991917014122009
disgust,A tiresome person held me up all day long. I was very busy then (I can not remember what the problem was). He continously tried to make me talk to him and disturbed me. ,anger,"[0.9827783703804016, 0.43117982149124146, 0.4490005075931549, 0.5846498608589172, 0.3207635283470154, 0.6937894225120544, 0.6612952351570129]",annoyed,0.9827783703804016
shame,"One day, when I was sitting on the bus, there was an old woman standing beside me. I was very tired and sleepy and did not think of giving her my seat. A year old woman who was sitting beside me got up and gave her seat to the old woman and said, "" Old woman, please take my seat, the youngstters these days are not used to giving their seats to others. "" When I heard these words I was very ashamed of myself and wanted to get off the bus at once. ",guilt,"[0.9289520382881165, 0.9803704023361206, 0.97032231092453, 0.9941032528877258, 0.33484289050102234, 0.9505602717399597, 0.9940115809440613]",regretful,0.9941032528877258
guilt,"After an exam I was in a very bad mood as I had done it very badly. At home, my mother took so long to ask me how things had gone that I lost my temper. I overreacted and made my mother cry. She still prepared lunch for me and did not scold me . Suddenly, I thought that it was my fault and I started crying. ",anger,"[0.9938661456108093, 0.9652328491210938, 0.6966778039932251, 0.9932639598846436, 0.020045755431056023, 0.9903643727302551, 0.96090167760849]",anger,0.9938661456108093
joy,"I was appreciated by others, especially my family members and my friends. ",joy,"[0.03745921701192856, 0.00596160301938653, 0.3841749429702759, 0.37628307938575745, 0.9939867258071899, 0.03176173195242882, 0.004966711159795523]",blessed,0.9939867258071899
fear,"Whenever I am alone in a dark room, walk alone on the street, sleep alone in the room at night or see something which is only partly visible. This emotion was very strong when as an year old child I saw something horrible. ",fear,"[0.3697075843811035, 0.9743189811706543, 0.9964568018913269, 0.8750246167182922, 0.00966063141822815, 0.9800994992256165, 0.4692191183567047]",fear,0.9964568018913269
anger,"[ Whenever I put myself in other's shoes and try to make the person happy, comfort him or make friends and I am misunderstood and rejected, especially when this person is a family member or a friend. ] ",sadness,"[0.8555291891098022, 0.9655550718307495, 0.8503772616386414, 0.9207651615142822, 0.16167211532592773, 0.9765703082084656, 0.8821374177932739]",unhappy,0.9765703082084656
sadness,There was a conflict of interest between me and a close friend of mine. He only thought about his own interest and not about our friendship. This behaviour hurt his friends. Another incident is when a friend isolated himself without giving any reasons. ,anger,"[0.8797614574432373, 0.8469955325126648, 0.5887702107429504, 0.7059727907180786, 0.19729088246822357, 0.8490493297576904, 0.7451192140579224]",irritated,0.8797614574432373
disgust,When I saw a lot of rubbish and animal waste on the floor. ,disgust,"[0.9878258109092712, 0.9933951497077942, 0.946941614151001, 0.9738754630088806, 0.21972998976707458, 0.9889284372329712, 0.9531564712524414]",repugnance,0.9933951497077942
shame,When I was emotionally unstable I said things which may have hurt others or made them feel unhappy. When I calmed down I realized that I had been selfish and had not taken into consideration the feelings of others. Then I felt ashamed as someone pointed out my behaviour to me. ,guilt,"[0.5341284871101379, 0.9898092746734619, 0.9920250177383423, 0.997871994972229, 0.014133923687040806, 0.9678217768669128, 0.9962242841720581]",regretful,0.997871994972229
guilt,"[ When I break someone's things out of carelessness, or do something to make others feel unhappy or hurt the self-esteem / self-confidence of others, especially if they happen to be friends or family members. ] ",sadness,"[0.9167671203613281, 0.9531596899032593, 0.7815757989883423, 0.9418234825134277, 0.2709939479827881, 0.9654479026794434, 0.9222615361213684]",unhappy,0.9654479026794434
joy,"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it. ",joy,"[0.004921693354845047, 0.020556392148137093, 0.018070293590426445, 0.6152935028076172, 0.998078465461731, 0.0768909826874733, 0.0026429195422679186]",happy,0.998078465461731
fear,"One day when I was a little boy, my friends asked me to play with them outside and to catch some boys. However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents. ",fear,"[0.9703428149223328, 0.9866338968276978, 0.9972358345985413, 0.9894745349884033, 0.1164938434958458, 0.9686093926429749, 0.9836301207542419]",fear,0.9972358345985413
anger,When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes. I was very angry. ,anger,"[0.9968189001083374, 0.7645705938339233, 0.5546226501464844, 0.6606906652450562, 0.34500035643577576, 0.8128997087478638, 0.9773589968681335]",anger,0.9968189001083374
sadness,About two years ago my girlfriend suggested that we separate. This really gave me a shock as I had never thought that she would say such things. The reason she gave me was that we were not suited for each other. ,fear,"[0.8298028111457825, 0.9233806133270264, 0.9476604461669922, 0.8276094198226929, 0.6523860096931458, 0.9183498620986938, 0.6864494681358337]",horror,0.9476604461669922
disgust,Once while studying for my exam I found so many complicated words that it disgusted me. ,anger,"[0.9974343180656433, 0.9954853057861328, 0.9784119725227356, 0.9564889669418335, 0.008676944300532341, 0.9822810888290405, 0.9894084930419922]",annoyed,0.9974343180656433
shame,When I was young I felt ashamed when our relatives visited us and I hid myself. ,shame,"[0.8661234378814697, 0.9978997707366943, 0.9812530875205994, 0.9868651032447815, 0.007339472882449627, 0.9739723801612854, 0.9981963038444519]",embarrassed,0.9981963038444519
guilt,"I was so excited once that I told my classmate that she was old, this hurt her and I felt guilty. ",guilt,"[0.9244440793991089, 0.9950411915779114, 0.4754852056503296, 0.9988767504692078, 0.9964613318443298, 0.9889044165611267, 0.9913907051086426]",regretful,0.9988767504692078
joy,"[ During a certain period, I felt successful and extremely satisfied. When I found that any tasks or decisions that I had made were better than expected. ] ",joy,"[0.00204093218781054, 0.0010087519185617566, 0.004460307769477367, 0.9426767826080322, 0.9955933690071106, 0.0016486281529068947, 0.004624833818525076]",accomplished,0.9955933690071106
fear,I am scared when I stroll alone on the Chung Chi college campus. ,fear,"[0.06959421187639236, 0.980047881603241, 0.9992603659629822, 0.9579721689224243, 0.0014077029190957546, 0.9258937239646912, 0.5618444681167603]",fear,0.9992603659629822
anger,"One day, I discussed a very important question with A. A suddenly declared that he would not accept my position and thought that he himself was right. Moreover, he attacked strongly, not my opinion but me personally. ",anger,"[0.9793279767036438, 0.9752262830734253, 0.8130311965942383, 0.9327447414398193, 0.3258419632911682, 0.9269942045211792, 0.9493941068649292]",anger,0.9793279767036438
sadness,"When I learnt that I had failed an exam, This not only influenced my emotions but also other important tasks, it also made my record imperfect. ",sadness,"[0.9789873957633972, 0.9908555746078491, 0.9727258682250977, 0.9918758869171143, 0.012701031751930714, 0.9945414662361145, 0.9810652136802673]",unhappy,0.9945414662361145
disgust,"[ I would classify subjectively, a certain gesture or the way of talking of a person as disgusting or inacceptable. ] ",disgust,"[0.9803009629249573, 0.9945175051689148, 0.9628687500953674, 0.9656521677970886, 0.012378116138279438, 0.914577066898346, 0.8471001386642456]",revulsion,0.9945175051689148
shame,One day I felt dizzy during a lecture. When the lecturer asked us as to who had heard the fairy tale - I was the only one who put up his hand and this surprised the whole class. ,guilt,"[0.43674641847610474, 0.7973035573959351, 0.911170244216919, 0.9557506442070007, 0.23301377892494202, 0.7861475348472595, 0.6580092906951904]",misconduct,0.9557506442070007
guilt,"We always made a lot of noise during a certain lecture. This may have been because we did not respect the lecturer. Finaly, the lecturer could not tolerate it and he scolded us angrily and pointed out our misbehaviour. ",anger,"[0.983304500579834, 0.9761215448379517, 0.6859890222549438, 0.9748854041099548, 0.2796824276447296, 0.9314525127410889, 0.9344072937965393]",anger,0.983304500579834
joy,I felt happy when I received the letter telling me that I had been admitted to the university. ,joy,"[0.0027757303323596716, 0.012056028470396996, 0.0029136769007891417, 0.25795236229896545, 0.9988099336624146, 0.004871056415140629, 0.007803466636687517]",happy,0.9988099336624146
fear,"During the first year in university I had bad results in both the terms, especially the first term. I was afraid that I would not be promoted to the next year and that the others would go ahead of me. ",fear,"[0.9601835608482361, 0.9829903841018677, 0.9984226226806641, 0.9725937843322754, 0.022673726081848145, 0.974348783493042, 0.9819069504737854]",fear,0.9984226226806641
anger,Once my father slapped my mother for a small quarrel. ,anger,"[0.9959753155708313, 0.9824305772781372, 0.9364513754844666, 0.9892085194587708, 0.42911213636398315, 0.9725746512413025, 0.9367720484733582]",anger,0.9959753155708313
sadness,"A few years ago my mother suffered from canccer and died within two years. We had not finished our studies then and could not bear our responsibilities as her children. My mother had tried her best to take care of us but she lived in pain these two years. Neither the doctor nor we could do anything for her as cancer is incurable. I was very eager to replace her in suffernig , even die instead of her. ",guilt,"[0.949785590171814, 0.8510621190071106, 0.9244697690010071, 0.965497612953186, 0.7979013919830322, 0.8898487091064453, 0.3739379942417145]",responsible,0.965497612953186
disgust,"I used to play with a group of classmates and I found out later that they were cheap in thought, behaviour and conduct - they would smoke, fight and speak foul language. I thought that they destroyed the image of college students. ",disgust,"[0.9917920827865601, 0.996825098991394, 0.9730878472328186, 0.9909217953681946, 0.1400071680545807, 0.9915357828140259, 0.9942988157272339]",repugnance,0.996825098991394
shame,It was discovered that I had received a warning letter as my G. P. A was very low. ,anger,"[0.9534360766410828, 0.951887845993042, 0.9460559487342834, 0.9282357096672058, 0.12064863741397858, 0.9494441747665405, 0.926565408706665]",annoyed,0.9534360766410828
guilt,Many years back I quarrelled with my younger brother for a small reason. I used a pole to beat him and nearly broke his arm. He recovered after a treatment which lasted several months. After this our relationship was worse and he would not listen to me. ,anger,"[0.9933956265449524, 0.983885645866394, 0.8695974349975586, 0.9881691932678223, 0.47462522983551025, 0.9764840006828308, 0.9113628268241882]",anger,0.9933956265449524
joy,"One Saturday afternoon, I deliberately dressed up nicely (I had been in a bad mood of late). I hoped to go for a walk in the soft sunlight to try and uplift my spirits. When I was having lunch in the canteen, two of my male classmates asked me as to why I was dressed so nicely (they had seldom joked with me before). One of them said that he had a lounge suit and we would look very nice if we wore them together. ",sadness,"[0.8726447224617004, 0.7828034162521362, 0.915410041809082, 0.8921939134597778, 0.693290114402771, 0.9969083666801453, 0.8014112710952759]",unhappy,0.9969083666801453
fear,The exam was drawing near and I wanted to prepare for it. But I had a lot of other things to do so I did not have much time to prepare for the exams. Whenever I sat down to study I was scared that I would not be able to finish it. ,fear,"[0.9905058741569519, 0.9716818332672119, 0.9983245730400085, 0.9759470224380493, 0.33280399441719055, 0.9791688323020935, 0.8015280365943909]",anxiety,0.9983245730400085
anger,A female classmate was always late for meetings which were for the homework and not social gatherings. We were very busy and the deadline was close but we had to waste half an hour or an hour waiting for her as we could do nothing else then. ,anger,"[0.9833130240440369, 0.8279070258140564, 0.6431808471679688, 0.7952218651771545, 0.3351459503173828, 0.9087797999382019, 0.6790564060211182]",annoyed,0.9833130240440369
sadness,"After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done). They did not understand my problem and thought that I should not have so many other activities. Their reaction made me burst into tears. ",sadness,"[0.9288877844810486, 0.9370766282081604, 0.9684258103370667, 0.9678374528884888, 0.11679542064666748, 0.9938115477561951, 0.9818618297576904]",grieved,0.9938115477561951
disgust,When I was studying in the library a pair of lovers were sitting next to me talking in an intense and soft voice. They were disturbing others. ,anger,"[0.9924569129943848, 0.954826831817627, 0.8722394108772278, 0.9597138166427612, 0.7701244950294495, 0.914512574672699, 0.8106768727302551]",annoyed,0.9924569129943848
shame,"During an informal discussion I contributed a lot even though I had not spent much time studying. Whenever someone said that someone was not paying attention, or that he had too many other things to do, or that the persoon was not trying his best, I would feel ashamed. ",shame,"[0.8172551989555359, 0.993486225605011, 0.9766853451728821, 0.9921951293945312, 0.02171957679092884, 0.9513713121414185, 0.9936684966087341]",dishonored,0.9936684966087341
guilt,Our class had organized a picnic in November. I was the class representative so I became the organizor. However the picnic was postponed by one week and I had something else to do then. Initially I did not ponder on what to do and decided to go for the picnic. When I had the time to think about it I thought that my decision was wrong. My classmates thought that I would go as I had signed my name but I did not go. I told another class representative that I was not going but he did not know the reason behind my not going. After the picnic my classmates asked me why I had not gone to the picnic and everytime someone mentioned it I was apologetic. I should have decided right in the begining that I would not go and then they would not see me as irresponsible i. e promising to go and changing my mind afterwards. ,guilt,"[0.9717601537704468, 0.9861798882484436, 0.82452392578125, 0.9970819354057312, 0.5708368420600891, 0.9617089033126831, 0.9835699200630188]",regretful,0.9970819354057312
joy,It was the first time I met him (my boyfriend Mr. W). It was during the first term Summer vacations. We met each other while handing in our homework. He invited me have a trip with him and we were together till P. M. ,joy,"[0.17229720950126648, 0.13650961220264435, 0.38323020935058594, 0.5633249282836914, 0.9742268919944763, 0.20882517099380493, 0.20293039083480835]",happy,0.9742268919944763
fear,The day the results of the certificate exam came out. I went to school and at first I did not feel frightened. By the time I reached the fourth floor ( the results were being given on the fifth floor) I found it difficult to walk and felt that I would die. ,fear,"[0.37665829062461853, 0.9573298692703247, 0.9949270486831665, 0.9274864792823792, 0.01616462878882885, 0.8974825739860535, 0.8126923441886902]",anxiety,0.9949270486831665
anger,One day I had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it. He had not had a bath and was very dirty. I scolded him but he answered back and locked himself up in a room. I was very angry so I starteed kicking on the door and abusing him loudly and freely. ,anger,"[0.9963827133178711, 0.9302723407745361, 0.8900009393692017, 0.9847421646118164, 0.3459676206111908, 0.9737909436225891, 0.9488022923469543]",irritated,0.9963827133178711
sadness,When I was a child I was playing on the upper deck of the bed with my brother. My parents slept on the lower deck. My father felt disgusted and beat me up. I felt very sad as my father had never beaten me or scolded me before. ,sadness,"[0.9947288632392883, 0.9967535138130188, 0.9388861656188965, 0.9963812232017517, 0.03067869134247303, 0.9984935522079468, 0.9930709004402161]",sadness,0.9984935522079468
disgust,My boyfriend and I did not have any contact with each other during the Summer holidays. I met him the day of the registration and looked through him. In the canteen he asked me if I wanted to have a drink and I said no as I did not want him to do me a favour. ,disgust,"[0.9372748732566833, 0.9692720770835876, 0.9292633533477783, 0.9448754191398621, 0.29921954870224, 0.928900957107544, 0.9317072033882141]",repugnance,0.9692720770835876
shame,On Christmas eve I went to a classmate's home with other classmates. The next morning when I came out of the toilet she said something and I did not understand what she was saying. When she pointed at my trousers I discovered that I had forgotten to zip them up. I rushed back to the toilet but by the time the others had guessed what had happened. ,shame,"[0.9333106279373169, 0.8863480687141418, 0.9501016736030579, 0.9728399515151978, 0.4393370449542999, 0.9101033210754395, 0.9734084010124207]",embarrassed,0.9734084010124207
guilt,"One night,when I was in primary or , I felt thirsty so I fetched the thermos to pour a cup of water for myself. Then I saw my brother lowering his head and I, jokingly, poured the water on his head. ",fear,"[0.5057852864265442, 0.7119844555854797, 0.9488362073898315, 0.8014926314353943, 0.9006040692329407, 0.8802605271339417, 0.4369569420814514]",fear,0.9488362073898315
joy,I had gone camping with my old classmates and there was a storm. We were in a flurry but at that time I felt the love and concern of my friends. ,joy,"[0.1095963567495346, 0.22966289520263672, 0.9358273148536682, 0.8495346307754517, 0.9853655099868774, 0.21145333349704742, 0.22187790274620056]",blessed,0.9853655099868774
fear,I was on a trip to Phillipines during Summer and I was staying in a hotel. The room I was staying in was very silent and had very dim lights. The last night I felt frightened and lay awake - I could hear some sounds around me and dared not open my eyes - I waited for dawn. ,fear,"[0.5425113439559937, 0.9923071265220642, 0.9980575442314148, 0.97365403175354, 0.0971665009856224, 0.910886287689209, 0.8379476070404053]",scared,0.9980575442314148
anger,"I had a very good friend in secondary school. The year after our graduation I prepared to celebrate her birthday and I called off all my appointments. I got together the other friends and we were ready to give the entire day to her. However this friend disappeared on her birthday. When I phoned another friend I didcovered thay she was busy, I did not call her anymore. ",sadness,"[0.856326699256897, 0.7522945404052734, 0.7331660389900208, 0.825792133808136, 0.21237759292125702, 0.9044806957244873, 0.562997579574585]",grieved,0.9044806957244873
sadness,I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out. ,guilt,"[0.9454274773597717, 0.9510886669158936, 0.9263125061988831, 0.9939833283424377, 0.00984549056738615, 0.9892148375511169, 0.9816992282867432]",culpable,0.9939833283424377
disgust,A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more. However there was nothing important in the conversation and I found the person very disgusting. ,disgust,"[0.7145575284957886, 0.8340686559677124, 0.46495145559310913, 0.37172025442123413, 0.5687872767448425, 0.5621593594551086, 0.4744187593460083]",revulsion,0.8340686559677124
shame,I felt shame when I found that I was almost last in the exam. ,shame,"[0.4902563989162445, 0.9988818764686584, 0.638256311416626, 0.9980165958404541, 0.0019754732493311167, 0.9954226613044739, 0.9990917444229126]",embarrassed,0.9990917444229126
guilt,Once I bought my sister a pair of sports shoes as she was going to join an athletic meet. However the shoes were a little big and had a few flaws. She muttered all the way and blamed me for having wasted her money anf I felt guilty. ,guilt,"[0.9958749413490295, 0.9938229322433472, 0.9628190398216248, 0.9983841180801392, 0.022213822230696678, 0.9938972592353821, 0.9899870753288269]",culpable,0.9983841180801392
joy,When the result of the certificate exam was announced. I was surprised and happy as the result was better than I had expected. ,joy,"[0.004261034075170755, 0.400860995054245, 0.17717917263507843, 0.6549066305160522, 0.9977867603302002, 0.34569618105888367, 0.011632620356976986]",joyful,0.9977867603302002
fear,When I was young I got lost on the street and the police found me after a day. ,fear,"[0.9355544447898865, 0.964446485042572, 0.9703988432884216, 0.9282223582267761, 0.8658553957939148, 0.8573397397994995, 0.9195474982261658]",fear,0.9703988432884216
anger,My sister once stole my mother's money and made her very angry. After this my mother would beat her up for unreasonable reasons. One day my sister lent her book to a friend without telling my mother about it. When my mother learnt this she beat her up and even threatened her with a pair of scissors. ,anger,"[0.9897543787956238, 0.9323617815971375, 0.9585614204406738, 0.9396678805351257, 0.25992411375045776, 0.9195817708969116, 0.9520206451416016]",anger,0.9897543787956238
sadness,My academic result was poor and I had to repeat the second year. I felt sad about the coming several years. ,sadness,"[0.3265143930912018, 0.9884756803512573, 0.9834560751914978, 0.9964556694030762, 0.004335666075348854, 0.9984667301177979, 0.9842772483825684]",sorrow,0.9984667301177979
disgust,"My mother was always fastidious about my room, bed time, etc. She treated us strictly and punished us physically. These things were intolerable. ",disgust,"[0.997156023979187, 0.9972301125526428, 0.9872305989265442, 0.9725659489631653, 0.1400551199913025, 0.9940431714057922, 0.982589602470398]",repugnance,0.9972301125526428
shame,"I misunderstood a girl and thought that she loved me. One day when I was talking to her, her boyfriend appeared and I felt ashamed. ",shame,"[0.7495977282524109, 0.9970787763595581, 0.9654013514518738, 0.9981277585029602, 0.11496305465698242, 0.9867586493492126, 0.9981428384780884]",embarrassed,0.9981428384780884
guilt,"When I was in P I was always punished as I would forget to do my homework. The first time that I was punished and not allowed to leave school, I slipped out of school. ",disgust,"[0.9767862558364868, 0.9787281155586243, 0.958810031414032, 0.9772829413414001, 0.15476910769939423, 0.9611964225769043, 0.9037545323371887]",repugnance,0.9787281155586243
joy,I was admited to the Chinese university of Hong Kong. The day the results were announced I looked in the newspaper and saw my candidature number. ,joy,"[0.30841684341430664, 0.2806498110294342, 0.6700937151908875, 0.5802019834518433, 0.989736795425415, 0.18489636480808258, 0.1647121012210846]",accomplished,0.989736795425415
fear,"One year, when I went to a camp, I was chased by a dog. I tried hard and finally managed to escape from it. My torch suddenly went off and we talked about ghost stories and I thought that there were ghosts. ",fear,"[0.9206756353378296, 0.967578113079071, 0.9901245832443237, 0.9585679173469543, 0.9282779097557068, 0.9087162613868713, 0.7951527833938599]",fear,0.9901245832443237
anger,When I was in F I played a basket-ball match against another school's team. One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other. ,anger,"[0.9889109134674072, 0.9121416211128235, 0.8297905325889587, 0.95481276512146, 0.7978418469429016, 0.9278486371040344, 0.5545949339866638]",anger,0.9889109134674072
sadness,I received the mid-term exam paper of one of my major subjects and I found that I had failed it. ,sadness,"[0.9902772903442383, 0.9919525980949402, 0.983984112739563, 0.9889677166938782, 0.011164084076881409, 0.9970889687538147, 0.9864972233772278]",unhappy,0.9970889687538147
disgust,Once at a camp a classmate criticized me in front of others. Now I find that this classmate is very disgusting. ,disgust,"[0.9909957051277161, 0.9970871806144714, 0.9213014245033264, 0.9864103198051453, 0.26405367255210876, 0.931045651435852, 0.9875546097755432]",revulsion,0.9970871806144714
