labels,text,expr_s,prob_expr_s,emotion_word,prob_max
joy,This emotion happened when I passed my primary school examination and was selected for Secondary School. ,joy,"[0.16762469708919525, 0.09704926609992981, 0.5347632765769958, 0.19204606115818024, 0.9774425029754639, 0.16450215876102448, 0.029556531459093094]",an achievement,0.9774425029754639
fear,At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster. ,guilt,"[0.965602695941925, 0.9439983367919922, 0.9323428869247437, 0.9750520586967468, 0.18362633883953094, 0.8739519119262695, 0.9412386417388916]",blameworthy,0.9750520586967468
anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me. ,anger,"[0.9986506104469299, 0.9965288043022156, 0.705606997013092, 0.996310293674469, 0.04438968002796173, 0.9973021745681763, 0.7814357280731201]",anger,0.9986506104469299
sadness,I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot. ,sadness,"[0.7124820351600647, 0.9767054915428162, 0.7353313565254211, 0.9978886246681213, 0.010450894944369793, 0.9991046786308289, 0.9944577217102051]",sadness,0.9991046786308289
disgust,"I was disgusted when I was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting. ",disgust,"[0.9977861642837524, 0.998837411403656, 0.9969391822814941, 0.9327353835105896, 0.00885399803519249, 0.9982950091362, 0.9952622652053833]",disgust,0.998837411403656
shame,I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects. ,shame,"[0.8152557015419006, 0.9974303841590881, 0.9630486369132996, 0.9980888962745667, 0.03442945331335068, 0.9952103495597839, 0.9989235997200012]",embarrassment,0.9989235997200012
guilt,I felt guilty when the truth was known about my impregnating the girl we were staying with. ,guilt,"[0.1217418760061264, 0.9928750991821289, 0.7688581943511963, 0.99759441614151, 0.014472397975623608, 0.9847495555877686, 0.9921595454216003]",guilt,0.99759441614151
joy,It was August th when I heard on the radio that I passed my M. C. E. exams and I was really happy and joyous because of the event. ,joy,"[0.0012294022599235177, 0.0014397235354408622, 0.002627521986141801, 0.34644588828086853, 0.9970362186431885, 0.001576736569404602, 0.0030829680617898703]",an achievement,0.9970362186431885
fear,I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago. ,sadness,"[0.8015563488006592, 0.977644145488739, 0.981965959072113, 0.905080258846283, 0.07777075469493866, 0.9919731616973877, 0.5745679140090942]",loneliness,0.9919731616973877
anger,I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine. ,guilt,"[0.8771792054176331, 0.8601540923118591, 0.5790197849273682, 0.9703755974769592, 0.1972370594739914, 0.7048876285552979, 0.887503445148468]",blameworthy,0.9703755974769592
sadness,It was when I failed standard exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did. ,sadness,"[0.7435365319252014, 0.6079001426696777, 0.17177805304527283, 0.653404712677002, 0.2046375274658203, 0.8819272518157959, 0.5361095666885376]",unhappiness,0.8819272518157959
disgust,"My first day to work in hospital, when I was dressing wounds I was disgusted when I came across one wound with a very bad smell. ",disgust,"[0.9966763257980347, 0.997992992401123, 0.9907957911491394, 0.848049521446228, 0.05001809820532799, 0.99661785364151, 0.9869188666343689]",repugnance,0.997992992401123
shame,"One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed. ",shame,"[0.7616707682609558, 0.9972033500671387, 0.9601476192474365, 0.9948357343673706, 0.0037788671907037497, 0.994120180606842, 0.9981867671012878]",embarrassment,0.9981867671012878
guilt,I felt guilty one day when I was accused of running away from classes and I was caught. ,guilt,"[0.0827522873878479, 0.9915237426757812, 0.9084567427635193, 0.9974958300590515, 0.012592453509569168, 0.98626708984375, 0.9930049777030945]",guilt,0.9974958300590515
joy,It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination. ,joy,"[0.9144036173820496, 0.5260836482048035, 0.6139964461326599, 0.7145213484764099, 0.9842849373817444, 0.1968073695898056, 0.30480989813804626]",an achievement,0.9842849373817444
fear,When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night. ,fear,"[0.9788674116134644, 0.9608415365219116, 0.9849278926849365, 0.7769470810890198, 0.220054030418396, 0.977011501789093, 0.8125221133232117]",scare,0.9849278926849365
anger,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities. ,anger,"[0.9584071636199951, 0.7251322269439697, 0.9223843812942505, 0.7861768007278442, 0.5169591903686523, 0.8493137359619141, 0.6841808557510376]",irritation,0.9584071636199951
sadness,I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there. ,sadness,"[0.9731969237327576, 0.9580234885215759, 0.981117308139801, 0.9696446061134338, 0.05950350686907768, 0.9833153486251831, 0.9514356255531311]",unhappiness,0.9833153486251831
disgust,It was when my father beat my mother while she was ill for three weeks and now she was recovering. ,guilt,"[0.946784257888794, 0.9692463278770447, 0.9108443856239319, 0.9908227920532227, 0.1570976823568344, 0.9680467247962952, 0.8560342788696289]",blameworthy,0.9908227920532227
shame,When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again. ,sadness,"[0.9599274396896362, 0.9776037931442261, 0.870155394077301, 0.8143702149391174, 0.22958660125732422, 0.9803855419158936, 0.88620924949646]",unhappiness,0.9803855419158936
guilt,The time I was at secondary school during the holiday I appeared to my father while heavily drunk and I talked nonsense like in some sort of carefree. ,guilt,"[0.36208677291870117, 0.11783451586961746, 0.014043145813047886, 0.9821966886520386, 0.5141618847846985, 0.030668647959828377, 0.5681748390197754]",misconduct,0.9821966886520386
joy,This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me. ,joy,"[0.004433605819940567, 0.0028402626048773527, 0.0746801346540451, 0.19822533428668976, 0.9925397038459778, 0.001855834387242794, 0.010849220678210258]",an achievement,0.9925397038459778
fear,When I was travelling at night. ,fear,"[0.718370258808136, 0.7532738447189331, 0.9086733460426331, 0.7446368336677551, 0.5718663334846497, 0.8105722069740295, 0.2833206057548523]",scare,0.9086733460426331
anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster. ",anger,"[0.9843829274177551, 0.9583054184913635, 0.9311922192573547, 0.9701823592185974, 0.24467094242572784, 0.9671238660812378, 0.9473204612731934]",irritation,0.9843829274177551
sadness,When I was at school. ,sadness,"[0.6679635047912598, 0.6501508951187134, 0.5727799534797668, 0.7054855227470398, 0.43191415071487427, 0.7348813414573669, 0.486838698387146]",unhappiness,0.7348813414573669
disgust,One of those days when I was going to school with my brother and he annoyed me. ,anger,"[0.9984706044197083, 0.9951109290122986, 0.9224603176116943, 0.9885780811309814, 0.017383629456162453, 0.9978368878364563, 0.6899089217185974]",irritation,0.9984706044197083
shame,This was when one of the Clinical officers scolded us in the hospital on how to make beds but we did not deserve to be scolded. ,sadness,"[0.9877488017082214, 0.9837676286697388, 0.7499238848686218, 0.9580225348472595, 0.005036916118115187, 0.9900755286216736, 0.928354024887085]",unhappiness,0.9900755286216736
joy,"That was soon after the results of the interview which nearly , people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L. S. H. S. ",joy,"[0.0008393058669753373, 0.0009434610255993903, 0.0008307647076435387, 0.28771212697029114, 0.9945159554481506, 0.0008354197489097714, 0.0009574458235874772]",pleasure,0.9945159554481506
fear,Fear came towards the end of May when the P. T. S. results were out after hearing the failure of my fellow three friends. ,fear,"[0.02160853147506714, 0.9694822430610657, 0.993239164352417, 0.8961212635040283, 0.0022253403440117836, 0.8416853547096252, 0.6336227059364319]",scare,0.993239164352417
anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all. ,anger,"[0.9970850348472595, 0.9904896020889282, 0.19004306197166443, 0.9404458999633789, 0.014872638508677483, 0.9818591475486755, 0.5055898427963257]",irritation,0.9970850348472595
sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away. ",fear,"[0.5740082263946533, 0.5646527409553528, 0.9414921998977661, 0.7447689175605774, 0.08669128268957138, 0.93159419298172, 0.45201706886291504]",anxiety,0.9414921998977661
disgust,A condition in which I was disgusted followed when I lost money on my way home from the college. ,sadness,"[0.998017430305481, 0.9975166320800781, 0.9869517087936401, 0.9762078523635864, 0.002715257927775383, 0.9981986880302429, 0.9957045912742615]",unhappiness,0.9981986880302429
shame,I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much. ,shame,"[0.9780756831169128, 0.9976058006286621, 0.9271140694618225, 0.9978524446487427, 0.0847243070602417, 0.9979915618896484, 0.999101996421814]",embarrassment,0.999101996421814
guilt,"I once felt guilty when a certain passenger in the same (ship, plane ? ) which I boarded when coming from home lost his t which in fact fell into my pocket unknowingly. ",guilt,"[0.08902280032634735, 0.988671064376831, 0.8309345245361328, 0.9956427812576294, 0.011057603172957897, 0.9640007019042969, 0.9858152866363525]",guilt,0.9956427812576294
joy,It was when I was selected to go to a Secondary school to start form I. ,joy,"[0.30589842796325684, 0.18023645877838135, 0.7847397327423096, 0.6681742072105408, 0.9936099648475647, 0.34083446860313416, 0.1736050695180893]",an achievement,0.9936099648475647
fear,It was when I stepped on a python (snake) unknowingly while it was sleeping near a baobab tree. ,guilt,"[0.9379845857620239, 0.9719681143760681, 0.9645047187805176, 0.9740638732910156, 0.4808141887187958, 0.8753547668457031, 0.9050471782684326]",blameworthy,0.9740638732910156
anger,It was when my friend had stolen my money (K) and had disappeared. ,guilt,"[0.953876256942749, 0.9776791334152222, 0.9175930619239807, 0.9890210032463074, 0.05215083435177803, 0.9851325750350952, 0.9573770761489868]",blameworthy,0.9890210032463074
sadness,It was when my father was taken into detention by the CIDS for two years for a reason I don't know up to now. ,sadness,"[0.8874874711036682, 0.8894800543785095, 0.9261274933815002, 0.8019112348556519, 0.0954238623380661, 0.9483388662338257, 0.7771777510643005]",unhappiness,0.9483388662338257
disgust,It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin. ,guilt,"[0.706920325756073, 0.570050060749054, 0.39202427864074707, 0.888729453086853, 0.20579902827739716, 0.6544185280799866, 0.6379868984222412]",misconduct,0.888729453086853
shame,It was when my father caught me with a girl in dark corners and asked me what I was doing there. ,guilt,"[0.9619449377059937, 0.9786972403526306, 0.9442474246025085, 0.9856390357017517, 0.2675684690475464, 0.9136401414871216, 0.9623034596443176]",culpability,0.9856390357017517
guilt,It was when I injured a friend accidentally with a stone. It made a cut on the cheeks which resulted in suturing. ,guilt,"[0.9052570462226868, 0.9167741537094116, 0.7363542318344116, 0.9859559535980225, 0.12704907357692719, 0.9020916223526001, 0.8898079991340637]",blameworthy,0.9859559535980225
joy,Time had struck o'clock when I heard from the radio that I had been selected to Robert Blake Secondary School for Form I. I was very happy for the selection. My parents and I were very happy and full of joy. ,joy,"[0.0026835035532712936, 0.0022260542027652264, 0.009497960098087788, 0.6903392672538757, 0.9951076507568359, 0.0041165961883962154, 0.005654066801071167]",happiness,0.9951076507568359
fear,"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia. ",fear,"[0.6727811098098755, 0.988068163394928, 0.9980782270431519, 0.9378682971000671, 0.24273596704006195, 0.9929049611091614, 0.19895006716251373]",fear,0.9980782270431519
anger,I felt very angry after one driver had run over my beloved niece. ,anger,"[0.998281717300415, 0.9939261078834534, 0.0175568126142025, 0.9969130754470825, 0.010469654574990273, 0.9438514113426208, 0.18684110045433044]",irritation,0.998281717300415
sadness,"I was away to school (Primary). In my abscence my young brother at home got sick suddenly. My parents took him to hospital. On the way he died. It came to me as a sad, sudden and shocking news and I felt very sad. ",sadness,"[0.06381870806217194, 0.7292037010192871, 0.9188640117645264, 0.9883262515068054, 0.022852925583720207, 0.9962823987007141, 0.7382931113243103]",unhappiness,0.9962823987007141
disgust,I felt disgusted when I went to one of the Central hospitals where my hope of getting good treatment was turned down by one of the doctors who said I was alright despite my feeling pain. ,sadness,"[0.998661994934082, 0.9987169504165649, 0.9921658039093018, 0.9941405653953552, 0.013195336796343327, 0.9989492297172546, 0.997873067855835]",unhappiness,0.9989492297172546
shame,"I was in my room, I just heard that my Uncle had been caught in somebody's house with somebody's wife. He had to appear in court. I went to see what would happen to him. ",fear,"[0.7707002758979797, 0.9499147534370422, 0.9546482563018799, 0.9434374570846558, 0.12664027512073517, 0.9098271131515503, 0.7288464903831482]",anxiety,0.9546482563018799
guilt,I felt guilty after hearing that my girlfriend with whom I had spent most of my time was pregnant. ,guilt,"[0.019094916060566902, 0.9723554849624634, 0.6929912567138672, 0.998282790184021, 0.03186516836285591, 0.944692850112915, 0.9921954870223999]",guilt,0.998282790184021
joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education. ,joy,"[0.2382623255252838, 0.10109592229127884, 0.36220473051071167, 0.513477623462677, 0.9949493408203125, 0.2217158079147339, 0.1371528059244156]",an achievement,0.9949493408203125
fear,When I heard that there is teasing and bulling at Secondary School. ,sadness,"[0.9882689714431763, 0.9902880191802979, 0.9626012444496155, 0.975155234336853, 0.030583349987864494, 0.9905754327774048, 0.955814003944397]",unhappiness,0.9905754327774048
anger,When I heard that I was not to be provided with another pair of medical uniform. ,sadness,"[0.9892569184303284, 0.9888707995414734, 0.9734572172164917, 0.9840505719184875, 0.10158319771289825, 0.9955780506134033, 0.9372035264968872]",unhappiness,0.9955780506134033
sadness,When I heard that my father had passed away. ,sadness,"[0.7834852933883667, 0.9338690042495728, 0.9509552121162415, 0.990202784538269, 0.602200984954834, 0.9961122870445251, 0.7462766766548157]",grief,0.9961122870445251
disgust,When I vomitted a lump of blood. ,disgust,"[0.8606091737747192, 0.9951255917549133, 0.975818932056427, 0.8774367570877075, 0.1351003348827362, 0.9507572054862976, 0.8968837857246399]",revulsion,0.9951255917549133
shame,When a certain girl I believed to be my life partner refused an engagement. ,sadness,"[0.9385408759117126, 0.9028415679931641, 0.8538479804992676, 0.9259745478630066, 0.055333781987428665, 0.9824473261833191, 0.8073493242263794]",unhappiness,0.9824473261833191
guilt,When I didn't notify someone that he was summoned by a headmaster and as a result he ended being on a heavy punishment. ,guilt,"[0.9381275177001953, 0.9587684273719788, 0.8668393492698669, 0.9883362650871277, 0.03875728324055672, 0.9566388130187988, 0.9330868721008301]",blameworthy,0.9883362650871277
joy,I met my girlfriend on the way and she joyfully welcomed me on the way home. ,joy,"[0.0009668183047324419, 0.001908574835397303, 0.0035215725656598806, 0.35846415162086487, 0.988723874092102, 0.0009013372473418713, 0.006019874941557646]",happiness,0.988723874092102
fear,One time I set up my journey at night going to a certain bar. On the way I met my friends and they told me that two people had died because of heavy fighting. I proceeded on but with fear. ,fear,"[0.23090127110481262, 0.9934387803077698, 0.9961081147193909, 0.9006503820419312, 0.02871958538889885, 0.9852283000946045, 0.7340044975280762]",scare,0.9961081147193909
anger,"An incident occurred to me when I was going home with my girlfriend. On the way, a man named Banda grabbed my girlfriend in my presence. I was really angry with him and as a result I threw stones at him and he ran away. ",anger,"[0.9967430233955383, 0.9817712306976318, 0.4920605719089508, 0.9859583973884583, 0.36834439635276794, 0.972146213054657, 0.6306168437004089]",anger,0.9967430233955383
sadness,When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on. ,sadness,"[0.007670178543776274, 0.8881223797798157, 0.32380688190460205, 0.9766169190406799, 0.0032809802796691656, 0.9977485537528992, 0.6589001417160034]",unhappiness,0.9977485537528992
disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad. ,disgust,"[0.996724545955658, 0.9982500672340393, 0.9969755411148071, 0.987809419631958, 0.016944197937846184, 0.9974259734153748, 0.9970388412475586]",revulsion,0.9982500672340393
shame,One day I went for a bath. I took off my clothes and as soon as I had finished my brother came in. I felt sad and I found no reason why he came in. ,sadness,"[0.24786736071109772, 0.9720199704170227, 0.9254717230796814, 0.989863395690918, 0.08743053674697876, 0.99847012758255, 0.8031869530677795]",unhappiness,0.99847012758255
guilt,One day I took a packet of sweets from a certain Grocery at Nathenje. Then later on I started to feel guilty and realised that I had done a wrong thing to him. ,guilt,"[0.574472188949585, 0.9879379868507385, 0.9463328719139099, 0.9964334964752197, 0.12496910989284515, 0.9803239107131958, 0.9875613451004028]",regret,0.9964334964752197
joy,I felt happy when I saw my brother at the bus depot after months without seing each other. ,joy,"[0.0006368675967678428, 0.0012655870523303747, 0.0011072055203840137, 0.10887672007083893, 0.9983919262886047, 0.006240516901016235, 0.0017640027217566967]",pleasure,0.9983919262886047
fear,"When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough. ",fear,"[0.9397286176681519, 0.9788935780525208, 0.9976442456245422, 0.706203043460846, 0.1385657787322998, 0.9563496112823486, 0.3769560158252716]",fear,0.9976442456245422
anger,When they put the blame on me when I scored the third goal at the match. ,sadness,"[0.9932970404624939, 0.9844025373458862, 0.9151378870010376, 0.9754785299301147, 0.9854009747505188, 0.9942295551300049, 0.9692367315292358]",unhappiness,0.9942295551300049
sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when Sam Mangwana was playing some Rumba records. That was not what I expected, I wanted some Disco records. ",sadness,"[0.25036171078681946, 0.9801427721977234, 0.49649474024772644, 0.9976364374160767, 0.002718106610700488, 0.9988272786140442, 0.9751728177070618]",sadness,0.9988272786140442
disgust,In ward A there was a patient suffering from Syphilitic Paraplegia and had pressure sores. The wounds had offensive smell that only a few people . . . . the place. ,disgust,"[0.968375027179718, 0.9903867840766907, 0.7966287732124329, 0.6958180665969849, 0.1357148140668869, 0.9178358912467957, 0.7503223419189453]",repugnance,0.9903867840766907
shame,It was when we were beaten or lost the football match by - and then I scored the third goal to my own side. ,sadness,"[0.9326232671737671, 0.9537678956985474, 0.8509879112243652, 0.9665592312812805, 0.9804704189300537, 0.9869219064712524, 0.8757817149162292]",unhappiness,0.9869219064712524
guilt,When I scored the third goal to my own side at a football match against William Murray Secondary School and we were badly defeated. ,joy,"[0.7467418909072876, 0.7751479744911194, 0.27496567368507385, 0.778423547744751, 0.9859909415245056, 0.9163756370544434, 0.3989635109901428]",an achievement,0.9859909415245056
joy,On December the th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the Lilongwe School for Health Scienced in Lilongwe. ,joy,"[0.0008083204738795757, 0.001094853156246245, 0.0018959182780236006, 0.586911141872406, 0.9954934120178223, 0.0010166342835873365, 0.002017452148720622]",pleasure,0.9954934120178223
fear,It was last week on Saturday night when I was at Mchesi. I feared to cross the Lilongwe River Bridge to come back to School due to darkness - until somebody had to escort me. ,fear,"[0.781712532043457, 0.9932364821434021, 0.9969403743743896, 0.827567458152771, 0.2716326117515564, 0.8699988126754761, 0.7594265341758728]",fear,0.9969403743743896
anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates got promoted to Seargents (sgts) we were having similar Ranks. ",joy,"[0.3266284763813019, 0.21313945949077606, 0.1874624788761139, 0.6607571244239807, 0.9670926332473755, 0.3245962858200073, 0.08539727330207825]",an achievement,0.9670926332473755
sadness,"It was mid May , When we had a Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time I was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught. ",guilt,"[0.9868296980857849, 0.9812816381454468, 0.800795316696167, 0.995400607585907, 0.06335117667913437, 0.9868104457855225, 0.9743704795837402]",blameworthy,0.995400607585907
disgust,In May somebody blamed me that I made him to be caught while peeping during the Nursing Test which made me feel disgusted. ,disgust,"[0.9939923882484436, 0.9960624575614929, 0.9773455858230591, 0.9884517192840576, 0.015938324853777885, 0.9958959817886353, 0.9884146451950073]",repugnance,0.9960624575614929
shame,"In our class we had a test on Nursing, so a friend from the Army was caught peeping, by using a paper which had already answers which was written by him. So all of us from the Army got ashamed. ",shame,"[0.9662420153617859, 0.9908485412597656, 0.8622387051582336, 0.9831902980804443, 0.08441624790430069, 0.981611430644989, 0.9940347075462341]",embarrassment,0.9940347075462341
guilt,It was on January st when I accidentally broke a Fanta bottle in a certain bottle store in Zomba. ,guilt,"[0.9318202137947083, 0.9270887970924377, 0.6283000707626343, 0.9936357736587524, 0.10441505163908005, 0.9516217112541199, 0.9109299182891846]",blameworthy,0.9936357736587524
joy,I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School. ,joy,"[0.0007763587636873126, 0.0013250064803287387, 0.0012919637374579906, 0.1705978363752365, 0.9979028701782227, 0.0006896036211401224, 0.0009337945375591516]",an achievement,0.9979028701782227
fear,One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me. ,fear,"[0.9147478342056274, 0.883269727230072, 0.9858360290527344, 0.829936683177948, 0.6324644088745117, 0.8408167362213135, 0.6385045051574707]",scare,0.9858360290527344
anger,"When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel. ",disgust,"[0.8847621083259583, 0.9513428211212158, 0.918411374092102, 0.9401987195014954, 0.11141838878393173, 0.9500712752342224, 0.8754295706748962]",repugnance,0.9513428211212158
sadness,It was on th January when I received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. This time I was doing my third year of my Secondary School. ,sadness,"[0.5341623425483704, 0.7672389149665833, 0.8501101136207581, 0.6880134344100952, 0.16610035300254822, 0.9662938714027405, 0.5512049198150635]",grief,0.9662938714027405
disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people. ,sadness,"[0.9646649956703186, 0.9682139754295349, 0.9050227403640747, 0.9589540958404541, 0.019954392686486244, 0.9777852296829224, 0.9461978673934937]",unhappiness,0.9777852296829224
shame,In I failed my Examination because of my own crooky behaviour of dodging from Examinations. ,guilt,"[0.9254043102264404, 0.9453098773956299, 0.7096976637840271, 0.9962843060493469, 0.010766715742647648, 0.9645976424217224, 0.9746499061584473]",culpability,0.9962843060493469
guilt,"A child was admitted in hospital with Meningitis. I was asked to do lumber puncture to obtain Celebral Spinal fluid for diagnostic purposes. Since the condition was already bad, the child died as soon as I finished the procedure. ",sadness,"[0.6830680966377258, 0.8376111388206482, 0.8427873253822327, 0.9295499324798584, 0.05783010646700859, 0.9814289808273315, 0.7724305987358093]",sadness,0.9814289808273315
joy,When I had an anticipatory honey-moon with my fiancTe. ,joy,"[0.012208500877022743, 0.011496460065245628, 0.7785067558288574, 0.40463075041770935, 0.9603059887886047, 0.00460696080699563, 0.013608437962830067]",happiness,0.9603059887886047
fear,When it was found that I had gone out of the school premises without permisssion and at the wrong time. ,guilt,"[0.9411779642105103, 0.9452274441719055, 0.9283353090286255, 0.9937877655029297, 0.16572879254817963, 0.9420830607414246, 0.9715797901153564]",misconduct,0.9937877655029297
anger,When a classmate hit me on my occipital region when I was busy studying and concentrating on my classnotes. ,anger,"[0.9808571338653564, 0.9524851441383362, 0.9036604762077332, 0.9724485874176025, 0.08551336079835892, 0.9653159379959106, 0.8474157452583313]",irritation,0.9808571338653564
sadness,When my father died. ,sadness,"[0.7737573981285095, 0.9321130514144897, 0.9325183629989624, 0.9879926443099976, 0.609088122844696, 0.9945281147956848, 0.696880578994751]",grief,0.9945281147956848
disgust,When somebody made me touch human faeces. ,disgust,"[0.9908643364906311, 0.9951232075691223, 0.9709685444831848, 0.994243323802948, 0.05856069177389145, 0.9923811554908752, 0.9858869314193726]",disgust,0.9951232075691223
shame,Soiled my short trousers with faeces. ,guilt,"[0.9875022172927856, 0.9921908974647522, 0.8225759267807007, 0.9963679313659668, 0.07126358151435852, 0.9855475425720215, 0.9881567358970642]",misconduct,0.9963679313659668
guilt,When a crawling child got burnt because of my negligence to keep the child away from the fire. ,guilt,"[0.9548370242118835, 0.9849721789360046, 0.9215070605278015, 0.9954505562782288, 0.018708528950810432, 0.9823846220970154, 0.960949182510376]",blameworthy,0.9954505562782288
joy,When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette. ,joy,"[0.0006675905315205455, 0.001246942556463182, 0.0017011985182762146, 0.44329169392585754, 0.9966039657592773, 0.0005888646701350808, 0.0034786537289619446]",an achievement,0.9966039657592773
fear,One time I was injured when I was playing football at School in Blantyre. I was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood n the muscles. I feared when they started to incise the swollen part with surgical blade. ,fear,"[0.7818291783332825, 0.988091230392456, 0.9931349754333496, 0.7699023485183716, 0.2438676655292511, 0.9188511371612549, 0.4576919674873352]",fear,0.9931349754333496
anger,One day I was really angry when all my food was eaten by a dog. My anger was against my mother because she was careless. She didn't keep the food in a hidden and proper place. ,guilt,"[0.9967915415763855, 0.9925355911254883, 0.31213435530662537, 0.9971087574958801, 0.07255756109952927, 0.9906253814697266, 0.9596520066261292]",blameworthy,0.9971087574958801
sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful. ,sadness,"[0.23359264433383942, 0.9215661883354187, 0.8870443105697632, 0.9963752627372742, 0.3251948952674866, 0.9982656836509705, 0.9579933881759644]",unhappiness,0.9982656836509705
disgust,One time at the hospital I passed near the intensive care room. The offensive smell that came out disgusted me in such a way that I didn't even dare to enter the room. ,disgust,"[0.9947075843811035, 0.9976332187652588, 0.9840688109397888, 0.8166081309318542, 0.23943722248077393, 0.9934443235397339, 0.9734805226325989]",revulsion,0.9976332187652588
shame,At one occasion I was ashamed of being refused after a proposal for a friendship with a certain girl. I was ashamed because she refused publically in the presence of my fellow friends. ,shame,"[0.7441331744194031, 0.9945819973945618, 0.8941696882247925, 0.9906377792358398, 0.008528116159141064, 0.9853270053863525, 0.9967700242996216]",embarrassment,0.9967700242996216
guilt,I once stole my father's money and denied having done it. Instead father threatened my young brother and he was beaten. He was innocent and I felt guilty. ,guilt,"[0.901942789554596, 0.987188994884491, 0.9626198410987854, 0.9911642670631409, 0.03505844250321388, 0.9732944965362549, 0.9819843173027039]",misconduct,0.9911642670631409
joy,When I was selected to start Form I at Chilumba Secondary School out of the pupils I was among the who were successful. Family History showed that I had done better than all my brothers who had passed after repeating for several times. ,joy,"[0.10115983337163925, 0.03484157472848892, 0.10291272401809692, 0.6977779269218445, 0.9907757639884949, 0.0882476195693016, 0.049067094922065735]",an achievement,0.9907757639884949
fear,We went fishing some or kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives. ,fear,"[0.9149714112281799, 0.8757002949714661, 0.9771761894226074, 0.8922114968299866, 0.22604402899742126, 0.8964661955833435, 0.5402989983558655]",scare,0.9771761894226074
anger,"I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup. ",anger,"[0.9978214502334595, 0.9951781034469604, 0.4109227657318115, 0.9882232546806335, 0.03454606235027313, 0.9949107766151428, 0.957522988319397]",irritation,0.9978214502334595
sadness,I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and didn't play the other half of the match. ,sadness,"[0.7029306888580322, 0.9869029521942139, 0.841697633266449, 0.9976117610931396, 0.05946401134133339, 0.9989070892333984, 0.9828985929489136]",sadness,0.9989070892333984
