labels,text,prob_emotion,emotion
shame,"When I blamed my failure to the bias and favouritism in the marking system, in fact I had not worked hard enough. ","[0.496664822101593, 0.6812086552381516, 0.49928107360998786, 0.8473212669293086, 0.06135940629368027, 0.6768516649802525, 0.8109324028094609]",guilt
guilt,When my friend ended up pregnant by a gentleman whom I considered to be good and faithful but he ended up neglecting her and not bothering about her. ,"[0.8747302045424779, 0.7382988731066387, 0.8305624226729076, 0.8973517815272014, 0.27581209782510996, 0.9173537194728851, 0.8356011807918549]",sadness
joy,When I heard that I had been selected fot the first year at the university of Zambia. This was after my form five at Chikola secondary school. ,"[0.0480829127288113, 0.026052892848383635, 0.28464032771686715, 0.26089510026698315, 0.9310885866483052, 0.012972965526084106, 0.050674080732278526]",joy
fear,When I took the first year university exams and made a lot of mistakes in the P exam. I was afraid of failing and thus being unable to go to the school of medicine. ,"[0.02291536406846717, 0.1685581886364768, 0.9544706344604492, 0.6783560340603192, 0.04482748982021197, 0.4499919207300991, 0.5445971457908552]",fear
anger,When my brother-in-law's brother stole my clothes when my brother-in-law and I had gone to cut wood for the fire. ,"[0.9582036435604095, 0.912971630692482, 0.9512847860654194, 0.9399965008099873, 0.18577975360676646, 0.8790783708294232, 0.9400359988212585]",anger
sadness,When I heard that my father had been involved in a car accident in Lusaka. This happened when he had gone to get the car which had been stolen in Lusaka. ,"[0.8379142532745998, 0.6880580708384514, 0.9339667459328969, 0.8956117779016495, 0.2325969977149119, 0.9392917454242706, 0.8583236684401829]",sadness
disgust,"When I was accused of having impregnated someone's daughter, it was the girl's cousin who had done it. ","[0.7431640823682149, 0.6708287075161934, 0.8222068250179291, 0.7688363989194233, 0.12390903756022453, 0.6561148750285308, 0.8108236988385518]",fear
shame,When my darling found me walking hand in hand with another girl whom I loved also. ,"[0.798143242796262, 0.4376660219471281, 0.8313764929771423, 0.8515151093403499, 0.7642991368969281, 0.8684590980410576, 0.8572180966536205]",sadness
guilt,When I told my uncle a false story - that people had stolen the books from my room and I demanded money from him. When he found out the truth I was in trouble. ,"[0.912649263938268, 0.7733570883671443, 0.8758322646220524, 0.9614481131235759, 0.21410129560778537, 0.6704755201935768, 0.9247692674398422]",guilt
joy,When I won the best prize in the National science fair. ,"[0.012054113283132514, 0.003134833978644262, 0.014934358497460684, 0.21624434227123857, 0.9533189535140991, 0.0030913986265659332, 0.0129819842792737]",joy
fear,When I was chased by a big dog near my house. ,"[0.8549791127443314, 0.8091456145048141, 0.9653157095114391, 0.7303262576460838, 0.20376169557372728, 0.7079567899927497, 0.7891660630702972]",fear
anger,Being hooted at when I was learning to drive. ,"[0.9197260042031605, 0.8902961413065593, 0.865716094772021, 0.7361423969268799, 0.21815635892562568, 0.6879424924651782, 0.9303028881549835]",shame
sadness,When my grandmother died - having to see my mother weep. ,"[0.04298361964174546, 0.18094875388002646, 0.5356490616686642, 0.6205342598259449, 0.4550587085589844, 0.8913132784267266, 0.496269221107165]",sadness
disgust,When I saw a drunk man urinate upon himsellf and he seemed to be thoroughly content with it. ,"[0.4990726863810172, 0.4845510213635862, 0.4143975911041101, 0.5526563619884353, 0.8375905553499858, 0.16167869576020166, 0.3374913570781549]",joy
shame,When I had to walk home from the bus-stop in a skirt that I had soiled. It drew a lot of attention and they all seemed to want to see the blood stains. ,"[0.8269662310679753, 0.8836949865023296, 0.8798991590738297, 0.9228752603133519, 0.3647891244230171, 0.844887728492419, 0.9337518463532131]",shame
guilt,When I overate at lunch. ,"[0.4020797436436018, 0.42105906518797076, 0.49559859558939934, 0.7598815212647121, 0.12678347683201233, 0.3714125485469898, 0.65032097697258]",guilt
joy,When I heard the examination results and when I recovered after having been sick for a week. ,"[0.5868883232275646, 0.34059528199334943, 0.6972681805491447, 0.5595497228205204, 0.8088649287819862, 0.5498499081780513, 0.45793382823467255]",joy
fear,When my mother was seriously ill and had to be admitted to the hospital. ,"[0.6287316158413887, 0.4012953154742718, 0.8945028136173885, 0.7982975517710049, 0.45158269390231, 0.9233331183592479, 0.6318211232622464]",sadness
anger,When someone took my things without having asked for my permission. ,"[0.9259812931219737, 0.8609473307927449, 0.8212972233692806, 0.9548639009396236, 0.21636890763087044, 0.7809042415271203, 0.8494845877091091]",guilt
sadness,When my father passed away. ,"[0.6857884029547374, 0.6757288041214149, 0.7984813054402669, 0.8268603359659512, 0.43472625835177797, 0.9619756788015366, 0.7227318286895752]",sadness
disgust,When I went to the clinic for a medical check-up and saw the way the lecturer was conducting the lecture and the kind of responses he got from the patients. ,"[0.6037695109844208, 0.5799231765170891, 0.563140278061231, 0.4387377053499222, 0.5824711459378401, 0.24541102660199005, 0.6059679165482521]",shame
shame,When I did something naughty and it lead to the embarrassment of my parents. ,"[0.7143054828047752, 0.791240540643533, 0.6893979137142499, 0.9183456003665924, 0.0253668365185149, 0.5983779483940452, 0.9711731473604839]",shame
guilt,When I lied to the physiology teacher. ,"[0.750138449172179, 0.6487443962444861, 0.6219877228140831, 0.9461739112933476, 0.13424566636482874, 0.43392215917507804, 0.8890499422947566]",guilt
joy,When I learnt that I had been accepted at the medical school. ,"[0.01412811262222628, 0.009245739580364898, 0.0786582922252516, 0.19606358278542757, 0.936340793967247, 0.013981869677081704, 0.015688334397661187]",joy
fear,"While drinking a soft drink, I had the impression of swallowing a piece of glass so I went to the district hospital and got admitted there. ","[0.5958750620484352, 0.7074090552826722, 0.923224687576294, 0.7150713006655376, 0.08426000399049371, 0.4818454527606567, 0.6246959840257962]",fear
anger,"When my room-mate was making noise deliberately, by playing a flute early in the morning while I was trying to study. ","[0.9144770254691441, 0.789077190682292, 0.8450196931759517, 0.8704936852057774, 0.12116992147639394, 0.6136058519283931, 0.8143390268087387]",anger
sadness,When my grandmother passed away. ,"[0.6466241007049878, 0.6334547934432824, 0.7746259868144989, 0.7989128356178601, 0.42722113771984976, 0.951903020342191, 0.6748538215955098]",sadness
disgust,I witnessed a scene in which two women were abusing each other. ,"[0.9168340116739273, 0.9257747183243434, 0.8209299147129059, 0.7474869439999263, 0.14696346401857832, 0.5410788352989281, 0.7350810368855794]",disgust
shame,One morning after breakfast I was still not satisfied. My nephew (a small boy of ) had not eaten his breakfast and just when I was taking a bit of his share someone walked in. ,"[0.760747527082761, 0.428701494820416, 0.37670595323046047, 0.6513989493250847, 0.3435013714673308, 0.32482577146341407, 0.2971990928053856]",anger
guilt,I was to take a test and I had not made the necessary preparations until it was too late. There were two days to go and I still had not done much. ,"[0.7713645199934642, 0.6940083727240562, 0.874300276239713, 0.8965725402037303, 0.15171405121994516, 0.8130680297811825, 0.8797562817732494]",guilt
joy,When I was selected to the university of Zambia. ,"[0.07626076104740301, 0.02180639933794737, 0.2134910598397255, 0.24230299641688666, 0.9168522606293361, 0.06142768745000164, 0.04511407200091829]",joy
fear,When my father was involved in an accident. ,"[0.7554277976353962, 0.6528963521122932, 0.9093632499376934, 0.8491667012373607, 0.2744218425747628, 0.9402302801609039, 0.764469434817632]",sadness
anger,When a few girls were talking rubbish about me. ,"[0.8443147391080856, 0.9241296698649724, 0.7127005557219188, 0.7490955789883931, 0.1545392113427321, 0.7234404124319553, 0.933997278412183]",shame
sadness,When my beloved uncle was shot dead by relatives. ,"[0.7946377259989579, 0.800407201051712, 0.9010198215643566, 0.8876147915919621, 0.3209251503382499, 0.9660333146651585, 0.8249521404504776]",sadness
disgust,When I failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in Zambia. ,"[0.7344982872406642, 0.7092357221990824, 0.7865681499242783, 0.7514048467079799, 0.018829288562604535, 0.8507995083928108, 0.8713405380646388]",shame
shame,When my sister became pregnant at UNZA last year. ,"[0.3401390338937441, 0.13454439025372267, 0.4913154964645704, 0.6058754449089367, 0.765961969892184, 0.2599528816839059, 0.2817887278894583]",joy
guilt,When I got very drunk and really misbehaved at Christmas. ,"[0.7773681928714116, 0.7158979003628094, 0.3397722076624632, 0.9112082074085872, 0.366572479562213, 0.10432832746300846, 0.8568282723426819]",guilt
joy,When I was offered a place in the university as a full time student. ,"[0.04212927228460709, 0.0159133737324737, 0.2510407694304983, 0.2665179967880249, 0.9477027257283528, 0.04447963461279869, 0.036424623569473624]",joy
fear,"When I was first exposed to the dead bodies, for dissecting purposes at the school of medicine. ","[0.6348057712117832, 0.7911094352602959, 0.8528303752342861, 0.5431553348898888, 0.15772307984298095, 0.7258400693535805, 0.6315131932497025]",fear
anger,When our government decided to withdraw student allowances as it was one of the conditions imposed by the IMF. ,"[0.6866717090209324, 0.6813240845998128, 0.7142332270741463, 0.6131928116083145, 0.0936261269574364, 0.7264107788602512, 0.6235628873109818]",sadness
sadness,When my father was imprisoned for burning the house of his younger brother. ,"[0.9322958439588547, 0.8533384650945663, 0.9015988806883495, 0.8955285251140594, 0.35488508447694284, 0.9234900573889415, 0.8640382240215938]",anger
disgust,When my elder brother failed form five in when I was years old. ,"[0.8456041018168132, 0.7649369984865189, 0.8629805147647858, 0.8361159265041351, 0.32115624208624166, 0.9445485572020214, 0.8910299837589264]",sadness
shame,When I contacted a sexually transmitted disease and the lecturer came to know about it as it was he who treated me for it. ,"[0.7852669109900792, 0.7558236196637154, 0.834714983900388, 0.868279402454694, 0.1806453134243687, 0.7361676047245662, 0.8851725608110428]",shame
guilt,When I cheated my trusting girlfriend by telling her that I was a qualified doctor and later she found out that I was only a medical student at the preclinical level. ,"[0.893564095099767, 0.8788066506385803, 0.8581587572892506, 0.9482025007406871, 0.055843751751429714, 0.8069849212964375, 0.9357587198416393]",guilt
joy,When I heard that I had passed the second year exams. ,"[0.026047169036852814, 0.011164341839806486, 0.045528038404881954, 0.1788865813675026, 0.9370559056599934, 0.0155044097530966, 0.020236172208872936]",joy
fear,"When I was about to be bitten by my friend's dog, later on it bit me. ","[0.5237833261489868, 0.5208581400414308, 0.9037299652894337, 0.7511218686898549, 0.12064920800427595, 0.4330964318166176, 0.578058364490668]",fear
anger,When I heard that an acquaintance of mine was spreading rumours about my affair with a close friend. ,"[0.8987977008024852, 0.8271710624297459, 0.8907044629255931, 0.8824744025866191, 0.40142647945322096, 0.7500622421503067, 0.9126451164484024]",shame
sadness,When a close friend of mine collapsed and passed away and the illness was not known. ,"[0.6686376010378201, 0.6180068887770176, 0.8940604627132416, 0.8421496500571568, 0.14129223883113204, 0.93606336414814, 0.7003037631511688]",sadness
disgust,When my father shouted at me for going to a party with my sister. ,"[0.98837215701739, 0.91181480884552, 0.9001620610555012, 0.9193994055191677, 0.34400945702024427, 0.7871417713661988, 0.9268068323532741]",anger
shame,When I failed the grade seven exams. ,"[0.79905071357886, 0.7828847890098889, 0.8418868134419124, 0.8584632774194081, 0.07643067076181372, 0.9055319577455521, 0.9075125058492024]",shame
guilt,"When I forgot to cook something that my mother had told me to, and at supper time the food that I was supposed to have prepared was not there. ","[0.7998372664054234, 0.7697653373082478, 0.8800007353226345, 0.94574369986852, 0.3541777729600047, 0.9083691289027531, 0.9179772833983104]",guilt
joy,When I qualified for form I. ,"[0.25781425150732196, 0.10900855095436177, 0.38072485476732254, 0.4593905260165533, 0.9051474382479985, 0.2395213743050893, 0.15096432630283138]",joy
fear,"When I was going home for my holiday, I almost drowned in the Zambezi river. ","[0.7587515190243721, 0.7081042372932036, 0.975820650657018, 0.8535563151041667, 0.1957647796953097, 0.8580542082587879, 0.8246431201696396]",fear
anger,When the paramilitary was sent to the UNZA and it started using tear gas and started intimidating the students without any provocation. ,"[0.9414317905902863, 0.8928294827540715, 0.967499886949857, 0.769812951485316, 0.04738153841268892, 0.6486152783036232, 0.8114127119382222]",fear
sadness,When my grandfather died. ,"[0.6677908996740978, 0.6474958931406338, 0.7872905880212784, 0.7926470985015233, 0.456679021299351, 0.9577659616867702, 0.6917060812314351]",sadness
disgust,When my parents insisted that I take up a teaching career. ,"[0.6530452395478885, 0.5258685064812502, 0.538193109134833, 0.6952737470467885, 0.2634974103420973, 0.5388894739250342, 0.4753779942790667]",guilt
shame,When my cousin's wife refused him sex and claimed that she was my girllfriend. I think that there is something wrong with the woman as I have never even thought of having sex with her. ,"[0.832583377758662, 0.7681180735429127, 0.6200886343916258, 0.567385161916415, 0.07111654399583738, 0.5707804958025615, 0.6169291138648987]",anger
guilt,"When I beat up my brother so badly, for not having gone to school, that we had to take him to hospital. ","[0.9479154745737712, 0.8310244431098301, 0.8324926247199376, 0.9273923635482788, 0.30778027543177205, 0.560259106879433, 0.8286857306957245]",anger
joy,When the Cambridge results came out and I obtained a first division. I had been thinking that I had not done very well. ,"[0.27299067998925847, 0.0980267710207651, 0.4600231399138769, 0.38381177932024, 0.8996025572220485, 0.17675546184182167, 0.20964448479935527]",joy
fear,I was walking along the passage to my room (very near the anatomy laboratory) and I heard something and felt that there was some thing behind me. I looked back and there was no one. I started imagining that maybe it was a corpse. ,"[0.22193930794795355, 0.7161103834708531, 0.9545530130465825, 0.7178842425346375, 0.17654848123978203, 0.5845110566976169, 0.42358267307281494]",fear
anger,In form three we were taking our mock exams and someone else (a friend) was making noise when the examinateur picked on me and said that he would tear up my answer sheet. I got very angry with the girls involved. ,"[0.9182975143194199, 0.6061429890493552, 0.21867071061084667, 0.37283602682873607, 0.3933841005782597, 0.06438063519696394, 0.5765298850213488]",anger
sadness,When my brother (th in the family) passed away. ,"[0.4569132262840867, 0.48662484561403596, 0.6429730604092281, 0.7011101047197978, 0.31632163453226286, 0.942354475458463, 0.5534042051682869]",sadness
disgust,When a girl I knew aborted and threw the seven month foetus in a man-hole. ,"[0.866975873708725, 0.889994000395139, 0.7898012101650238, 0.8199062099059422, 0.2775085822213441, 0.7931661034623783, 0.786163439353307]",disgust
shame,"As a young girl in form I, I wet my bed one day at the boarding school and many girls came to see the person who had done it as I had to take my mattress out that day. ","[0.865564023454984, 0.875209425886472, 0.8592786242564519, 0.9496529599030812, 0.3136713760904968, 0.7927640403310459, 0.9584691872199376]",shame
guilt,"When I laughed at a lame man walking down the road, it looked funny at the time but later I felt lousy. It was the same day that I had stolen some coins from my mother in the shop. ","[0.06488668747867146, 0.6969744538267453, 0.29532003682106733, 0.9308053453763325, 0.06064573085556428, 0.47060184056560195, 0.8622491707404454]",guilt
joy,When I passed and qualified for the university. ,"[0.032407832952837154, 0.010281056049279869, 0.15667380563293895, 0.21311121713370085, 0.9438394059737523, 0.04116370792811115, 0.022439860166438546]",joy
fear,When my sister was very ill and was admitted to the hospital. ,"[0.5796627576152484, 0.405496034771204, 0.8896215558052063, 0.7953987270593643, 0.4061442813059936, 0.9198736896117528, 0.6430055126547813]",sadness
anger,When my father failed to send me transport money after the closure of the school. ,"[0.9251396954059601, 0.8423418924212456, 0.8991054644187291, 0.9110408425331116, 0.15272565104532987, 0.9205289632081985, 0.8797516574462254]",anger
sadness,When my parents separated temporarily and I was left behind with my father. As I loved my mother I wanted to go with her. ,"[0.4404986550410589, 0.28950188476786326, 0.5034678528706232, 0.7428002158800762, 0.5167866597572962, 0.9358444909254711, 0.3686999871085087]",sadness
disgust,When I beat up my brother in order to control him and make him obey my parents orders. ,"[0.8498501082261403, 0.7790678665041924, 0.6294541085759798, 0.8400437434514363, 0.2986291757551953, 0.13343998945007723, 0.49546339362859726]",anger
shame,"When I was hungry, I tried to take the money that my mother had saved up for something else. ","[0.767364112039407, 0.7373427152633667, 0.3588356884817282, 0.9411593576272328, 0.17131419875659049, 0.49800095303604996, 0.8411053667465846]",guilt
guilt,I encouraged my brother to play football and he was hurt while playing the game. ,"[0.8159954597552617, 0.6817066036164761, 0.8610484252373378, 0.9450447410345078, 0.16626143323568007, 0.8384312527875106, 0.7969841410716374]",guilt
joy,A few weeks back I received a Christmas card from a friend in England. She had not written to me in a very long time but it showed that she still remembered me. ,"[0.01642155065201223, 0.05452360736671835, 0.31073340769701946, 0.3123837858438492, 0.9157703071832657, 0.048458429596697286, 0.2930690757930279]",joy
fear,The first time that I saw a dead person. This was when I started my gross anatomy practicals. ,"[0.5888212472200394, 0.7656159127751987, 0.8369925965865452, 0.6290069371461868, 0.35191490935782593, 0.8566488325595856, 0.5977844595909119]",sadness
anger,I once failed a test miserably and my friend did very well and someone made a nasty comment while comparing me to my friend. ,"[0.8356510549783707, 0.9263837138811748, 0.8082917481660843, 0.863711029291153, 0.234943168470636, 0.8719659199317296, 0.9675581057866414]",shame
sadness,A friend of mine got pregnant anf failed the first year at university. The boyfriend refused his responsibility and they ended up in court. ,"[0.7444473654031754, 0.650456075867017, 0.7623234291871388, 0.8635801325241725, 0.2487562682169179, 0.7254494434843461, 0.8125872015953064]",guilt
disgust,"I once saw an elderly lady who was not properly dressed. She was wearing a transparent dress, such things are not sopposed to be seen in African society. ","[0.768905555208524, 0.7941938663522403, 0.769159197807312, 0.710077424844106, 0.22118059297402698, 0.6825866128007572, 0.8943594147761662]",shame
shame,During my childhood I once lied and my sister found out. ,"[0.8213490049044292, 0.7546752132475376, 0.8551647265752156, 0.9425048629442851, 0.17908353125676513, 0.7713050072391827, 0.9271290898323059]",guilt
joy,When I heard that I had been selected for the university. ,"[0.03232529138525327, 0.01101416232995689, 0.21063394223650295, 0.20506844824800888, 0.916393796602885, 0.03651162427073966, 0.039577119906122483]",joy
fear,When I was left alone at home one night by my brother. ,"[0.8465736260016758, 0.7196832584838073, 0.9036671419938405, 0.8738569517930348, 0.26502539590001106, 0.9171543021996815, 0.8314254979292552]",sadness
anger,The government's announcement of the withdrawal of the student allowances in . ,"[0.6725123922030132, 0.6606826360026996, 0.7217724944154422, 0.5490907157460849, 0.1248910498203865, 0.7476538332800071, 0.5514263759056728]",sadness
sadness,When I first suffered from syphilis. ,"[0.672155573964119, 0.8223508844772975, 0.8601122597853343, 0.7497466554244359, 0.10402420756872743, 0.8595336675643921, 0.7647620737552643]",fear
disgust,"Being mistreated by my former primary school teacher, Mr Zalu. ","[0.9371729989846547, 0.9246979008118312, 0.9124567210674286, 0.7008461616933346, 0.03688780542385454, 0.7931675643970568, 0.887690116961797]",anger
shame,Lying to my cousin about the form five examination fees. ,"[0.7110990509390831, 0.6641181477655966, 0.6369721243778865, 0.9097485442956288, 0.19805661340554556, 0.4471432566642761, 0.8790933986504872]",guilt
guilt,In September I got two girls pregnant and the families of both the girls confronted me . The fact was that my parents were around and I felt guilty answering some of the questions. ,"[0.3195208500837907, 0.29832340249170863, 0.46936601027846336, 0.9610758324464161, 0.19684669540826386, 0.7152977316485096, 0.8839163035154343]",guilt
joy,"When I was with the girl I love very much, for the graduatiion ball. ","[0.004669655725592747, 0.0013207526547679056, 0.09997431456577033, 0.21727057608465353, 0.9234752903381984, 0.0039453409796503065, 0.05411286768503487]",joy
fear,When I was first taken to the dissection room where I found dead human bodies. ,"[0.7562463382879894, 0.865157961845398, 0.9048545161883037, 0.7622877111037571, 0.08226061494012053, 0.7582642262180646, 0.8072119156519573]",fear
anger,I was really angry when the President general of UNZASU was arrested by policemen. ,"[0.9753672927618027, 0.8586155474185944, 0.01733095827512443, 0.29667866009792004, 0.3813627354975324, 0.026486873815883882, 0.22718585917027667]",anger
sadness,When one of my closest friends failed to make it to the third year of university. ,"[0.7880851427714031, 0.7570036302010219, 0.8801769862572353, 0.8237963418165843, 0.12731657347952327, 0.9406198511521022, 0.8431835820277531]",sadness
joy,When my parents complimented me very nicely on something. ,"[0.011403913823111603, 0.007782835668573776, 0.07416454535753776, 0.24049892796513936, 0.9098326166470845, 0.020692559987461816, 0.04681616222175459]",joy
fear,"When I had to talk to some strangers, from whom I was expecting a negative answer. ","[0.5352486446499825, 0.5533947199583054, 0.826057640214761, 0.7049938862522442, 0.0906777393926556, 0.6044411063194275, 0.5440840671459835]",fear
anger,[ When some difference of opinion occurs in a silly situation. ] ,"[0.3808761866142353, 0.33842160925269127, 0.4429241282244524, 0.29273918767770135, 0.057305147948985294, 0.2480046423152089, 0.4573112285385529]",shame
sadness,"I wanted something in particular and did not get it, also there was no possibility of getting it. ","[0.7210540746649106, 0.5633938213577494, 0.6652088264624278, 0.7046235278248787, 0.04548343470863377, 0.8550424973169963, 0.610996812582016]",sadness
disgust,I felt disgusted when we (family) avoided a problem which could be solved readily. ,"[0.7383378831048806, 0.957017923394839, 0.13559742949049297, 0.5503612825026114, 0.03948049550429763, 0.08411430400641014, 0.9117680142323177]",disgust
shame,[ I feel shame when I do not arrive on time and others have to wait for me for a long time. ] ,"[0.007123542474194741, 0.5083672582016637, 0.025341212865896523, 0.8937717775503795, 0.10349206068591836, 0.32548326323740184, 0.9946576754252117]",shame
guilt,When I could not fulfill my expectations. ,"[0.80156505604585, 0.7748779157797496, 0.7961357583602269, 0.9227886001269023, 0.02085921698017046, 0.8953642149766285, 0.9070702443520229]",guilt
joy,When I got engaged to a boy of my choice. ,"[0.014684214392521728, 0.0056969565484905615, 0.05463695132251208, 0.2242534477263689, 0.9282374779383342, 0.012223081740861137, 0.036413975176401436]",joy
fear,"When I saw the movie ""Poltergist"". ","[0.5800137196977933, 0.4683414027094841, 0.6559532781442006, 0.5628183955947559, 0.6932389611999195, 0.5378377661108971, 0.2767319095631441]",joy
anger,"When my mother scolded me for coming home late, i. e after P. M. ","[0.9293623715639114, 0.8582692643006642, 0.834790622194608, 0.9432690143585205, 0.21458012120759426, 0.7594157891968887, 0.9581331859032314]",shame
sadness,When my grandfather died. ,"[0.6677908996740978, 0.6474958931406338, 0.7872905880212784, 0.7926470985015233, 0.456679021299351, 0.9577659616867702, 0.6917060812314351]",sadness
disgust,When a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me. She behaved life a really selfish person. ,"[0.8306989272435505, 0.8230365713437398, 0.6430413201451302, 0.789534365137418, 0.06995466941346724, 0.8163015022873878, 0.8359078417221706]",shame
joy,When I passed my B. A exams. ,"[0.06173359494035442, 0.013122341614992667, 0.07953610750458513, 0.2154660957554976, 0.9573464939991634, 0.06675222298751274, 0.01949620295393591]",joy
fear,[ While approaching to test the situation. ] ,"[0.33611881360411644, 0.18559697270393372, 0.5237690235177676, 0.41700922449429834, 0.390475989629825, 0.2473456474641959, 0.15223543718457222]",fear
anger,When my boyfriend told me that it would be difficult for him to marry me. ,"[0.7146423036853473, 0.6300240717828274, 0.7787500470876694, 0.720092738668124, 0.2359851194002355, 0.881050209204356, 0.7747529645760853]",sadness
sadness,When I left my part-time job. ,"[0.35213037952780724, 0.3943748840441307, 0.40047712313632167, 0.5755138173699379, 0.5716987922787666, 0.7303721432884533, 0.3630207528670629]",sadness
disgust,"I felt very disgusted at a friend to whom I had given a Psychology book to read, and she did not care to give me back the book during the exams. ","[0.9085962822039921, 0.9772706925868988, 0.20109952916391194, 0.4035130726794402, 0.0236462807127585, 0.08319838411019494, 0.8918778101603191]",disgust
shame,When an intimate friend of mine passed B. A with first class and I got only pass class. ,"[0.688801497220993, 0.6642595479885738, 0.6661759490768115, 0.8010708789030712, 0.17182864512627324, 0.8465031037727992, 0.8451079428195953]",sadness
guilt,When I did not concentrate on my studies despite my mother's help and cooperation. ,"[0.7411876345674198, 0.6623975162704785, 0.6580396890640259, 0.9356655677159627, 0.11689507868140936, 0.7314824437101681, 0.8567025711139042]",guilt
shame,Failing in the English language exam. ,"[0.7998735358317692, 0.7960931112368901, 0.8744679441054661, 0.8734352439641953, 0.02673244383186102, 0.8609677056471507, 0.9527165194352467]",shame
guilt,Mentioning a book to the person who borrowed it. ,"[0.20118794310837984, 0.16989994576821726, 0.26042505415777367, 0.5644847303628922, 0.5970690622925758, 0.18776259571313858, 0.3377519523104032]",joy
joy,Being chosen to do this experiment. ,"[0.41368781651059783, 0.19010604545474052, 0.5685671965281169, 0.48381982495387393, 0.8048189083735149, 0.1539529769991835, 0.35706671482572955]",joy
fear,Finding out about people can go mad for social reasons. ,"[0.911665603518486, 0.6773835097750027, 0.7017801230152447, 0.5669749267399311, 0.05617149985240151, 0.326527905339996, 0.6699943641821544]",anger
anger,Someone borrowed my textbook and deliberately did not return it. ,"[0.8743218580881755, 0.7510934869448345, 0.8240054100751877, 0.9089980473121007, 0.16458991294105849, 0.676226407289505, 0.8745087782541912]",guilt
sadness,I like someone who does not like me and was rude to me. ,"[0.024803153316800795, 0.033455426552488156, 0.00801422496442683, 0.29919585604996735, 0.8092704564332962, 0.008247610996477306, 0.03659794413639854]",joy
disgust,Cueing for bath for a long time. ,"[0.22704844363033772, 0.13261374458670616, 0.33286020066589117, 0.32013051087657607, 0.5434305506447951, 0.12769576410452527, 0.34243531773487723]",joy
shame,My article not chosen by the college newspaper ,"[0.6717634697755177, 0.5488512764374415, 0.3996505786975225, 0.5530141095320384, 0.10515088541433215, 0.44241582602262497, 0.7752606670061748]",shame
guilt,I did not do my homework and went to see a film. ,"[0.359938013056914, 0.3781090844422579, 0.3462104716648658, 0.8963135033845901, 0.44926128908991814, 0.18324958036343258, 0.7961238001783688]",guilt
joy,Doing well in the examn. ,"[0.13214580419783792, 0.036395830723146595, 0.3480376903899014, 0.20643164232994118, 0.9346604545911152, 0.048119263180221125, 0.021803276768575113]",joy
fear,A relative died. ,"[0.6913460517923038, 0.7044264463086922, 0.8303072700897853, 0.8213509197036426, 0.39957734098425135, 0.9620451827843983, 0.7591562767823536]",sadness
anger,Bad food in the students' dining hall. ,"[0.8612867792447407, 0.9406243314345677, 0.6889831374088924, 0.6985198582212131, 0.023025017231702805, 0.6530588498959939, 0.8841234197219212]",disgust
sadness,Could not get into the university I wanted to get in. ,"[0.7143328065673511, 0.6543239566187065, 0.7162716190020244, 0.7066974143187206, 0.024046134029049426, 0.8670815825462341, 0.7892551273107529]",sadness
disgust,Noisy people in the library. ,"[0.572010725736618, 0.4547834278394779, 0.5526415395239989, 0.4351708466808001, 0.15571963864689073, 0.1770538160732637, 0.42429065207640326]",anger
shame,Meeting other friends who got in the good universities. ,"[0.09306198203315338, 0.05492445112516483, 0.3003057660534978, 0.3108339707056681, 0.880008968214194, 0.08438052578518787, 0.1938819106047352]",joy
guilt,Telling my parents that I did not get into a good university. ,"[0.6711336299777031, 0.7218388319015503, 0.8155209322770436, 0.8610842128594716, 0.2086158844855769, 0.8911477799216907, 0.8713262428840001]",sadness
joy,Getting into this university to do medicine. ,"[0.2826844317217668, 0.14390474068932235, 0.6135284745444854, 0.33009698862830794, 0.827853796382745, 0.2089281628529231, 0.13454660152395567]",joy
fear,Before the first examn. ,"[0.39344269782304764, 0.2605407051742077, 0.8542088468869526, 0.5770853559176128, 0.6355162188410759, 0.4075165788332621, 0.5320152044296265]",fear
anger,Someone messing up the room we share. ,"[0.8942514558633168, 0.8632521480321884, 0.8510292371114094, 0.8414990877111752, 0.04986463685054332, 0.6389179055889447, 0.8530343919992447]",anger
sadness,My best friend could not get into university. ,"[0.7972566783428192, 0.6193459651743373, 0.704865110417207, 0.7748050491015117, 0.13085233637442192, 0.8991135905186336, 0.8239343265692394]",sadness
disgust,Some students trying to please the lecturer. ,"[0.04290943914869179, 0.011961807652066152, 0.3296122003036241, 0.5486846541364988, 0.7153309658169746, 0.21306334459222853, 0.04732688687120875]",joy
shame,Not chosen for all English classes. ,"[0.4974556465943655, 0.4069245755672455, 0.43735558042923606, 0.44902221858501434, 0.46861734241247177, 0.5644681056340535, 0.5757299860318501]",shame
guilt,I am not good enough to join any team to play sport for the class. ,"[0.5451086188356082, 0.5927403109769026, 0.5854472368955612, 0.698886051774025, 0.20582074175278345, 0.6737498193979263, 0.8623165786266327]",shame
joy,Reading a nice book and talking about it to my friend. ,"[0.002554471439604337, 0.0013599356558794775, 0.00630261827124438, 0.1811280306428671, 0.9250122110048931, 0.011565115506527945, 0.06909063846493761]",joy
fear,Being threatened by another person. ,"[0.7653071880340576, 0.5195263624191284, 0.9486525754133861, 0.4471994464596113, 0.11016319008194841, 0.2691259053729785, 0.4744398519396782]",fear
