labels,text,feels_s,prob_feels_s,prob_max
joy,My boat running into another boat. ,guilt,"[0.8809592127799988, 0.5344943702220917, 0.861698697010676, 0.9589327772458395, 0.03319843268642823, 0.62788325548172, 0.7770726978778839]",0.9589327772458395
anger,Punished by a leader. ,guilt,"[0.924981564283371, 0.6693888852993647, 0.84519890944163, 0.931114117304484, 0.0012930455898943667, 0.553987535337607, 0.9086088836193085]",0.931114117304484
sadness,My teacher's death. ,fear,"[0.9448781609535217, 0.7270687359074751, 0.9668888847033182, 0.9591920872529348, 0.007737888915774723, 0.9644221166769663, 0.7741141319274902]",0.9668888847033182
disgust,Saw a mate bribing the leader. ,anger,"[0.7696029941240946, 0.4908152390271425, 0.4812595248222351, 0.635722187658151, 0.2268178854137659, 0.23501386617620787, 0.5079340711236]",0.7696029941240946
shame,Insulted by a woman in public. ,shame,"[0.9678277373313904, 0.8771010537942251, 0.6160370459159216, 0.7149665057659149, 0.010566638210245097, 0.6081202402710915, 0.9760055144627889]",0.9760055144627889
disgust,Fight with my mate after a quarrel. ,anger,"[0.9955541690190634, 0.5214572840680679, 0.1448659998519967, 0.6981633926431338, 0.09693812558543868, 0.1847929172217846, 0.298860851675272]",0.9955541690190634
joy,Receiving a nice present from my parents. ,joy,"[0.0012111090084848304, 0.0018046134161219622, 0.005266413296340033, 0.057658376172184944, 0.9709113935629526, 0.0014001179467110585, 0.0020245921914465725]",0.9709113935629526
anger,Finding out that I made a stupid mistake in the examn. ,guilt,"[0.9075123767058054, 0.8258559753497442, 0.9584879477818807, 0.9896935323874155, 0.0075732186863509314, 0.8346247772375742, 0.9800830880800883]",0.9896935323874155
anger,Finding out about some girls who have been nice to the class leader in order to go to the neuropsychology lectures (English ones). ,joy,"[0.5175073444843292, 0.18641944656458995, 0.27592385187745094, 0.47198163469632465, 0.6635866363843282, 0.09141568404932816, 0.26721063256263733]",0.6635866363843282
shame,Finding out I am not chosen for the English lectures. ,sadness,"[0.8236283262570699, 0.590166283150514, 0.8649303118387858, 0.8118186692396799, 0.007931745300690332, 0.9350843926270803, 0.9193564355373383]",0.9350843926270803
sadness,Some students whose English is worse than mine can go to your lectures (English lectures). ,guilt,"[0.5212066868940989, 0.3653687685728073, 0.33001964290936786, 0.6733594238758087, 0.5222220321496328, 0.4497648701071739, 0.6438789566357931]",0.6733594238758087
shame,Insulted by classmate in public. ,shame,"[0.9694160521030426, 0.8943822880585989, 0.7436457375685374, 0.7466647575298945, 0.0059653920228205, 0.6911546563108762, 0.9827668567498525]",0.9827668567498525
shame,Not handing in homeworks in time. ,guilt,"[0.8257350424925486, 0.53453911592563, 0.6992680132389069, 0.9134068489074707, 0.026825897318000596, 0.6497844209273657, 0.799479196468989]",0.9134068489074707
joy,Article published. ,joy,"[0.1864737036327521, 0.10299303693075974, 0.17777898038427034, 0.32662847141424817, 0.7427045355240504, 0.16945113241672516, 0.10265028476715088]",0.7427045355240504
fear,Walking in the dark and thinking about ghost stories. ,fear,"[0.07304443896282464, 0.21086425272126993, 0.8674038747946421, 0.36512141426404315, 0.1601616955983142, 0.6638200730085373, 0.1428858625392119]",0.8674038747946421
shame,Had an insulting letter from my father. ,anger,"[0.9871285359064738, 0.939200739065806, 0.8199649254480997, 0.745728666583697, 0.08888552306840818, 0.7010446165998777, 0.951030453046163]",0.9871285359064738
sadness,Being misunderstood by friends. ,sadness,"[0.8486283322175344, 0.3797034832338492, 0.6638388385375341, 0.6893499543269476, 0.013265609663600722, 0.8693423867225647, 0.7185276995102564]",0.8693423867225647
disgust,Saw someone acting in a false manner in public. ,anger,"[0.9129019876321157, 0.583242746690909, 0.47445182750622433, 0.66106349726518, 0.09719674304748575, 0.29535006219521165, 0.5013642211755117]",0.9129019876321157
shame,Failed in a piblic argument. ,guilt,"[0.9298341969648997, 0.7147456655899683, 0.6365906447172165, 0.9513840079307556, 0.026285063242539763, 0.8371605177720388, 0.9340296685695648]",0.9513840079307556
guilt,Promised to do something for other people and did not do it. ,guilt,"[0.8973848323027293, 0.6643105869491895, 0.5488922844330469, 0.9600072503089905, 0.008491202626222124, 0.7235328108072281, 0.9107347329457601]",0.9600072503089905
joy,Finding out I am chosen to collect norms for Chinese aphasia (I will contribute to China's catching up with the West in neuropsychology). ,joy,"[0.1184054793169101, 0.02422205707989633, 0.2968628105397026, 0.1996608921326697, 0.8717374304930369, 0.0517479091261824, 0.017992745580462117]",0.8717374304930369
fear,Finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology. ,anger,"[0.5807177921136221, 0.3805363674958547, 0.5703815817832947, 0.558710773785909, 0.18025649377765754, 0.5698946217695872, 0.5567099501689275]",0.5807177921136221
anger,Someone talking about me at my back. ,shame,"[0.6475772907336553, 0.6152145167191824, 0.5007012436787287, 0.5088690469662348, 0.03881166580443581, 0.24499643097321191, 0.7998686383167902]",0.7998686383167902
sadness,Found out that my grandmother might have been misdiagnosed as a psychiatric patient because the doctor did not know about neurologism. ,guilt,"[0.6902772337198257, 0.39230915904045105, 0.6882092456022898, 0.7726616462071737, 0.33455533573093515, 0.7425619512796402, 0.6588127563397089]",0.7726616462071737
disgust,Some students deliberately disobey me as a class leader. ,anger,"[0.9211619893709818, 0.6042787532011668, 0.6531260261933008, 0.7614391297101974, 0.09942774443576734, 0.6086039543151855, 0.7969171007474264]",0.9211619893709818
shame,Finding out that China is backward in science. ,shame,"[0.7433142960071564, 0.5971421872576078, 0.7208190659681956, 0.6963697125514349, 0.23976637236773968, 0.7405020147562027, 0.7901509702205658]",0.7901509702205658
guilt,Some students have been calling lecturers nicknames and I was not able to find out who they were to stop them. ,guilt,"[0.945241798957189, 0.7352799028158188, 0.8114782174428304, 0.9483376642068228, 0.15577939447636405, 0.700410375992457, 0.886476476987203]",0.9483376642068228
joy,Going to a concert. ,joy,"[0.07323949349423249, 0.02974463681069513, 0.2268857330394288, 0.17966163282593092, 0.7760364562273026, 0.03228015227553745, 0.03482145210728049]",0.7760364562273026
fear,Finding out that a boy I do not like is in love with me. ,fear,"[0.9579074879487356, 0.864483838280042, 0.9654262661933899, 0.8390855689843496, 0.038492999000785254, 0.8535486633578936, 0.9035278558731079]",0.9654262661933899
anger,Being told that I have not got a personality. ,shame,"[0.8045076330502828, 0.5768346190452576, 0.667205015818278, 0.6919407347838084, 0.011353732348652557, 0.6137623464067777, 0.9062588314215342]",0.9062588314215342
sadness,Power cut made me unable to listen to the songs sung by my favourite pop star. ,anger,"[0.8687363962332407, 0.6550222337245941, 0.713592971364657, 0.8285863796869913, 0.07968104459966223, 0.7480498303969702, 0.6985181073347727]",0.8687363962332407
disgust,Someone acting stupid in public. ,shame,"[0.6279236078262329, 0.3659091480076313, 0.11576838186010718, 0.4289390544096629, 0.035310451309972755, 0.05611241529307639, 0.7320107718308767]",0.7320107718308767
shame,Not being able to answer question in a seminar. ,fear,"[0.7768516143163046, 0.6085063368082047, 0.8263158698876699, 0.7942971984545389, 0.0047130116339152055, 0.7514732579390208, 0.8128790060679117]",0.8263158698876699
guilt,Said something I should not have said in public. ,guilt,"[0.9392446080843607, 0.7721763203541437, 0.8514420390129089, 0.9967357218265533, 0.011984421192513159, 0.6238268117109934, 0.9600913325945536]",0.9967357218265533
joy,Talking to my close friend. ,joy,"[0.13531465580066046, 0.04454833847315361, 0.24644443516929945, 0.4043635775645574, 0.8701298435529073, 0.36926863078648847, 0.07896244867394368]",0.8701298435529073
fear,Hearing a strange noise in the biology building. ,fear,"[0.3090879799177249, 0.1880649795445303, 0.6531622658173243, 0.38488564143578213, 0.017150412740496297, 0.12429499082888167, 0.10721459425985813]",0.6531622658173243
anger,Insulted by other people in the shop. ,shame,"[0.976838101943334, 0.9592276215553284, 0.5950660556554794, 0.7066896706819534, 0.0037092277392124138, 0.39783325636138517, 0.9905321399370829]",0.9905321399370829
sadness,My good friend misunderstood me. ,guilt,"[0.7193489968776703, 0.388625701268514, 0.6720314025878906, 0.9335016906261444, 0.28436977602541447, 0.7179207702477773, 0.8641750911871592]",0.9335016906261444
disgust,Being looked at by someone I do not like. ,fear,"[0.9109443028767904, 0.9029317398866018, 0.9390282233556112, 0.6695596228043238, 0.007259118147582437, 0.6743242827554544, 0.914974182844162]",0.9390282233556112
shame,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen. ,guilt,"[0.6813782751560211, 0.28210185778637725, 0.3259496974448363, 0.8131308257579803, 0.7480324506759644, 0.625301885108153, 0.47859881321589154]",0.8131308257579803
guilt,I was not able to explain well to my good friend to make him less angry. ,anger,"[0.995515247186025, 0.5972476700941721, 0.47742730379104614, 0.8852493663628896, 0.009441904374398291, 0.2724135909229517, 0.6918903390566508]",0.995515247186025
joy,Finding out that the person I love understands me. ,joy,"[0.009141578804701567, 0.0074106076984511065, 0.2281344197690487, 0.11235843024527033, 0.8841442863146464, 0.11494898609817028, 0.006369274691678584]",0.8841442863146464
fear,Watching a horror film. ,fear,"[0.7345240712165833, 0.7206250006953875, 0.9857404033342997, 0.46334626773993176, 0.08555743544517706, 0.5998237083355585, 0.25228196879227954]",0.9857404033342997
anger,Being mistreated by other people. ,shame,"[0.962271531422933, 0.831871839861075, 0.9044406910737356, 0.6580868735909462, 0.0019137743414224435, 0.7604964810113112, 0.9626240332921346]",0.9626240332921346
sadness,Deceived by other people and ran into trouble. ,shame,"[0.9602789779504141, 0.8154388765494028, 0.9675391515096029, 0.9519574443499247, 0.0005318280260932321, 0.8006106726825237, 0.9820767343044281]",0.9820767343044281
disgust,Saw a selfish person doing a selfish thing. ,anger,"[0.731814960638682, 0.34789029384652775, 0.12777387288709482, 0.2457211825530976, 0.02224600474194934, 0.027514942339621484, 0.20487583925326666]",0.731814960638682
shame,Not doing well in the examn. ,shame,"[0.8856432437896729, 0.6656466523806254, 0.874687264362971, 0.8913842737674713, 0.005100047477753833, 0.8851841588815054, 0.9147964219252268]",0.9147964219252268
guilt,Finding out that I have misunderstood other people. ,guilt,"[0.6663504888614019, 0.33841579034924507, 0.7198688934246699, 0.9373851319154104, 0.153745971309642, 0.6770803332328796, 0.6951074500878652]",0.9373851319154104
joy,Hear my name on the list attending the English lectures. ,joy,"[0.32307056958476704, 0.09067603635291259, 0.5031180580457052, 0.5487986033161482, 0.6755222628513972, 0.1400171611458063, 0.260209238777558]",0.6755222628513972
fear,Staying alone in the room after midnight and reading horror stories. ,fear,"[0.47703103845318157, 0.6206715876857439, 0.9687622388203939, 0.6128750592470169, 0.17960081012764326, 0.7265424033006033, 0.3522060376902421]",0.9687622388203939
anger,Being told that I am a stupid person. ,shame,"[0.8957885603109995, 0.8150920073191324, 0.8071573972702026, 0.7874328742424647, 0.0128855053432441, 0.6826591479281584, 0.9831839700539907]",0.9831839700539907
sadness,My parents failed to visit me as they promised. ,sadness,"[0.9624072313308716, 0.774933472275734, 0.8845652639865875, 0.9716184536616007, 0.026797478339479614, 0.972187727689743, 0.9667951961358389]",0.972187727689743
disgust,Some people not cueing in the dining hall. ,anger,"[0.6721004446347555, 0.3433139647046725, 0.31778370464841527, 0.648530920346578, 0.11679518005500238, 0.4681795885165532, 0.46856339772542316]",0.6721004446347555
shame,Saw on TV China not winning more gold medals in the Asian Olympics. ,anger,"[0.8677476743857065, 0.6825963060061137, 0.7051045447587967, 0.7961991131305695, 0.018069603790839512, 0.8337042282025019, 0.8162271976470947]",0.8677476743857065
guilt,Not handing in homework in time. ,guilt,"[0.8075336019198099, 0.5488044917583466, 0.6669857949018478, 0.9011202156543732, 0.015242589909272889, 0.6851740926504135, 0.820953776439031]",0.9011202156543732
joy,Having a good trip on a boat with good friends. ,joy,"[0.0008843461643361176, 0.001023407273654205, 0.0011516959881798055, 0.025230928304760408, 0.9846580326557159, 0.0007225842055049725, 0.002946300218657901]",0.9846580326557159
fear,Saw a classmate knocked down by a motorcycle. ,anger,"[0.8863743344942728, 0.6258593288560709, 0.8621498246987661, 0.7691928843657175, 0.05297823273576796, 0.7239225618541241, 0.6632583439350128]",0.8863743344942728
anger,Being sexually assulted on a bus and noone helped (people only laughed). ,shame,"[0.9380455116430918, 0.825065645078818, 0.841522624095281, 0.693351129690806, 0.001479619010448611, 0.8325478335221609, 0.9706778327624003]",0.9706778327624003
sadness,Being sexually assulted and told my friends about it (we cried together). ,shame,"[0.5758817543586096, 0.7086086546381315, 0.699520563085874, 0.7186003377040228, 0.012908455731424814, 0.7272639929045303, 0.9803390602270762]",0.9803390602270762
disgust,Heard someone boasting his fortune telling and I knew he was lying. ,anger,"[0.9033350944519043, 0.5108346492052078, 0.3853764794766903, 0.580858051776886, 0.18869386023531357, 0.18721232128640017, 0.4466912696758906]",0.9033350944519043
shame,Being criticized by teacher in public. ,shame,"[0.8690370917320251, 0.6543332015474638, 0.8586163222789764, 0.8581156134605408, 0.005780630628578365, 0.6916543679932753, 0.9097629388173422]",0.9097629388173422
guilt,Shouting at my parents because I was angry about something else. ,anger,"[0.997771809498469, 0.6551320900519689, 0.4929410368204117, 0.8870722949504852, 0.01849545573350042, 0.2269756168437501, 0.6667297432820002]",0.997771809498469
joy,Going to see a good film with my best friend. ,joy,"[0.03389754724533608, 0.012634216118991995, 0.06217220666197439, 0.18208667170256376, 0.9174112578233083, 0.020206086880837876, 0.020829016459174454]",0.9174112578233083
fear,Suddenly found out that I was the lasr one to leave the anatomy room. ,guilt,"[0.7844215234120687, 0.5630212426185608, 0.8162709573904673, 0.8278999030590057, 0.3537315471718709, 0.812571386496226, 0.7081417441368103]",0.8278999030590057
anger,Some boys deliberately played tricks on me in the experiments. ,anger,"[0.9732924699783325, 0.7963306456804276, 0.9578350186347961, 0.9096303284168243, 0.17062723690954348, 0.6674939344326655, 0.9430645604928335]",0.9732924699783325
sadness,Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him. ,anger,"[0.9971262117226919, 0.501048780977726, 0.373309887945652, 0.9935875535011292, 0.02226384934814026, 0.39452841877937317, 0.8487821618715922]",0.9971262117226919
disgust,Listening to my roommate boasting about her new clothes. ,joy,"[0.5184467062354088, 0.134643486312901, 0.27344142490377027, 0.5452619915207227, 0.9571254750092825, 0.08215045059720676, 0.017258748955403764]",0.9571254750092825
shame,China not winning more gold medals in the Asian Olympics. ,sadness,"[0.7943545977274576, 0.5911008020242056, 0.6145457873741785, 0.8354812761147817, 0.05445323046296835, 0.839634120464325, 0.7518904010454813]",0.839634120464325
guilt,Not being able to help my friend to study English. ,guilt,"[0.8953282535076141, 0.7059124310811361, 0.7970268527666727, 0.9677085081736246, 0.004573546699248254, 0.8603105346361796, 0.8988521794478098]",0.9677085081736246
joy,Being elected as class leader. ,joy,"[0.10123668859402339, 0.03195419690261284, 0.4135147724300623, 0.29420573450624943, 0.9177742799123129, 0.02794401254504919, 0.03124365451124807]",0.9177742799123129
fear,Walking in the dark I saw something strange. ,fear,"[0.6288418918848038, 0.46622497340043384, 0.8068082928657532, 0.627216840783755, 0.1526362766356518, 0.6529377351204554, 0.3931335210800171]",0.8068082928657532
anger,Your prejudice against psychology students and education students (not allowing us to go to the medical university lectures). ,anger,"[0.9072117408116659, 0.7968747417132059, 0.5968967527151108, 0.6886586472392082, 0.009420257993042469, 0.6712833816806475, 0.8328507443269094]",0.9072117408116659
sadness,A friend's brother died. ,sadness,"[0.636029988527298, 0.4778658176461856, 0.7865801354249319, 0.6789312064647675, 0.005803205460930864, 0.9559621016184489, 0.3941444903612137]",0.9559621016184489
disgust,A wurm dropped on my head. ,fear,"[0.9487921595573425, 0.7287459075450897, 0.9803655644257864, 0.9035469591617584, 0.17717520333826542, 0.7015622283021609, 0.8300153315067291]",0.9803655644257864
shame,Not doing well in an examn which was easy. ,shame,"[0.6698959469795227, 0.5090812395016352, 0.5671741118033727, 0.6898854573567709, 0.002939288601434479, 0.6903424163659414, 0.7171759208043417]",0.7171759208043417
guilt,Wrongly accused a classmate. ,guilt,"[0.8822619517644247, 0.6508318508664767, 0.6508858452240626, 0.8890858888626099, 0.021865865817138303, 0.5958870140214761, 0.8028805653254191]",0.8890858888626099
joy,Getting into this university to do medicine. ,joy,"[0.1861753243332108, 0.03586739037806789, 0.4847478942635159, 0.24101068327824274, 0.7977016369501749, 0.06580739219983418, 0.022280808305367827]",0.7977016369501749
fear,First time in anatomy. ,fear,"[0.26450098554293316, 0.1787183644870917, 0.7334086497624716, 0.29054169605175656, 0.41595056528846425, 0.19726513822873434, 0.23157777885595957]",0.7334086497624716
anger,Being insulted in public for the wrong reason. ,shame,"[0.9551174441973368, 0.8558396796385447, 0.8178511659304301, 0.875016450881958, 0.012235229117019722, 0.6731059247006973, 0.9747111002604166]",0.9747111002604166
sadness,Not being chosen for the English lectures (my girl-friend chosen). ,sadness,"[0.701742614308993, 0.43006330728530884, 0.5371971180041631, 0.6684476584196091, 0.01882870029658079, 0.851671427488327, 0.6748893658320109]",0.851671427488327
disgust,My roommate messing up our room. ,guilt,"[0.965084175268809, 0.7600203255812327, 0.7632011671861013, 0.9726686775684357, 0.11374484600188832, 0.6746065691113472, 0.9090678294499716]",0.9726686775684357
shame,Not doing well in examns which I should do well (English examns). ,guilt,"[0.7838074962298075, 0.5631493777036667, 0.6699477384487788, 0.863981564839681, 0.004686149380480249, 0.8222753951946894, 0.8122691412766775]",0.863981564839681
guilt,Heard that my girl-friend was chosen for the English lectures and I was not. I lost my temper and she is very upset now. ,anger,"[0.996734748284022, 0.6290338585774103, 0.5378557493289312, 0.8426775385936102, 0.014323903596960008, 0.6458548059066137, 0.90931964914004]",0.996734748284022
joy,Success in university entrance examination. ,joy,"[0.03918541703994075, 0.005984182799390207, 0.14215223335971436, 0.10862087931794424, 0.9897623161474863, 0.009100081981159747, 0.0014591045667960618]",0.9897623161474863
fear,I helped someone to do something and was found out. ,guilt,"[0.8433590531349182, 0.7161867419878641, 0.8340871830781301, 0.9778495530287424, 0.0238026628891627, 0.6473300848156214, 0.8437559107939402]",0.9778495530287424
anger,Misunderstood by friends. ,sadness,"[0.7253020703792572, 0.38150979578495026, 0.49920908361673355, 0.7278289745251337, 0.07309958113667865, 0.8005896011988322, 0.6895610988140106]",0.8005896011988322
sadness,My mother was ill and my father was not at home. ,sadness,"[0.7480406314134598, 0.563065767288208, 0.875366191069285, 0.8949426909287771, 0.2769017117097974, 0.9510466357072195, 0.6268575439850489]",0.9510466357072195
disgust,My roommate being nice to a party leader in order to get into the party. ,fear,"[0.06041222306278845, 0.05763547852014502, 0.5503524119655291, 0.5357980181773504, 0.480866106847922, 0.2106478065252304, 0.036040212182948984]",0.5503524119655291
shame,China not doing well in the Asian Olympic games. ,anger,"[0.8897036214669546, 0.6694014221429825, 0.7779053896665573, 0.8490229944388071, 0.02344589699835827, 0.8465672433376312, 0.8710943361123403]",0.8897036214669546
guilt,Not collecting letters for my friend al I promised. ,guilt,"[0.661352351307869, 0.37453501795729, 0.3321753479540348, 0.9498340288798014, 0.026962014225622017, 0.5616758788625399, 0.7194842298825582]",0.9498340288798014
joy,Doing well in an examn. ,joy,"[0.033367336339627705, 0.015678383604002494, 0.23105929077913365, 0.1996522955596447, 0.972922166188558, 0.014988168142735958, 0.005528683793575813]",0.972922166188558
fear,Before the examn. ,fear,"[0.5793336580197016, 0.31773853053649265, 0.8442477186520895, 0.717922439177831, 0.5016291216015816, 0.44607266287008923, 0.47968218227227527]",0.8442477186520895
anger,Some foreign students playing loud music before the biology examn. ,anger,"[0.8273718357086182, 0.46716272582610446, 0.6512516985336939, 0.6573032985130945, 0.5198077994088331, 0.28885549229259294, 0.6106154968341192]",0.8273718357086182
sadness,Finding out that the girl I like does not like me. ,fear,"[0.8996691107749939, 0.6175338178873062, 0.9546777705351511, 0.8900617559750875, 0.014365005345704654, 0.9330241878827413, 0.9421964883804321]",0.9546777705351511
disgust,Saw two Canadian students boasting about how rich they are in Canada. ,anger,"[0.6273354043563207, 0.2631109518309434, 0.14137659470240274, 0.5166748538613319, 0.5745922376712164, 0.09901428983236353, 0.24716148028771082]",0.6273354043563207
shame,Finding out that China does not have enough foreign currency to buy books. ,fear,"[0.5726439356803894, 0.2686700498064359, 0.7325313091278076, 0.5000077982743582, 0.17497242242097855, 0.7034233200053374, 0.31440844635168713]",0.7325313091278076
guilt,Calling lecturers nicknames when talking to housemen (They told ne you are even younger than they are so you should not be giving public lectures). ,anger,"[0.7074201454718908, 0.5679680531223615, 0.40267617876331013, 0.5341373197734356, 0.1348887037796279, 0.22164958653350672, 0.6010064259171486]",0.7074201454718908
joy,Had a letter from my father (usually he does not write to me). ,joy,"[0.38481733823815983, 0.2740502953529358, 0.4482958068450292, 0.7050615946451823, 0.7768790324529012, 0.5772749558091164, 0.3353305260340373]",0.7768790324529012
fear,Being alone in the room at night. ,fear,"[0.4196551665663719, 0.33358543552458286, 0.8869185249010721, 0.5952904721101125, 0.08640334724138181, 0.8065229256947836, 0.28807439655065536]",0.8869185249010721
anger,Quarreling with classmates. ,anger,"[0.9935321708520254, 0.7824480831623077, 0.3868662243088086, 0.7027951640387377, 0.022492274962132797, 0.19371397125845155, 0.7314699043830236]",0.9935321708520254
sadness,My father told me in the letter that my mother is ill. ,sadness,"[0.5115499744812647, 0.3697860936323802, 0.8668590486049652, 0.814961314201355, 0.0766138977681597, 0.9161820411682129, 0.41527077307303745]",0.9161820411682129
disgust,My roommate talking and shaking her bed at night. ,fear,"[0.9687361021836599, 0.6507226328055064, 0.9812173247337341, 0.8117391566435496, 0.46963417654236156, 0.8431140879789988, 0.5846864183743795]",0.9812173247337341
shame,Finding out that I was deceived by my friend. ,guilt,"[0.9457433819770813, 0.7750971882293621, 0.9207013746102651, 0.9820736646652222, 0.019935048524833594, 0.8305165568987528, 0.9659399489561716]",0.9820736646652222
guilt,A friend came to visit me and I was not there. ,sadness,"[0.8238267699877421, 0.4206473020215829, 0.6633593936761221, 0.8195180296897888, 0.10569011730452378, 0.8331078290939331, 0.82193457086881]",0.8331078290939331
joy,Finding out my name on the list for English lectures. ,joy,"[0.4353383233149846, 0.16673829841117063, 0.7511067241430283, 0.6169188419977824, 0.8239755233128866, 0.269416019320488, 0.4437241901954015]",0.8239755233128866
fear,Walking out from the biology building. ,guilt,"[0.5933119604984919, 0.3750440701842308, 0.5215213696161906, 0.6429038743178049, 0.5719935446977615, 0.5117957592010498, 0.5459085454543432]",0.6429038743178049
anger,Someone told me that I was chosen for English lectures because the class leader is going out with me (not true). ,joy,"[0.4218243944148223, 0.35303205872575444, 0.36858384932080906, 0.5284154011557499, 0.5291456282138824, 0.2394268848001957, 0.3538997545838356]",0.5291456282138824
sadness,My sister bkoke her leg. ,guilt,"[0.9221878349781036, 0.5686557094256083, 0.8355961243311564, 0.9759208858013153, 0.15587747174625596, 0.7040365089972814, 0.8685295085112253]",0.9759208858013153
disgust,Some boys boasting about their ability to tell dirty jokes. ,anger,"[0.711582362651825, 0.5125018681089083, 0.29277002066373825, 0.6357875863711039, 0.5457421739896139, 0.22953123847643533, 0.40481509019931156]",0.711582362651825
shame,Finding out China is backward in science. ,shame,"[0.7203070571025213, 0.507338302830855, 0.6476310143868128, 0.6391291071971258, 0.25915291750182706, 0.67923304438591, 0.7341968615849813]",0.7341968615849813
guilt,"When some housemen told me a young girl like you should not be allowed to lecture to consultants, I was too shy to argue against them. ",shame,"[0.3436555127458026, 0.6979648371537527, 0.9455835421880087, 0.8610734244187673, 0.03280418089707382, 0.6411715000867844, 0.9755953053633372]",0.9755953053633372
joy,Made a wonderful driend who understands me. ,joy,"[0.015513482057334235, 0.003517850893937672, 0.15737265666636327, 0.0936608014938732, 0.8927203019460043, 0.23576306256776056, 0.005559635678461443]",0.8927203019460043
fear,Being chased in the dark by someone I did not know. ,fear,"[0.9339741667111715, 0.5453282296657562, 0.9947713812192281, 0.8383063574632009, 0.03898269644317528, 0.561862180630366, 0.8355962534745535]",0.9947713812192281
anger,My best friend betrayed me and told other people my secrets. ,shame,"[0.9857590595881144, 0.8417369897166888, 0.9621488253275553, 0.9105407396952311, 0.08748895618676518, 0.8717702229817709, 0.9918916622797648]",0.9918916622797648
sadness,Disappointed by a friend. ,sadness,"[0.5857924098769823, 0.6522450571258863, 0.17216400305430093, 0.839426706234614, 0.0008449419062041367, 0.8920064022143682, 0.7945056160291036]",0.8920064022143682
disgust,Finding out some people had been talking about me at my back. ,shame,"[0.9392627875010172, 0.7333662013212839, 0.9210339585940043, 0.9359747072060903, 0.06687703973148018, 0.6898277023186287, 0.966846247514089]",0.966846247514089
shame,Being sexually assulted in public. ,shame,"[0.9436869323253632, 0.7727083476881186, 0.914074589808782, 0.6487091432015101, 0.00901825693047916, 0.5803757465134064, 0.9904160102208456]",0.9904160102208456
guilt,I did not reply to my friend's letter in time. ,guilt,"[0.7376872499783834, 0.4061693449815114, 0.622060110171636, 0.9404327770074209, 0.023887081537395716, 0.7952817181746165, 0.7358921567598978]",0.9404327770074209
joy,Watching China winning the Asian Olympic games. ,joy,"[0.3810468191901843, 0.25330982853968936, 0.20031828992068768, 0.3256799355149269, 0.8874805768330892, 0.18428979441523552, 0.1367873027920723]",0.8874805768330892
fear,Suddenly met someone in the biology building at night. ,joy,"[0.32659006615479785, 0.11335116252303123, 0.4752955883741379, 0.32603321472803753, 0.5540138060847918, 0.30057579030593234, 0.14581473916769028]",0.5540138060847918
anger,Being insulted by my roommate. ,anger,"[0.97789333264033, 0.949390302101771, 0.615565280119578, 0.7139714782436689, 0.049938121306089066, 0.4581791991367936, 0.9687257707118988]",0.97789333264033
guilt,Not getting an airplane ticket fot my mother. ,guilt,"[0.8497529923915863, 0.6164552122354507, 0.8441225488980612, 0.9480669399102529, 0.07098805919910471, 0.8508830269177755, 0.7484315931797028]",0.9480669399102529
joy,Talking with a nice girl. ,joy,"[0.008281267907780906, 0.0024135089673412344, 0.03179782704683021, 0.25884764020641643, 0.9114910264809927, 0.029899907143165667, 0.01056785489587734]",0.9114910264809927
fear,Talking about snakes. ,fear,"[0.6387010514736176, 0.6926190132896105, 0.9364796578884125, 0.5291713525851568, 0.20855077635496855, 0.2580399538079898, 0.430577610929807]",0.9364796578884125
anger,People not resprcting my opinion. ,anger,"[0.9498210549354553, 0.5649243394533793, 0.4258861814936002, 0.7552600999673208, 0.02266781614162028, 0.691501239935557, 0.8413299024105072]",0.9498210549354553
sadness,Lost my girl-friend. ,sadness,"[0.9798427224159241, 0.7352735412617525, 0.9275731941064199, 0.9805635213851929, 0.013301452941959724, 0.99258820215861, 0.9523012836774191]",0.99258820215861
disgust,Talking to someone I disliked. ,disgust,"[0.722389837106069, 0.7925590177377065, 0.4314536154270172, 0.4041649301846822, 0.04334150458453223, 0.5301533713936806, 0.3318077151974042]",0.7925590177377065
shame,Criticized by a teacher in public. ,shame,"[0.8384122848510742, 0.6505954911311468, 0.7103666762510935, 0.8336222668488821, 0.0049304016477738815, 0.6562686065832773, 0.8945920964082082]",0.8945920964082082
guilt,Not being able to help my friend. ,guilt,"[0.9384306867917379, 0.7455517450968424, 0.9273250003655752, 0.9764833748340607, 0.00381590670440346, 0.9118529558181763, 0.9232952694098154]",0.9764833748340607
joy,Getting a letter from a friend who did not write for a long time. ,joy,"[0.044639185847093664, 0.023121119496257354, 0.07074765829990308, 0.41516948988040286, 0.8885197242101034, 0.10888598052163918, 0.12280444925030072]",0.8885197242101034
fear,Staying in a relative's house which was broken in before. ,guilt,"[0.826931357383728, 0.5513332287470499, 0.862279623746872, 0.8974254826704661, 0.19791284870977202, 0.6926027908921242, 0.8071075479189554]",0.8974254826704661
anger,Being insulted on a bus. ,anger,"[0.9697554409503937, 0.8934358656406403, 0.737316499153773, 0.6784694492816925, 0.010288884892361239, 0.4796470624084274, 0.9635938107967377]",0.9697554409503937
