labels,text,emo_s,prob_emo_s,prob_max
fear,Staying alone in the dark. ,sadness,"[0.2455896151562532, 0.3223723794023196, 0.5737495720386505, 0.20100068052609762, 0.018605817769033212, 0.6858295450607935, 0.13364884505669275]",0.6858295450607935
anger,Being put down by the class leaders. ,shame,"[0.5244779785474142, 0.5106949160496393, 0.41525441656510037, 0.30468984693288803, 0.004309719991094123, 0.4645619836325447, 0.6803581019242605]",0.6803581019242605
sadness,Finding out that life span in China is shorter than in the West. ,fear,"[0.2679196757574876, 0.18931362902124724, 0.36236656705538434, 0.18167179947098097, 0.16401039576157928, 0.33277519171436626, 0.14904233937462172]",0.36236656705538434
disgust,Girls dressed like foreigners in the university. ,shame,"[0.33038953815897304, 0.28384000187118846, 0.23330910628040633, 0.32816685487826663, 0.11099717331429322, 0.15980813652276993, 0.3384241859118144]",0.3384241859118144
shame,Being insulted in public. ,shame,"[0.7659781078497568, 0.6897612561782202, 0.5205293397108713, 0.4493265859782696, 0.011343561442724118, 0.4251160842056076, 0.9597602089246114]",0.9597602089246114
disgust,Insulting other people. ,shame,"[0.8695178627967834, 0.7232097834348679, 0.176515464981397, 0.5306506579120954, 0.014139970880933106, 0.15038766463597616, 0.952797661225001]",0.952797661225001
joy,When I found out that I can travel with my best friend. ,joy,"[0.01186975355570515, 0.018465588994634647, 0.011741206709605953, 0.17293232834587494, 0.8293783664703369, 0.0040886288819213705, 0.1463819546625018]",0.8293783664703369
fear,Walking home in the dark from college. ,sadness,"[0.4153376134733359, 0.2813581128915151, 0.4502940426270167, 0.36631930619478226, 0.07382592962433894, 0.497625765701135, 0.1801558000346025]",0.497625765701135
anger,Finding out that I was deceived by a friend. ,guilt,"[0.7318109472592672, 0.6651910692453384, 0.6291112701098124, 0.8409192164738973, 0.0750580655488496, 0.7059653103351593, 0.7438347339630127]",0.8409192164738973
shame,Not doing well in an examn. ,shame,"[0.6879038214683533, 0.5439399108290672, 0.6737035165230433, 0.7566817849874496, 0.0033533245247478285, 0.7325799465179443, 0.8512984613577524]",0.8512984613577524
anger,Finding out that my best friend was deceiving me. ,guilt,"[0.546228289604187, 0.4687224477529526, 0.5277876257896423, 0.661741649111112, 0.12832230034594735, 0.5840241815894842, 0.3990680252512296]",0.661741649111112
guilt,Failing an examn because I did not work hard enough. ,guilt,"[0.48379942526419956, 0.3781205316384633, 0.3807665668427944, 0.7314241590599219, 0.0030034435524915657, 0.5719744799037775, 0.49683811267217]",0.7314241590599219
shame,Not acting on my promise. ,guilt,"[0.3447391800582409, 0.36066227157910663, 0.32076234370470047, 0.7806499650080999, 0.009145938674919307, 0.41060615082581836, 0.48212019602457684]",0.7806499650080999
joy,Finding out that I am not ill (not seriously). ,joy,"[0.29386693487564725, 0.16502325454105934, 0.23460111394524574, 0.15338297374546528, 0.5160687093933424, 0.26521390303969383, 0.11469042953103781]",0.5160687093933424
fear,Finding out that my health condition may be against my attending university lectures. ,fear,"[0.4334399029612541, 0.26727500433723134, 0.5827103157838186, 0.268144133190314, 0.011774738144595176, 0.5727819986641407, 0.17692156632741293]",0.5827103157838186
anger,Bought something bad from the shop and they refused to change it. ,disgust,"[0.7652963399887085, 0.7830162644386292, 0.49323396384716034, 0.7764828056097031, 0.01881449547363445, 0.6946141428003708, 0.6352386077245077]",0.7830162644386292
sadness,Relative's death. ,sadness,"[0.41444531579812366, 0.4722359652320544, 0.6940451761086782, 0.5546695976518095, 0.0035662563944545886, 0.9000880420207977, 0.22745164297521114]",0.9000880420207977
disgust,Saw people quarreling in a bus. ,anger,"[0.8199234257141749, 0.6140119781096777, 0.37000909447669983, 0.45583532253901166, 0.010830889606343893, 0.2815420772725095, 0.42893096307913464]",0.8199234257141749
sadness,Running away from a fire. ,fear,"[0.4559448001285394, 0.6471164375543594, 0.8827101389567057, 0.23690945096313953, 0.13820804634209102, 0.16850518699114522, 0.09692603846391042]",0.8827101389567057
guilt,Forgot to give a present to my little nephew. ,guilt,"[0.4869174187382062, 0.3729236188034217, 0.4041600202520688, 0.8178889900445938, 0.01742050750181079, 0.5968989841639996, 0.5664314379294714]",0.8178889900445938
joy,First public speaking. ,joy,"[0.1775501286610961, 0.13485019778211912, 0.36530215851962566, 0.2637760729218523, 0.5852820128202438, 0.08220387653758128, 0.0859159513687094]",0.5852820128202438
fear,Going out alone in the dark. ,sadness,"[0.39609505236148834, 0.40878067910671234, 0.6104318449894587, 0.5381935114661852, 0.045773827470839024, 0.6431667904059092, 0.28191408266623813]",0.6431667904059092
disgust,Saw some young people fighting for seats on a bus. ,anger,"[0.7742803717652956, 0.31160110235214233, 0.2633870455125968, 0.41609197358290356, 0.03609222010709345, 0.22719788240889707, 0.24420228600502014]",0.7742803717652956
sadness,My mother's death. ,sadness,"[0.2984834934274356, 0.35464568187793094, 0.40307233730951947, 0.47098137997090816, 0.0021976004257642976, 0.8182965119679769, 0.09898652757207553]",0.8182965119679769
disgust,Saw people spitting in public. ,disgust,"[0.7983375191688538, 0.8547470271587372, 0.30229664345582324, 0.5155845309297243, 0.028740244956376653, 0.3820246458053589, 0.5192068368196487]",0.8547470271587372
shame,Went to a lecture about Chinese history and hear about the Opium War. ,guilt,"[0.18832532813151678, 0.2661079155902068, 0.15234258646766344, 0.32092658306161564, 0.29599785308043164, 0.18165502437235168, 0.11732417593399684]",0.32092658306161564
joy,Falling in love. ,joy,"[0.004306080169044435, 0.00770683121906283, 0.033875113585963845, 0.09875818947330117, 0.5785217564553022, 0.0038089617349517844, 0.06328277049275736]",0.5785217564553022
sadness,My friend will find out that I am in love with her. ,fear,"[0.34200875212748844, 0.19075566592315832, 0.4963705688714981, 0.3581264391541481, 0.06525251269340515, 0.31093791375557583, 0.23347977548837662]",0.4963705688714981
anger,Falling in love although she is my friend (angry with myself). ,anger,"[0.9461028377215067, 0.3458670846108968, 0.17526618825892606, 0.77945277094841, 0.008276383799966425, 0.3802215482573956, 0.5579124639431635]",0.9461028377215067
sadness,My friend still trusts me as a friend. ,joy,"[0.06694521537671487, 0.0681660904859503, 0.04927933122962713, 0.2698604116837184, 0.764413446187973, 0.10577656639118989, 0.026934235046307247]",0.764413446187973
disgust,Someone being arrogant to me. ,anger,"[0.7437350153923035, 0.43546317641933757, 0.27182568920155364, 0.6199323572218418, 0.0059353468629221124, 0.344613383213679, 0.7127193361520767]",0.7437350153923035
shame,Insulted by a teacher in front of the class. ,shame,"[0.7858671148618063, 0.7221651275952657, 0.34987575312455493, 0.41135598470767337, 0.0028125804965384305, 0.39866768413533765, 0.9486989478270212]",0.9486989478270212
sadness,Falling in love with a close friend. ,guilt,"[0.022080499911680818, 0.008799839633866213, 0.04182286048308015, 0.2396233690281709, 0.18299940352638563, 0.00579459685832262, 0.09996446035802364]",0.2396233690281709
joy,Doing unexpectedly well in an examn. ,joy,"[0.19094343607624373, 0.021959308922911685, 0.0956755035246412, 0.2402647815955182, 0.8340994616349539, 0.012067687542488178, 0.03525835797578717]",0.8340994616349539
joy,Before the examn. ,fear,"[0.32101645941535634, 0.25755660856763524, 0.544681116938591, 0.3328823745250702, 0.2163032659639915, 0.28271591166655224, 0.15833820775151253]",0.544681116938591
guilt,I wanted to borrow lecture notes from a friend and he did not lend me them. ,sadness,"[0.536584161221981, 0.360759769876798, 0.40506719549496967, 0.5393281926711401, 0.0054092432546895, 0.5822687198718389, 0.38646836082140607]",0.5822687198718389
anger,Finding out about the university does not have enough foreign currency to buy the yournals in your reference list. ,fear,"[0.43481186777353287, 0.20894689485430717, 0.45799428783357143, 0.25388723363478977, 0.08439322254465272, 0.4553745146840811, 0.2583630879720052]",0.45799428783357143
shame,Someone told me he was chosen for the English lectures because he was a good friend of the class leader. ,guilt,"[0.14976767264306545, 0.07759103924036026, 0.08390268093595903, 0.2958945420881112, 0.16923493767778078, 0.10346050808827083, 0.12617690240343413]",0.2958945420881112
anger,Finding out about Chinese money cannot buy foreign journals. ,joy,"[0.10319113731384277, 0.0360970888286829, 0.07987080638607343, 0.0966387651860714, 0.13341315804670253, 0.0394530159731706, 0.05875321477651596]",0.13341315804670253
guilt,Late for a lecture and therefore missed it. ,guilt,"[0.4380931680401166, 0.2441886787613233, 0.2282928911348184, 0.7053412993748983, 0.04918242160541316, 0.5492371140668789, 0.47531792521476746]",0.7053412993748983
joy,Talking to a close friend. ,joy,"[0.022696997970342636, 0.0208478177858827, 0.03766421558490644, 0.21972000940392414, 0.8009589463472366, 0.07979969199125965, 0.16379426637043557]",0.8009589463472366
fear,Ran into a parking car on a bicycle. ,guilt,"[0.6854938417673111, 0.45441339910030365, 0.5544856786727905, 0.715889702240626, 0.023635099409148097, 0.4798583315374951, 0.5213902692000071]",0.715889702240626
shame,Insulted for no reason. ,shame,"[0.8769047458966573, 0.8597520043452581, 0.3670028547445933, 0.2583098222191135, 0.001504657508727784, 0.4290745034813881, 0.9806070824464163]",0.9806070824464163
sadness,Did badly in an examn. ,shame,"[0.5300019358595213, 0.49030893047650653, 0.40447640667359036, 0.684931680560112, 0.006059407159530868, 0.611128012339274, 0.7824682096640269]",0.7824682096640269
disgust,Saw a man dressed as a woman. ,fear,"[0.2757336124777794, 0.22683921145896116, 0.3563743010163307, 0.3227958604693413, 0.1112289484590292, 0.07926577717686693, 0.22499189401666322]",0.3563743010163307
disgust,Saw a beggar on the street (China still so poor). ,sadness,"[0.2764226570725441, 0.32749790449937183, 0.22973400726914406, 0.3422594716151555, 0.010091549484059215, 0.5475299196938673, 0.2708016335964203]",0.5475299196938673
guilt,Could not buy a reference book because I got up too late to cue. ,guilt,"[0.2939868314812581, 0.1248833170781533, 0.15845953921477, 0.4304260437687238, 0.00988322931031386, 0.3601938585440318, 0.1760535811384519]",0.4304260437687238
joy,Found out that me and my best friend are both chosen for the English lectures. ,joy,"[0.08734804360816877, 0.040859426061312355, 0.0752904275432229, 0.2437511837730805, 0.4405662218729655, 0.0284805388461488, 0.0370057908197244]",0.4405662218729655
shame,I may not be clever enough to understand your English lectures. ,guilt,"[0.2968291932096084, 0.1830571989218394, 0.3591848599414031, 0.3830849652489026, 0.06375818327069283, 0.325502872467041, 0.2671743780374527]",0.3830849652489026
anger,Told by some people the class leader only choose his friends (not true). ,guilt,"[0.33230117832620937, 0.18621315558751425, 0.271877499918143, 0.4684984435637792, 0.07081291917711496, 0.17439368553459644, 0.33349033693472546]",0.4684984435637792
sadness,One of my best friends was hurt by a girl he loves. ,sadness,"[0.36338699609041214, 0.33549289653698605, 0.3793476199110349, 0.6182606418927511, 0.006171435360253478, 0.6390272118151188, 0.357162947456042]",0.6390272118151188
disgust,Saw a very arrogant girl walking like a queen. ,anger,"[0.3968266329417626, 0.29906873560200137, 0.10525029214719932, 0.33606311678886414, 0.02467717098382612, 0.06714506447315216, 0.14541470476736626]",0.3968266329417626
shame,China cannot buy your reference. ,guilt,"[0.1319873028745254, 0.11779955277840297, 0.07768953529496987, 0.1433909311890602, 0.042282900462547936, 0.07166935876011848, 0.10092363506555557]",0.1433909311890602
guilt,A friend asked to borrow my notes and I did not give them away (my notes too badly written) ,guilt,"[0.2763831727206707, 0.405175544321537, 0.22396682823697725, 0.5544023513793945, 0.08815012352230649, 0.3434005882591009, 0.31676532328128815]",0.5544023513793945
joy,Talking to a close friend. ,joy,"[0.022696997970342636, 0.0208478177858827, 0.03766421558490644, 0.21972000940392414, 0.8009589463472366, 0.07979969199125965, 0.16379426637043557]",0.8009589463472366
sadness,Getting ill. ,disgust,"[0.10276478086598217, 0.4745370422800382, 0.31361613733073074, 0.19277127863218388, 0.003852850709032888, 0.1849953510488073, 0.12147349243362744]",0.4745370422800382
shame,Failed to be elected to be a class leader. ,sadness,"[0.5560437416036924, 0.43057472507158917, 0.37618913998206455, 0.6168349037567774, 0.013977853076842925, 0.6386872629324595, 0.5617429614067078]",0.6386872629324595
anger,Father lost his temper at home because he was mistreated at work. ,anger,"[0.9538569748401642, 0.5547503679990768, 0.3345177173614502, 0.7106856753428777, 0.08558997766037162, 0.3557100333273411, 0.4459356715281804]",0.9538569748401642
disgust,Saw someone who picked up a cigarette from the floor and smoked it. ,guilt,"[0.22026150487363338, 0.23026851440469423, 0.1496920846402645, 0.6292286316553751, 0.20678495708853006, 0.1269180104136467, 0.31784579654534656]",0.6292286316553751
shame,Telling a lie. ,guilt,"[0.40512044231096905, 0.38071729863683385, 0.37878986448049545, 0.761997918287913, 0.04851322543496887, 0.20816808566451073, 0.7330728769302368]",0.761997918287913
shame,Not getting the class paper in time for the lecture. ,guilt,"[0.7150344202915827, 0.47152119626601535, 0.6408291856447855, 0.8746218283971151, 0.0061911772936582565, 0.6820243435601393, 0.706364780664444]",0.8746218283971151
joy,My father promoted to be a professor. ,joy,"[0.07134626619517803, 0.03187763690948486, 0.04712295221785704, 0.2006982813278834, 0.3913404370347659, 0.03317069945236047, 0.016448438710843522]",0.3913404370347659
fear,Anatomy lesson and told we have to do it at night sometimes. ,guilt,"[0.2271861039722959, 0.16676534588138262, 0.21939377672970295, 0.27111283130943775, 0.008194433098348478, 0.09104966760302584, 0.12298987433314323]",0.27111283130943775
guilt,Had an argument with my classmate for borrowed books. ,anger,"[0.7689541280269623, 0.2661464177072048, 0.08688359304020803, 0.6041710078716278, 0.007572697558013412, 0.14827991288620979, 0.21917455395062765]",0.7689541280269623
shame,Finding out that we cannot have good references because China is poor. ,shame,"[0.3034696156779925, 0.18633118085563183, 0.31886260273555916, 0.22107171267271042, 0.0021140752360224724, 0.35495837436368066, 0.4328574736913045]",0.4328574736913045
disgust,Saw someone licking his dining bowl. ,guilt,"[0.36666949838399887, 0.2300423967341582, 0.3234160766005516, 0.4168620916704337, 0.122004599776119, 0.13159690300623575, 0.29657062888145447]",0.4168620916704337
shame,Criticized in front of the class. ,shame,"[0.5659004300832748, 0.5193203886349996, 0.4454217329621315, 0.5644653638203939, 0.0037621020358831934, 0.39554313973834115, 0.8293600678443909]",0.8293600678443909
shame,Not finishing homework in time. ,guilt,"[0.6209085534016291, 0.4080850953857104, 0.5503783499201139, 0.759273573756218, 0.007594694461052616, 0.5795828128854433, 0.6419005741675695]",0.759273573756218
joy,"Found out that the girl I love loves me, too. ",joy,"[0.013933613702344397, 0.017722357142095763, 0.019351525193390746, 0.1694213884572188, 0.7941608826319376, 0.013613279714869956, 0.1310011805811276]",0.7941608826319376
fear,Reading a horror story alone. ,fear,"[0.1936052367091179, 0.5052965258558592, 0.8542798558870951, 0.2382452773551146, 0.1471480909579744, 0.36545755714178085, 0.15149898454546928]",0.8542798558870951
anger,Being refused to attend the neuropsychology lecture in the medical university. ,disgust,"[0.566627303759257, 0.6143127456307411, 0.348593865831693, 0.5051204413175583, 0.04295785672729835, 0.4162499327212572, 0.4147342840830485]",0.6143127456307411
sadness,My parents told me that they do not like my friend. ,disgust,"[0.2978638981779416, 0.4239684045314789, 0.19718976318836212, 0.27383265147606534, 0.027894122526049614, 0.24392215286691984, 0.26364891851941746]",0.4239684045314789
disgust,Saw an arrogant girl walking pass by. ,anger,"[0.6123863806327184, 0.453092984855175, 0.1929396359870831, 0.5023945719003677, 0.03312566631939262, 0.1382441877697905, 0.45846376319726306]",0.6123863806327184
anger,Not finishing my duty as a class leader. ,guilt,"[0.4508617892861366, 0.37092157701651257, 0.30858245491981506, 0.9288517832756042, 0.005359453343165417, 0.4797888286411762, 0.5721208155155182]",0.9288517832756042
guilt,My friend had trouble and I was not able to help him. ,sadness,"[0.5507141302029291, 0.4947950045267741, 0.4418172736962636, 0.7150726517041525, 0.002628182526677847, 0.7382545669873556, 0.5026295681794485]",0.7382545669873556
joy,China winning the Asian Olympic games (TV). ,joy,"[0.15550331585109234, 0.05478282024463018, 0.08642510200540225, 0.17105327422420183, 0.671493743856748, 0.03963454688588778, 0.03415771954072019]",0.671493743856748
fear,Left alone in the biology building surrounded by empty buildings. ,sadness,"[0.36639805883169174, 0.26527029027541477, 0.36395860960086185, 0.22659059489766756, 0.008187112786496678, 0.6987059315045675, 0.1680479645729065]",0.6987059315045675
shame,Someone told me we are not as good as the All English Class. ,shame,"[0.39636842906475067, 0.28744768134007853, 0.21511682868003845, 0.32155396044254303, 0.10034960818787415, 0.3355742891629537, 0.40948128948609036]",0.40948128948609036
shame,Not getting the reference paper. ,guilt,"[0.5024517451723417, 0.20793267401556173, 0.24149129167199135, 0.5148381441831589, 0.004048313479870558, 0.4692567152281602, 0.34507207820812863]",0.5148381441831589
disgust,Cueing for a bus and the drivers having long dinner. ,guilt,"[0.3011987855037053, 0.14425725055237612, 0.17050018114969134, 0.3616163432598114, 0.11534714077909787, 0.07210555020719767, 0.1535792499780655]",0.3616163432598114
shame,Not finishing homework. ,guilt,"[0.4386535808444023, 0.2650978621095419, 0.3740103313078483, 0.7034439047177633, 0.020369378849864006, 0.4313194627563159, 0.6002120474974314]",0.7034439047177633
guilt,Did not return the library book on time. ,guilt,"[0.5681934754053751, 0.414466326435407, 0.38916831960280734, 0.8672396838665009, 0.023720386438071728, 0.5522781126201153, 0.6600823601086935]",0.8672396838665009
joy,Hear a very nice joke made by a friend. ,joy,"[0.00336767642875202, 0.0029904779124384127, 0.004200147707403327, 0.08387985127046704, 0.5359874712303281, 0.004199559150341277, 0.025013809907250106]",0.5359874712303281
fear,Thinking about death when walking alone at night. ,sadness,"[0.1520656639089187, 0.5235413114229838, 0.8722092807292938, 0.3875098725159963, 0.002099191585633283, 0.9006434281667074, 0.20085616471866766]",0.9006434281667074
shame,Found out that someone I knew well has been misunderstanding me for years. ,anger,"[0.454826886455218, 0.2542760372161865, 0.35687733938296634, 0.41138794521490735, 0.05854041532923778, 0.4410666100059946, 0.22553724547227225]",0.454826886455218
sadness,Death of a relative. ,sadness,"[0.19963412173092365, 0.372481865187486, 0.5226186811923981, 0.42414112435653806, 0.005331817189774786, 0.8484863738218943, 0.13195528524617353]",0.8484863738218943
shame,Someone I know and respect sexually assulted a girl. ,guilt,"[0.7408931454022726, 0.5471764331062635, 0.5948752065499624, 0.785131424665451, 0.008584285853430629, 0.6452445704489946, 0.6909293135007223]",0.785131424665451
disgust,My father insulted by other people. ,shame,"[0.7676892975966135, 0.6747221300999323, 0.4456877037882805, 0.6214617341756821, 0.004362524894531816, 0.6183795854449272, 0.9510339995225271]",0.9510339995225271
anger,Made a mistake at work. ,guilt,"[0.5525480185945829, 0.5048951556285223, 0.44814205418030423, 0.9121120274066925, 0.004955726481663684, 0.527866213892897, 0.6265413711468378]",0.9121120274066925
joy,Found my name on the list of attending the English lectures. ,joy,"[0.14698830619454384, 0.08984337002038956, 0.12125176253418128, 0.33763424803813297, 0.5002963642279307, 0.0768134817481041, 0.14665057882666588]",0.5002963642279307
joy,Doing anatomy alone for the first time. ,guilt,"[0.10951060894876719, 0.10842022734383742, 0.20470552643140158, 0.26255883648991585, 0.24256464466452599, 0.1907472163438797, 0.07854404455671708]",0.26255883648991585
shame,"Being insulted in front of my parents, and they believed other people (those insulting me). ",shame,"[0.7124639997879664, 0.636689230799675, 0.6499340285857519, 0.7281451970338821, 0.007895098378260931, 0.6925986483693123, 0.8031044205029806]",0.8031044205029806
sadness,Death of General Ye Jianying. ,sadness,"[0.1335206851363182, 0.20591908072431883, 0.20542186250289282, 0.245663999269406, 0.010950027809788784, 0.6268416990836462, 0.07810006476938725]",0.6268416990836462
disgust,Someone had stolen an article from a library journal. ,anger,"[0.5271540035804113, 0.37120333313941956, 0.5019496480623881, 0.5210158402721087, 0.01969472512913247, 0.40836009321113426, 0.39953966935475665]",0.5271540035804113
shame,Not doing well in the examn. ,shame,"[0.6771626720825831, 0.5879170546929041, 0.6197108378012975, 0.6426027119159698, 0.002495588812356194, 0.7624485939741135, 0.7628034949302673]",0.7628034949302673
guilt,Not finishing homework in time. ,guilt,"[0.6209085534016291, 0.4080850953857104, 0.5503783499201139, 0.759273573756218, 0.007594694461052616, 0.5795828128854433, 0.6419005741675695]",0.759273573756218
joy,Did well in an examn just before my father's birthday the best present I can give to my father. ,joy,"[0.026246846420690417, 0.08627673944768806, 0.006141739756761429, 0.1769611900478291, 0.9122860332330068, 0.0038471906179135353, 0.0034115396168393395]",0.9122860332330068
fear,I asked someone to bring some present to my father and found out that he is not a reliable person. I was afraid if my father would not get the presents he would be angry with me. ,fear,"[0.7346130361159643, 0.6129065851370493, 0.8587835331757864, 0.8249622086683909, 0.12522875346864262, 0.6913281828165054, 0.5900633484125137]",0.8587835331757864
anger,"Some classmates said I did not do enough social work. Therefore I was not elected as a ""Tree Good"" student. ",guilt,"[0.37986265619595844, 0.34287725389003754, 0.28406870116790134, 0.6326612830162048, 0.11498406684647004, 0.4531298577785492, 0.4186067928870519]",0.6326612830162048
sadness,"My father won't be so pleased with me as if I was elected ""Three Good"". ",guilt,"[0.4652702212333679, 0.3560202531516552, 0.44808389122287434, 0.5812621265649796, 0.16957208731522164, 0.42443665365378064, 0.29282512081166107]",0.5812621265649796
disgust,My roommate's lack of consideration of me. ,anger,"[0.635138655702273, 0.3876693944136302, 0.3247733588020007, 0.5586412151654562, 0.004272939443277816, 0.49880334983269375, 0.44672204554080963]",0.635138655702273
shame,"My sister said I am not a stable person, and I think she is right. ",guilt,"[0.4097854321201642, 0.27789586409926414, 0.4673376977443695, 0.5235602806011835, 0.017888093638854723, 0.5013432850440344, 0.2087478699783484]",0.5235602806011835
guilt,"My sister forgot to bring presents for my birthday, I was rude to her. ",anger,"[0.7402556364734968, 0.5336023358007272, 0.12262493992845218, 0.6102889652053515, 0.01791736021793137, 0.4503633913894494, 0.43849101662635803]",0.7402556364734968
joy,Had a nice letter from my close friend. ,joy,"[0.0030292635104463748, 0.02698188786841153, 0.007917019097173275, 0.16575751127675176, 0.7310532530148824, 0.004479146373341791, 0.08853531866528404]",0.7310532530148824
fear,Staying alone in the biology building after the dark. ,sadness,"[0.3595633494357268, 0.34392567972342175, 0.5376705527305603, 0.37023072441418964, 0.0437752363892893, 0.6018204639355341, 0.20066518957416216]",0.6018204639355341
anger,Being insulted by my roommate (she is in the English Class). ,shame,"[0.6571276386578878, 0.5396412710348765, 0.2571537507077058, 0.3551559125383695, 0.004207718302495778, 0.32966259432335693, 0.797458827495575]",0.797458827495575
sadness,Not being able to do well to be chosen for the English lecture. ,sadness,"[0.592640275756518, 0.3720601225892703, 0.5733291109402975, 0.6653816799322764, 0.0032415250704313316, 0.6736262664198875, 0.6607849697271982]",0.6736262664198875
disgust,My roommate boasting about her English lectures. ,joy,"[0.19429802304754654, 0.03779150811412061, 0.03431254035482804, 0.21256999671459198, 0.234800194700559, 0.044250392781881, 0.04482376955760022]",0.234800194700559
shame,When the class leader read out the names of those chosen for the English lecture and I was not on the list. ,sadness,"[0.5453001111745834, 0.44130649665991467, 0.5151281207799911, 0.531963586807251, 0.015131921196977297, 0.7462703883647919, 0.550255556901296]",0.7462703883647919
guilt,"Some boys told me your nickname is ""Little Girl Doctor"", I did not tell them off and laughed with them. ",joy,"[0.07856246464264889, 0.027949937696879108, 0.057933422775628664, 0.43368469427029294, 0.5228042677044868, 0.019415720521161955, 0.12657002856334051]",0.5228042677044868
joy,Relatives visiting me. ,joy,"[0.1661549466662109, 0.046999867229412, 0.1213300555634002, 0.2012057819714149, 0.711112417280674, 0.022279228277814884, 0.058225072299440704]",0.711112417280674
fear,Finding out the great difference between China and the West in science. ,joy,"[0.05070520006120205, 0.032381565387671195, 0.04389453989764055, 0.12720067178209624, 0.2921607842048009, 0.028948382784922917, 0.041482163282732167]",0.2921607842048009
disgust,Saw my unfair report. ,shame,"[0.529399091998736, 0.5843652387460073, 0.27327952285607654, 0.5823149507244428, 0.004488197456036384, 0.5336724203079939, 0.6207215438286463]",0.6207215438286463
disgust,Lecturers being unfair to me in reports. ,anger,"[0.6999265352884928, 0.5478205531835556, 0.37881313264369965, 0.668328066666921, 0.01152811498225977, 0.5669950669010481, 0.6087177644173304]",0.6999265352884928
anger,Finding out that some students are getting good reports they do not deserve. ,guilt,"[0.5553470949331919, 0.36338109398881596, 0.39783746004104614, 0.5673784216245016, 0.09342353697866201, 0.4548071852574746, 0.34659093121687573]",0.5673784216245016
anger,People impolite with me because I did not get a good report. ,shame,"[0.7028756886720657, 0.7242012272278467, 0.31355337301890057, 0.5589189231395721, 0.0053959856935155886, 0.5478261436025301, 0.7249787747859955]",0.7249787747859955
anger,I kicked the chair in the classroom to express my anger. ,anger,"[0.9785785873730978, 0.505720280110836, 0.14420373241106668, 0.48644595593214035, 0.01733897001637767, 0.20067415836577615, 0.1502700218309959]",0.9785785873730978
joy,Finding out I was chosen for the English lectures. ,joy,"[0.054689982905983925, 0.03753827605396509, 0.09366150262455146, 0.2573791015893221, 0.5377619167168936, 0.01828222124216457, 0.032054639576623835]",0.5377619167168936
fear,My roommate refused to walk with me to the English lectures. I have to walk alone in the dark. Lectures are in the biology building. ,anger,"[0.2218371263394753, 0.19059247570112348, 0.13585130187372366, 0.1304647664849957, 0.003957631551505377, 0.20422952063381672, 0.07311450472722451]",0.2218371263394753
anger,My roommate being unconsiderate. ,anger,"[0.6107551902532578, 0.4351593504349391, 0.2589634923885266, 0.5817858899633089, 0.004908870265353471, 0.4008713761965434, 0.4317652111252149]",0.6107551902532578
shame,My best friend was not chosen for the English lectures. ,sadness,"[0.4937470927834511, 0.2874790628751119, 0.27606960013508797, 0.4236329421401024, 0.02217061724513769, 0.6173219308257103, 0.4040859540303548]",0.6173219308257103
shame,Someone told me I was chosen for the English lectures because I am good looking. ,anger,"[0.26707564666867256, 0.06142128201706024, 0.08370017570753892, 0.1953230326374372, 0.13102750355998674, 0.12784026625255743, 0.1860324845959743]",0.26707564666867256
shame,Not doing well in the examn. ,shame,"[0.6771626720825831, 0.5879170546929041, 0.6197108378012975, 0.6426027119159698, 0.002495588812356194, 0.7624485939741135, 0.7628034949302673]",0.7628034949302673
fear,"Some boys talking about nicknames of the lecturers, and I was too afraid of them to stop them. ",fear,"[0.10133803728967905, 0.32567676482722163, 0.919676661491394, 0.599003255367279, 0.011506407056003809, 0.2570945310095946, 0.46618381639321643]",0.919676661491394
joy,Found out my wife is pregnant. ,joy,"[0.25632077952226, 0.10564010854189594, 0.1785206732650598, 0.3217700698102514, 0.4822654177745183, 0.08276858987907569, 0.1321771964430809]",0.4822654177745183
joy,My boat running into another boat. ,guilt,"[0.606180394689242, 0.4871779928604762, 0.6137354820966721, 0.8447457750638326, 0.012185498528803388, 0.5510853196804723, 0.564394493897756]",0.8447457750638326
anger,Punished by a leader. ,guilt,"[0.738387922445933, 0.5233641515175501, 0.6264221767584482, 0.8071177254120508, 0.009338723573212823, 0.36186534942438203, 0.7976018289724985]",0.8071177254120508
sadness,My teacher's death. ,sadness,"[0.39132551352183026, 0.42480731879671413, 0.5781621138254801, 0.5150831301386157, 0.0025029220657112696, 0.732145701845487, 0.14815017394721508]",0.732145701845487
disgust,Saw a mate bribing the leader. ,guilt,"[0.21115746473272642, 0.17889648396521807, 0.11644249130040407, 0.6141220480203629, 0.0284769997621576, 0.06510325016764303, 0.2531168262163798]",0.6141220480203629
shame,Insulted by a woman in public. ,shame,"[0.6995506435632706, 0.5792233049869537, 0.27502597123384476, 0.41720309605201084, 0.004212221858324483, 0.32592039454417926, 0.9000017543633779]",0.9000017543633779
disgust,Fight with my mate after a quarrel. ,anger,"[0.8838676412900289, 0.491370373715957, 0.10463895710806052, 0.4982508635148406, 0.02416569798757943, 0.1761815208204401, 0.2520001803835233]",0.8838676412900289
joy,Receiving a nice present from my parents. ,joy,"[0.0018065535308172305, 0.0013498786914472778, 0.0034499868634156883, 0.05395833104072759, 0.8740312059720358, 0.0017487040798490245, 0.013617884833365679]",0.8740312059720358
