labels,text,feels_emo,prob_feels_emo,prob_max
disgust,When people/press analyze a particular newsworthy item (CAL Football team) which I am a member and can only see the situation in a bad light and always put the team down. ,anger,"[0.9381635, 0.87383527, 0.75975573, 0.7957936, 0.00024578391, 0.89616287, 0.7890927]",0.9381635
shame,"Recently, some friends and I had too much to drink while on a foot-ball road trip to USC. We trashed our hotel room and I felt ashamed when the maid walked in the next morning. ",shame,"[0.9023321, 0.97821814, 0.7235061, 0.9930661, 0.00074805465, 0.9652365, 0.9959215]",0.9959215
guilt,I felt guilty when I mislead a person into thinking he was a close friend when that person was more of a casual acquaintance. ,guilt,"[0.061541554, 0.010308237, 0.54081935, 0.9963127, 0.00010993914, 0.93798834, 0.98489815]",0.9963127
joy,Getting my accentance letter from CAL. ,fear,"[0.24991629, 0.08148149, 0.8415364, 0.28281575, 0.35581538, 0.36453348, 0.027159344]",0.8415364
fear,One summer when I was camping with friends they devised and elaborate plan to scare me by having our camp attecked by a wild animal (one of them) and then convincing the campground was the home of a satanic organization. ,fear,"[0.7295226, 0.4633159, 0.9805413, 0.48170602, 0.00041811695, 0.3013568, 0.34885457]",0.9805413
anger,I went out dancing and found my boyfriend kissing another girl. ,anger,"[0.9586175, 0.88035685, 0.91625065, 0.915263, 0.01891962, 0.9319982, 0.83994323]",0.9586175
sadness,At the end of my senior yr. in high school I found out that a friend of mine I knew had cancer had been diagnosed as terminally ill. ,sadness,"[0.689725, 0.6699078, 0.90869784, 0.6944725, 0.000987187, 0.93737924, 0.3850519]",0.93737924
disgust,Sitting in the dorm when the guys were verbally reading letters in Penthouse. ,fear,"[0.7624828, 0.72890705, 0.91266006, 0.7691621, 0.033293918, 0.53071094, 0.5935703]",0.91266006
shame,I slipped on butter one evening in the Dining Commons landed on my rear causing my tray also to land on the floor. ,fear,"[0.49956402, 0.5683678, 0.83350986, 0.71696854, 0.0020924422, 0.45924044, 0.71824515]",0.83350986
guilt,A person I was attracted to walked me home in the rain and got sick. ,sadness,"[0.051565904, 0.087568015, 0.4241546, 0.489437, 0.0004133636, 0.6331089, 0.25609782]",0.6331089
joy,Today I did a lot better on my architecture project than I expected. ,joy,"[0.06754477, 0.005634295, 0.33522412, 0.084978804, 0.8624958, 0.037818775, 0.003048051]",0.8624958
fear,When I was little I lost control of my bike and started to go into a buay intersection but my neighbor stopped me just in time. ,fear,"[0.3863445, 0.31518295, 0.91722745, 0.56752366, 0.0520696, 0.46365613, 0.398147]",0.91722745
anger,"This summer I got into a fight with one of our patrons (at a theatre). He hit me and I hit him and her friend, he hit my friend and we all hit eachother. ",anger,"[0.9508081, 0.56368756, 0.65629715, 0.77298635, 0.0015604226, 0.61107945, 0.63094753]",0.9508081
sadness,This monday I took a Math BS test and flunked for the second time. ,anger,"[0.9061996, 0.8628188, 0.833002, 0.8702884, 0.0008029026, 0.88971525, 0.9049836]",0.9061996
disgust,When I found out the CIA was mining Nicaraguan harbors. ,anger,"[0.9716508, 0.9454668, 0.93252665, 0.81443703, 0.0064369193, 0.7651655, 0.76067305]",0.9716508
shame,A month ago I turned in an English paper in late after I had already had a previous paper late and promised not to do it again. ,guilt,"[0.8528725, 0.6700639, 0.7973727, 0.88512474, 0.0057757236, 0.6530786, 0.76518136]",0.88512474
guilt,I forgot my mother's and sister's birthdays (they fall on the same day). ,guilt,"[0.8069873, 0.7102671, 0.834225, 0.92926776, 0.00317676, 0.86760587, 0.86962813]",0.92926776
joy,When I received a letter of acceptance to CAL. ,joy,"[0.29310906, 0.16079263, 0.81895226, 0.31037882, 0.85111976, 0.5077722, 0.07365518]",0.85111976
fear,A time when I was very afraid of something was when I broke my father's antique lamp. ,fear,"[0.6437378, 0.31997064, 0.99704117, 0.77582014, 0.00049098156, 0.5244047, 0.60540533]",0.99704117
anger,When someone told a secret I told them not to tell. ,fear,"[0.23159796, 0.32778004, 0.96711224, 0.29789793, 0.0041742185, 0.3029965, 0.28675646]",0.96711224
sadness,When my mother was very sick and almost died. ,fear,"[0.69115204, 0.5151295, 0.94488823, 0.7386783, 0.022345563, 0.86865354, 0.3764917]",0.94488823
disgust,When I saw President Reagan get elected. ,fear,"[0.49019623, 0.36039788, 0.8729358, 0.42467687, 0.43852267, 0.61285675, 0.14513046]",0.8729358
shame,When I failed some tests my first year at CAL. ,fear,"[0.7701161, 0.6350897, 0.85758066, 0.736659, 0.0053636036, 0.7515963, 0.746035]",0.85758066
guilt,When I stole something. ,guilt,"[0.9092247, 0.69885474, 0.4636233, 0.92504066, 0.0074035567, 0.6607284, 0.8398865]",0.92504066
joy,I gave my mom a gift she wanted for years. I raflected her joy. ,joy,"[0.03818579, 0.0034204554, 0.49386963, 0.22844373, 0.9149192, 0.02354892, 0.014665232]",0.9149192
fear,Walking through campus at night a squirrel jumped in front of me. ,fear,"[0.8677079, 0.6645217, 0.97252595, 0.62711215, 0.061921496, 0.7416862, 0.5143075]",0.97252595
anger,After a long trip in my dad's van without incident I stopped to fill the tank with gas and dented the side of the van against the pole. Then my cars electrical system would not work when I tried to drive home from his house. ,anger,"[0.8863591, 0.48071682, 0.7465289, 0.7792644, 0.0023873297, 0.57921696, 0.4328955]",0.8863591
sadness,"At one point in a relationship, my boyfriend was seeing an old flame more than me. At our confrontation tears were shed. ",sadness,"[0.8018878, 0.5864967, 0.8053983, 0.8438325, 0.0034089587, 0.9369789, 0.6084429]",0.9369789
disgust,When a skunk invaded camp. ,fear,"[0.77699554, 0.80789226, 0.971797, 0.560362, 0.0036389127, 0.6178743, 0.38371024]",0.971797
shame,I made an unkind remark about the ethnicity of some friends without realizing it. ,guilt,"[0.7416978, 0.571475, 0.7527282, 0.77519494, 0.00029892047, 0.5745074, 0.6049022]",0.77519494
guilt,I mangled the side of my dad's van on a fence. I did not realize the extent of the damage until he showed it to me the next day. The shock on my face was genuine so a friend interceded with a good excuse which I did not deny. I never clarified the situation. ,guilt,"[0.7544301, 0.40152818, 0.69752485, 0.85056907, 0.03506842, 0.5376023, 0.49732947]",0.85056907
joy,When I finally got a job after days of wondering whether I would be hired or not and counting on the money that it would bring. ,joy,"[0.2563752, 0.15981129, 0.59399104, 0.36356562, 0.595572, 0.4169712, 0.10839517]",0.595572
fear,When I had to walk home in the dark for the first time. ,fear,"[0.8044822, 0.7536547, 0.9676275, 0.72320825, 0.0034234165, 0.9318115, 0.6379126]",0.9676275
anger,"A time when, as part of my work, I was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too. The whole trip was a waste. ",anger,"[0.83706856, 0.7792891, 0.69647706, 0.7169107, 0.005406418, 0.7551896, 0.7127128]",0.83706856
sadness,When my boyfriend said he did not want to see me anymore (which turned out to be untrue). ,fear,"[0.921634, 0.6853504, 0.97929275, 0.8520019, 0.0037111014, 0.95529413, 0.7396973]",0.97929275
disgust,When my roommate forgets to flush the toilet. ,fear,"[0.8894512, 0.8073287, 0.89282995, 0.75650454, 0.0050429706, 0.8078708, 0.7043403]",0.89282995
shame,When I did poorly on a test and I knew that there wasn't an excuse for not doing better. Made mistakes I could not believe I made. ,anger,"[0.82604796, 0.6894765, 0.5912246, 0.7199808, 0.01231591, 0.79444677, 0.65072066]",0.82604796
guilt,Remembering (at the time I did not feel guilt) in recent yrs. how angry I would get when I was babysitting my new brother and he would not stop crying. I did not do anything harmful or shocking. But I feel guilty for treating him the way I did especially since I adore him now. That's why I spoil him now. ,guilt,"[0.97196364, 0.36390495, 0.8693176, 0.99565566, 0.026398325, 0.95863706, 0.8504251]",0.99565566
joy,Yesterday when I received a B on a history midterm. I felt overjoyed after having received C's previously. ,joy,"[0.0023970548, 0.00033540928, 0.25630087, 0.0018309733, 0.9956689, 0.0014530716, 0.00046804067]",0.9956689
fear,"When I began school at UC. The pre-enrollment the classes, and the question of success really scared me. ",fear,"[0.3748193, 0.22086497, 0.9941402, 0.3426316, 0.0015877866, 0.5294564, 0.16682506]",0.9941402
anger,A month ago when one of my fellow workers got a promotion over me. It was just a small promotion but recognition was involved. ,anger,"[0.9533355, 0.7799393, 0.6263374, 0.7531252, 0.04371557, 0.93414074, 0.76814884]",0.9533355
sadness,When another fellow worker decided to leave the company. We had been very close and we would not be able to work with eachother any longer. ,sadness,"[0.8028034, 0.6262837, 0.57652587, 0.58681905, 0.0063629043, 0.9204144, 0.50513816]",0.9204144
disgust,Through the media and their presentation of a kidnapped child who was raped. ,anger,"[0.8987421, 0.8803699, 0.8845905, 0.63005805, 0.00021464568, 0.8189741, 0.68042773]",0.8987421
shame,When I had not been accepted to a college which I dreamed of going to. I felt that I had let myself and my parents down. ,sadness,"[0.96306777, 0.7825736, 0.88812584, 0.97650504, 0.00095150893, 0.9897139, 0.9765329]",0.9897139
guilt,I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me. ,guilt,"[0.9439328, 0.7705058, 0.92596054, 0.97381306, 0.02701254, 0.93050545, 0.90987897]",0.97381306
joy,When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country. ,joy,"[0.010520883, 0.000589495, 0.46704105, 0.032309517, 0.965425, 0.006359797, 0.0039185295]",0.965425
fear,"One day before Christmas, I went shopping with my brother and his friend. We had a good time. But on the way home we were almost in an accident because the weather was bad. ",fear,"[0.75679314, 0.44060606, 0.86267865, 0.7567435, 0.38257352, 0.7526379, 0.32316706]",0.86267865
anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me. ,sadness,"[0.8847866, 0.7279439, 0.80052966, 0.37701985, 0.0025814, 0.8958738, 0.33703092]",0.8958738
sadness,"years ago my family decided to move from New York to California. From the time we decided to move until the time we left, I realized how much my friends cared for me. When we left and for a long time after that I was very sad. ",sadness,"[0.5408976, 0.22667292, 0.75469714, 0.5446516, 0.0020649857, 0.98617876, 0.35317713]",0.98617876
disgust,Once when I was babysitting for some neighbors children I found roaches in ther bathroom. I had never seen a roach before but I called my mother to make sure that's what they were. And she came over and checked. ,fear,"[0.47533265, 0.7097545, 0.9670961, 0.56183344, 0.030672409, 0.4672401, 0.25407723]",0.9670961
shame,The first time I slept at my boyfriends house and had to walk down the hall to the shower in front of his housemates. I felt they were judging me. ,fear,"[0.88955194, 0.78397214, 0.9699829, 0.8743827, 0.009580867, 0.8530846, 0.94873065]",0.9699829
guilt,I was at school and afterwards went to work. After work I went to see a friend and stayed out late. when I got home my mother was awake and I felt guilty. ,guilt,"[0.9107973, 0.63255125, 0.87444746, 0.9970872, 0.0014176888, 0.96734756, 0.9862941]",0.9970872
joy,The last time I had sex. ,sadness,"[0.18295962, 0.13221636, 0.32096583, 0.4115289, 0.0035658316, 0.6065743, 0.28665823]",0.6065743
fear,"after getting a fail notice for a math class, I realized I was not doing very well in school in any subject. I began to fear failing a class or two. ",fear,"[0.6488742, 0.66285235, 0.9926588, 0.5892651, 0.0073547787, 0.8295987, 0.6962221]",0.9926588
anger,Physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when I went to find her. ,anger,"[0.9914874, 0.87469876, 0.89251447, 0.9090296, 0.00054453965, 0.80262846, 0.84988886]",0.9914874
sadness,Hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills. ,sadness,"[0.9137514, 0.8737893, 0.90393955, 0.8682036, 0.0007765668, 0.97689056, 0.6662725]",0.97689056
disgust,After learning on the news about this man who killed more than women and habitually copulated into their inert bodies. ,anger,"[0.95339584, 0.91934544, 0.93002, 0.8213067, 0.005214686, 0.9432726, 0.77711856]",0.95339584
shame,I had just masterbated with another boy. ,fear,"[0.39729717, 0.02908928, 0.83245564, 0.46729258, 0.6764405, 0.19709194, 0.009009544]",0.83245564
guilt,Going out with another girl besides my girlfriend and not telling her. ,fear,"[0.8175104, 0.5437214, 0.96831113, 0.78133357, 0.018533645, 0.626976, 0.5956648]",0.96831113
joy,Reading a letter from a close friend who said he missed me and cared for me. ,sadness,"[0.006401373, 0.007209781, 0.11597015, 0.12066535, 0.13341933, 0.7524402, 0.014995754]",0.7524402
fear,Going to CAL not knowing anyone. ,fear,"[0.49897444, 0.5240551, 0.9740258, 0.5291941, 0.0064993934, 0.7336602, 0.6576991]",0.9740258
anger,When a close friend did not write. ,sadness,"[0.65734106, 0.5757694, 0.81705946, 0.5884002, 0.0041021574, 0.8588727, 0.41214424]",0.8588727
sadness,Leaving high school. ,fear,"[0.5265744, 0.38351658, 0.8737389, 0.50969493, 0.30875248, 0.8493233, 0.28323862]",0.8737389
disgust,When my roommate came home at in the morning after sleeping with a guy she did not know because she got drunk. (Se has a boyfriend too). ,fear,"[0.7767775, 0.6879786, 0.86248, 0.7995096, 0.005945211, 0.71149683, 0.6622352]",0.86248
shame,Fooling around with this guy I did not know. ,guilt,"[0.53606266, 0.57844543, 0.63506144, 0.849217, 0.071946025, 0.13276035, 0.6194172]",0.849217
guilt,Not noticing my roommates quietness or a sign of discomfort. ,fear,"[0.080957465, 0.36755902, 0.98275095, 0.6636732, 0.000493884, 0.9077917, 0.40526217]",0.98275095
joy,I went home and visited with my family and friends. ,fear,"[0.056624033, 0.036297664, 0.838742, 0.10862519, 0.38497594, 0.22367877, 0.024448255]",0.838742
fear,Taking a chemistry midterm. ,fear,"[0.37419918, 0.32643735, 0.74065095, 0.43090427, 0.0037911765, 0.33602557, 0.3256872]",0.74065095
anger,While I was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate. ,anger,"[0.869827, 0.711351, 0.78668684, 0.7274802, 0.020972768, 0.64038795, 0.67701936]",0.869827
sadness,I asked a girl out on a date and she said no. ,fear,"[0.88647336, 0.72702277, 0.9829243, 0.7824098, 0.0033075411, 0.923155, 0.737625]",0.9829243
disgust,I was playing a sport in an advanced PE class and many of the people were not advanced. ,fear,"[0.43745756, 0.49012247, 0.7813776, 0.3004353, 0.12151469, 0.28905556, 0.19642764]",0.7813776
shame,I bought a possible answer to a homework problem which was completely inapplicable to the question due to my not having read about the subject matter. ,guilt,"[0.765222, 0.70973486, 0.75456464, 0.8514194, 0.0017239132, 0.563489, 0.79200065]",0.8514194
guilt,Lately I've felt guilty because I'm folling behind in my classes and not studying much. ,guilt,"[0.043833055, 0.27219948, 0.8050788, 0.997361, 0.0002998478, 0.9419427, 0.9780262]",0.997361
joy,Returning to school and rejoining my girlfriend after months of separation from summer. ,fear,"[0.4407141, 0.12029462, 0.79190975, 0.5904953, 0.4616075, 0.71475077, 0.20811921]",0.79190975
fear,Waiting for my girlfriend to come from her apt. to mine. She was very late and I thought something awful had happened. ,fear,"[0.89457035, 0.60788673, 0.9558851, 0.8492232, 0.0038177206, 0.9405464, 0.6154196]",0.9558851
anger,I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not. ,sadness,"[0.83546996, 0.63018787, 0.7544404, 0.64756393, 0.055419456, 0.86246794, 0.5298957]",0.86246794
sadness,Finding out that my grandfather had died. He lived in England and I had not seen him for years. ,sadness,"[0.80918217, 0.659139, 0.9090471, 0.67536134, 0.109384835, 0.98635846, 0.6830706]",0.98635846
disgust,Cleaning the bathroom of my apt. and realizing my roommate who had lived there all summer by himself had never cleaned the place. ,guilt,"[0.7714054, 0.71749985, 0.8166688, 0.88551384, 0.1079412, 0.8392391, 0.73369133]",0.88551384
shame,Doing poorly on an exam that I thought I should do well. ,sadness,"[0.95879877, 0.9158241, 0.8231374, 0.9526238, 0.0004261451, 0.9863179, 0.97402114]",0.9863179
guilt,Criticizing my mother when she refused to drive with the radio on. I told her that I thought she wasn't intelligent enough to cope with the radio. ,fear,"[0.9284339, 0.75557727, 0.97769165, 0.86358845, 0.0069033513, 0.74789494, 0.70867497]",0.97769165
joy,"My boyfriend and I were getting dressed up and putting make-up on to go to a Halloween Party. We were dressing up to be two mimes. It was very enjoyable and I thought we looked really good, it was an accomplishment. We were alone in his house. ",joy,"[0.06656587, 0.013718094, 0.35984692, 0.14550993, 0.96604675, 0.05623674, 0.01483323]",0.96604675
fear,I needed a recommendation for something. I decided that the best person to get one from was a professor who I had never talked to before. I felt a lot of fear going up after class to ask him to recommend me considering he had never heard my name before. But I did. ,fear,"[0.26466444, 0.2444696, 0.99209374, 0.43466666, 0.009290155, 0.47587556, 0.3694423]",0.99209374
anger,"I had been searching for housing for Fall at UCB and I was finally offered a place - then an ordeal followed, first I accepted then refused - related to my parents judgment (they're paying for me). Turns out that I was so upset at what my Dad said to me that I hung up on him. He called back and threatened to cut me off financially and emotionally. ",anger,"[0.97279155, 0.78349394, 0.9666853, 0.889281, 0.011242244, 0.9257971, 0.67564684]",0.97279155
sadness,We got news that my (almost) years old brother died while visiting Europe of a cerebral hemorhage. It finally hit me an hour after we saw his corpse in the coffin. It felt like a door between himself and everything had closed and locked forever. ,sadness,"[0.93051136, 0.8130979, 0.91030234, 0.85340875, 0.0029167926, 0.9903087, 0.69263613]",0.9903087
disgust,I was reading in the paper the feature on Henry Lucas who claims to have killed people. He was a recreational killer and a necrophiliac and zoophiliac. He has raped and beaten many women and killed men too. ,fear,"[0.562082, 0.5844826, 0.6568245, 0.34240857, 0.006555995, 0.45247436, 0.36361897]",0.6568245
shame,The people on my floor last year were very close. This year of our best friends live together in an apartment. My boyfriend and I dropped by on one of their birthdays and stayed for dinner. Two other people had already been invited and I felt uncomfortable and unwanted. Then I realized I was the one who always called them and they rarely call me. ,sadness,"[0.85486794, 0.64705825, 0.87271583, 0.85429466, 0.014011661, 0.9366184, 0.7513044]",0.9366184
guilt,I was talking to my mom on the phone and she told me that she had just gotten an award that day in front of all these people and she asked me if I wanted her to send me the article in the temple newsletter to me. I said no very quickly and felt guilty for not being more interested and hurting her feelings. ,guilt,"[0.88780737, 0.71372193, 0.9720391, 0.99702233, 0.022897819, 0.96013147, 0.98061544]",0.99702233
joy,When I found our my mother didn't have cancer. ,fear,"[0.40042552, 0.3276352, 0.8846737, 0.586835, 0.8505386, 0.78606, 0.18056424]",0.8846737
fear,I was alone and someone tried to break in from our back door. ,fear,"[0.66667306, 0.52628356, 0.93761325, 0.5172751, 0.00093601976, 0.61193216, 0.44806594]",0.93761325
anger,When some friends betrayed my friendship. ,sadness,"[0.9627384, 0.84038204, 0.836242, 0.8496342, 0.0010268374, 0.97000366, 0.8157911]",0.97000366
sadness,When I did bad on a chamistry midterm which I could have done well. ,sadness,"[0.9544496, 0.88111246, 0.79535437, 0.9270149, 0.0012859373, 0.97217226, 0.91399664]",0.97217226
disgust,"When an employer of my younger sister ( yrs) made a ""pass"" at her. ",anger,"[0.8989738, 0.7651054, 0.88633215, 0.6769672, 0.0041390127, 0.8315483, 0.64218074]",0.8989738
shame,Defying my parents and staying out all night when I wasn't supposed to. ,guilt,"[0.878177, 0.69676, 0.9014565, 0.93672717, 0.014917444, 0.7645348, 0.7894964]",0.93672717
guilt,Yelled at my parents for not buying me a car like other parents. ,anger,"[0.99277157, 0.83555675, 0.91086435, 0.88140684, 0.003111069, 0.7325509, 0.84836143]",0.99277157
joy,"Riding home from school after completing two midterms in two days, and feeling I did well on them. ",joy,"[0.003482302, 0.0007149308, 0.5386026, 0.011545541, 0.8425517, 0.020739498, 0.0012470519]",0.8425517
fear,Occured while preparing for a midterm in Social Welfare that I thought was going to be very hard and felt unprepared for. ,fear,"[0.48640355, 0.43811235, 0.8489916, 0.58817303, 0.00023651324, 0.6854026, 0.4082273]",0.8489916
anger,Argument with roommate over a lock he had put on kitchen cupboard without telling anyone. ,anger,"[0.99132854, 0.43859863, 0.90479827, 0.7255426, 0.00022102175, 0.50311035, 0.3890412]",0.99132854
sadness,Day time robbery of our house. ,fear,"[0.894224, 0.7528005, 0.91612077, 0.67921466, 0.003173606, 0.77894706, 0.7183218]",0.91612077
disgust,Robbery mentioned under sadness. ,sadness,"[0.0016271307, 0.8362105, 0.9782119, 0.9281727, 0.0008109745, 0.9888387, 0.93535054]",0.9888387
shame,Caught lying to my father about a speeding ticket I had received. ,guilt,"[0.79591674, 0.7523182, 0.9099222, 0.94230527, 0.0013157378, 0.6317297, 0.8780882]",0.94230527
guilt,Getting a friend an open container ticket because I got caught speeding. ,anger,"[0.9006305, 0.7622964, 0.8491081, 0.8600958, 0.0020458174, 0.7450197, 0.773509]",0.9006305
joy,When I found out I got accepted to Berkeley. ,joy,"[0.41175973, 0.075291336, 0.7523998, 0.22847076, 0.8808222, 0.45488644, 0.048502583]",0.8808222
fear,"Before I moved away from home, I feared leaving. ",fear,"[0.39868253, 0.09052211, 0.99197537, 0.38165727, 0.002624939, 0.753811, 0.19686003]",0.99197537
anger,"When a friend carelessly broke and object in my parent's house and did not apologize, or pay, or anything. ",anger,"[0.9751227, 0.85622734, 0.78058815, 0.7897862, 0.0027796056, 0.92083377, 0.79852825]",0.9751227
sadness,I felt sadness when my grandfather died. ,sadness,"[0.00040510044, 0.00148552, 0.92147094, 0.1967991, 0.00018059295, 0.9977412, 0.02995835]",0.9977412
disgust,"This person I know lied about how much income his parents made and received money through grants which he did not need. Another person is barely making it, did not lie, and did not receive enough money. ",fear,"[0.45523828, 0.3527164, 0.66292983, 0.61880934, 0.0027312082, 0.27687523, 0.5434116]",0.66292983
shame,After a big fight with my parents. ,anger,"[0.9818923, 0.6668689, 0.8947865, 0.86208487, 0.0010180891, 0.92603636, 0.6497851]",0.9818923
guilt,I forgot about a close relatives's birthday. ,guilt,"[0.4526106, 0.46918413, 0.72428465, 0.84410566, 0.002948179, 0.7170064, 0.6413343]",0.84410566
joy,"On my birthday, my closest friends were here at Berkeley pithched in a lot of money each and bought me ten records to replace some of my records that were stolen. They threw a small surprise party for me too. ",fear,"[0.21295598, 0.14984769, 0.6492396, 0.19592798, 0.60500413, 0.41462582, 0.12183718]",0.6492396
fear,"While skiing in Squaw Valley, I was riding up a chair lift and right when the chair was above a sheer cliff of rocks, the chair lift stopped and all the chairs sagged and everything seemed to creak loudly. ",fear,"[0.8177683, 0.7773748, 0.9587687, 0.56809837, 0.010962186, 0.68653685, 0.5768832]",0.9587687
anger,I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it. ,anger,"[0.9677095, 0.90760106, 0.8741628, 0.89223254, 0.111218795, 0.9656695, 0.92207867]",0.9677095
sadness,My girlfriend wanted to breakup for an indefinite amt. of time. She said that she couldn't commit herself fully to the relationship without going out with other people. I was her first boyfriend. ,fear,"[0.7601643, 0.48420784, 0.9445223, 0.38797167, 0.0023732753, 0.8467301, 0.3221452]",0.9445223
disgust,"I read in the newspaper about a yr. old woman who was found naked and dead along a roadside. It turned out she had had two relatives and who were kidnapped, raped and killed earlier. ",sadness,"[0.80007356, 0.7812731, 0.8888254, 0.5481366, 0.007605492, 0.90547407, 0.41844073]",0.90547407
shame,I went to bed with a girl and the next day she thought it was the start of something serious and I just thought it was fun and I told her I wasn't interested in starting a serious relationship. ,fear,"[0.6951386, 0.47933066, 0.85725534, 0.7274933, 0.04717162, 0.7361707, 0.6511167]",0.85725534
guilt,I dreamed that this girl and I were cuddling in bed when my girlfriend walked in. I really love my girlfriend so I felt guilty and sad. I know that this is a wierd example but the dream and the feeling was clear to me as if it had really happened. ,sadness,"[0.15578842, 0.32701245, 0.8181386, 0.99279803, 0.00029076397, 0.99475765, 0.9488465]",0.99475765
fear,"Being involved in a car accident and having my thumb caught in the glove compartment. My sister and I had a Fear of finally telling my parents, since my sister was the driver. ",fear,"[0.8743835, 0.7136314, 0.99382174, 0.9248818, 0.0056486884, 0.9367685, 0.92079043]",0.99382174
anger,"A co-worker and I had to rush a project. I was only working there for one month and he for some years. Instead of letting me know that he wanted to do the project himself, he went to the superviser and let the superviser tell me to let the co-worker do it himself since he was quicker at it. ",fear,"[0.86297196, 0.6629941, 0.8749949, 0.71624386, 0.0071450854, 0.5880095, 0.6617606]",0.8749949
sadness,Losing a pet chick. Our family had just put the chick outside a few days before and then one morning it was gone. ,sadness,"[0.91104674, 0.8031772, 0.75713915, 0.8883115, 0.0020769346, 0.99444973, 0.7829696]",0.99444973
disgust,NO RESPONSE ,fear,"[0.828184, 0.8872333, 0.9792851, 0.63450676, 0.0030436113, 0.8595773, 0.6921399]",0.9792851
shame,NO RESPONSE ,fear,"[0.828184, 0.8872333, 0.9792851, 0.63450676, 0.0030436113, 0.8595773, 0.6921399]",0.9792851
guilt,Having told a certain lie. ,guilt,"[0.6078302, 0.6054604, 0.8654474, 0.885455, 0.00045304315, 0.5589024, 0.8369995]",0.885455
joy,"I experienced joy at a friend's nd birthday party. We had good food, good liquid, good company, good music, and an overall warm atmosphere. The birthday girl and I communicate incredibly well. I felt very content, warm and inspired just talking with her giving her a neck massage. ",joy,"[0.0019270674, 0.00052685937, 0.06441663, 0.006171603, 0.9884652, 0.005707877, 0.0012343129]",0.9884652
fear,Two summers ago my best friend and I drove into unknown mountains at midnight to pick up my broken car. We told one another horrifically scary ghost/murder stories and succeeded in scaring eachother pretty well - even though somewhere in our heads we knew the fears were unjustified. ,fear,"[0.58358836, 0.4973881, 0.9949818, 0.58139294, 0.007827101, 0.6885211, 0.31718883]",0.9949818
anger,I had just seen my pseudo-girlfriend and our conversation angered me greatly. ,anger,"[0.9974209, 0.98284537, 0.9177662, 0.8491262, 0.00035478745, 0.8944132, 0.90237993]",0.9974209
sadness,My grandfather died thirteen years ago. ,fear,"[0.56561136, 0.54096794, 0.9182004, 0.47391865, 0.030439805, 0.90649563, 0.34661257]",0.9182004
disgust,"When one individual takes advantage of and/or injures another relatively defenseless individual, consciously. I feel disgust mingled with anger. A person on my dorm floor verbally assaulted another person for having a certain religious belief. ",disgust,"[0.99528754, 0.99532676, 0.54847604, 0.1389865, 0.0003673256, 0.4696337, 0.8900343]",0.99532676
shame,I borrowed $ . from a friend and paid him back much later than I had originally intended. ,guilt,"[0.6552547, 0.53126764, 0.84231716, 0.8759307, 0.02534708, 0.654897, 0.7380645]",0.8759307
guilt,I angered a close friend and he was injured. ,anger,"[0.96289074, 0.4816193, 0.7874123, 0.92445195, 0.00012357143, 0.76317155, 0.7310646]",0.96289074
joy,My parents and brother came up over the weekend. We are a very close family. This was my first year away from home. They brought one jacko-lantern with a new design. That is the old joke that we have a great new design - it's always the same. ,disgust,"[0.10525175, 0.23202683, 0.14842936, 0.0758964, 0.022329742, 0.16712691, 0.06589327]",0.23202683
fear,"I was to meet one of my friends (girl) at the library at already dark. She would be walking alone. She was minutes late but I kept waiting, calling her room and other places she could have been. ",fear,"[0.75566304, 0.54220426, 0.8415649, 0.7503416, 0.05274906, 0.8005443, 0.47815707]",0.8415649
anger,While studying chemistry with a friend we became angry with eachother because we were both fed up. ,anger,"[0.9854671, 0.949694, 0.7032284, 0.4130919, 0.00036812277, 0.64128155, 0.38086006]",0.9854671
sadness,I received a letter from my grandmother. She has obviusly suffered a lot from my grandfather's suffering health. She mentioned things she had gotten him and he would never use. ,guilt,"[0.5837666, 0.4521433, 0.8766395, 0.91965616, 0.019579377, 0.9173864, 0.38077244]",0.91965616
disgust,One of my good friends told people something I had told her in confidence about someone else. ,fear,"[0.6510387, 0.476499, 0.8474608, 0.60905814, 0.017202882, 0.3623947, 0.48384705]",0.8474608
shame,I wanted my boyfriend to stay when he didn't. He stayed but when he left I felt ashamed because I should have let him leave when he wanted. I was too selfish. ,shame,"[0.95534384, 0.9679878, 0.8943937, 0.9958941, 0.0020983168, 0.9909506, 0.99763477]",0.99763477
guilt,"At a party, I started talking to a guy I had seen in one of my classes. My boyfriend felt awkward and left to talk to a friend but kept on looking at me as I talked. ",fear,"[0.28241172, 0.28921458, 0.94928014, 0.4291631, 0.25421542, 0.43847328, 0.2683811]",0.94928014
