labels,text,emotion,prob_emotion
anger,"I was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile, non co-operative guests. I felt frustation - bordering on anger. ",anger,"[0.7643599450588227, 0.4256962679326534, 0.04908490593079477, 0.5069085620343685, 0.08900857151020318, 0.24626608335529454, 0.22081841905601324]"
disgust,"A railways officer, when asked by the ticket checker to produce his tickets, got very aggressive and started abusing and using his authority in a very wrong way. ",anger,"[0.9101259589195252, 0.7710100531578064, 0.5041090607643127, 0.689198425412178, 0.10807685181498528, 0.27743010967969894, 0.5903710663318634]"
shame,"[ I am quite shameless, not applicable. ] ",shame,"[0.2537427365779877, 0.1833924189209938, 0.06915462240576745, 0.4014242205768824, 0.15355979949235915, 0.13106500916182995, 0.6353004574775696]"
joy,When I was successful at my work I was full of joy. ,joy,"[0.0011274641030468047, 0.0005752193683292717, 0.007554584741592407, 0.2530395029811189, 0.9697630524635314, 0.0011540564883034676, 0.11246684666257352]"
fear,When I was treated improperly by someone. ,guilt,"[0.8301284432411193, 0.8312959909439087, 0.5946101725101471, 0.8978696227073669, 0.05794088528491557, 0.7518917173147202, 0.847140109539032]"
anger,"[ When bad and disgusting language is uttered by people, or when someone tries to show what is beyond his own capacities. ] ",disgust,"[0.8674100041389465, 0.9264711380004883, 0.7352704286575318, 0.6713383466005325, 0.018532520486041905, 0.33920873142778873, 0.8341072797775269]"
sadness,"[ I missed my twin when I was on the verge of being thrown, which I disliked. ] ",sadness,"[0.6053869307041169, 0.685413447022438, 0.7598002910614013, 0.7126192927360535, 0.06295357206836343, 0.978760302066803, 0.4480100631713867]"
disgust,"When Kanishka was blown up, I really felt disgusted at people killing each other. ",disgust,"[0.826531445980072, 0.9301705837249756, 0.21250516623258592, 0.5638580590486526, 0.17304665700066835, 0.25143873755587265, 0.9026277780532836]"
joy,When I received the best actor award at the inter-college drama competition. It gave me tremendous joy and satisfaction which lasted for several days. ,joy,"[0.0010150454472750425, 0.0005202990956604481, 0.009438670374220238, 0.20531064535025506, 0.9756260633468627, 0.0007284813618753105, 0.0323805661406368]"
fear,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory. ,fear,"[0.580778306722641, 0.43998163342475893, 0.9667408108711243, 0.7206204235553741, 0.12465502922423184, 0.9594258666038513, 0.5372908800840378]"
anger,"When an acquaintance of mine beat up another person for no just reason, and thus showed off his power. ",anger,"[0.9001782536506653, 0.8607119441032409, 0.5924227178096771, 0.7790864825248718, 0.13385788425803186, 0.7067858576774597, 0.6291246831417083]"
sadness,When a friend of mine died in a hiking accident. I was not present there and only got the news later. ,sadness,"[0.502009642124176, 0.6146980345249176, 0.7720861077308655, 0.7437531769275665, 0.11650733968708664, 0.9592005163431168, 0.5554181039333344]"
joy,I felt this emotion when my name was announced on the radio that I had been selected to come to Lilongwe School for Health Sciences to take a training course as a Medical Assistat. ,joy,"[0.0964580848813057, 0.06382790990173817, 0.12560919746756555, 0.170588181912899, 0.5590503990650177, 0.0978371212258935, 0.10873539447784424]"
fear,I felt the above condition when I took my brother's bicycle to a market and unfortunately the bicycle was stolen and I didn't know how I could tell the owner about the stolen bicycle. ,sadness,"[0.5672565162181854, 0.42770368456840513, 0.6582416951656341, 0.6267886102199555, 0.009155022678896785, 0.8594353049993515, 0.6004817306995391]"
anger,I felt angry when my only pair of trousers was stolen and could not be able to find out who the thief was or anyone who knew about the story. ,anger,"[0.9605601906776429, 0.495806947350502, 0.005676594818942249, 0.5329495672136545, 0.04331283217761665, 0.012640376546187326, 0.25948804169893264]"
sadness,I felt sad when my dear friend was needed from training school due to his failure in a number of subjects and simply didn't know what he had to do. ,sadness,"[0.0010240256669931114, 0.003764485742431134, 0.021181425207760184, 0.5368937462568283, 0.11231265311362222, 0.9932878762483597, 0.3766507402062416]"
disgust,I felt the emotion when I entered a certain ward in the hospital to visit my relative who was sick. ,sadness,"[0.21741868555545807, 0.22797482907772065, 0.35495256185531615, 0.23091054260730742, 0.3260480761528015, 0.5285385027527809, 0.1954641491174698]"
shame,I felt the above condition when I was found in a house playing with another man's wife where I was asked questions and I was unable to answer. ,guilt,"[0.2813135743141174, 0.233179073035717, 0.49334301352500914, 0.5908255338668823, 0.06685012616217137, 0.2211092747747898, 0.5875424385070801]"
guilt,I felt the emotion when I fought somebody who was drunk and tried to disturb us while we were having meals. ,anger,"[0.5445403397083283, 0.33387874662876127, 0.07305270060896873, 0.4217818923294544, 0.16808975785970687, 0.04546697193291038, 0.08698843345046044]"
joy,"When I was at school, no one thought I could pass my MCE so at the end of the year my name was announced on the radio that I had passed. I was the happiest person. ",joy,"[0.0006533534731715917, 0.0003909025515895337, 0.0062978302361443635, 0.29369520844193175, 0.9677730321884155, 0.0007762571767671034, 0.1689050055691041]"
fear,I was living with my brother and one day he went away on business and I was left alone to look after the house and the property. At night thieves came and wanted to break into the house. ,fear,"[0.9158199071884155, 0.8409105658531189, 0.9650205254554749, 0.8954739332199096, 0.10586016969755292, 0.9075762778520584, 0.8572371959686279]"
anger,My young brother took my wristwatch in my abscence and sold it to his friend at a cheaper price. ,sadness,"[0.894498884677887, 0.8699089288711548, 0.7610384702682496, 0.9059500694274902, 0.15263786241412164, 0.93281190097332, 0.8917588710784912]"
sadness,I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she'd visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital. ,sadness,"[0.005476663308218122, 0.016346996556967495, 0.18265482550486922, 0.7587680459022522, 0.23458290403941645, 0.9894540905952454, 0.25303914546966555]"
disgust,"One of my best friends was found lying flat on the road because he was drunk and was taken by the police and put in a cell. I went to see him the following morning, the place was really a mess and was smelling badly. I didn't like it. ",sadness,"[0.8354800939559937, 0.8610795021057129, 0.7966344952583313, 0.8307841777801513, 0.04955696305260062, 0.9130089730024338, 0.8268397927284241]"
shame,It was my father's birthday party when I was asked to bring a tray of tea and other drinks. ,joy,"[0.5382898956537246, 0.268064484000206, 0.3342250049114227, 0.6792048454284668, 0.6904101848602295, 0.3439493402838707, 0.649781447649002]"
guilt,One day I took my playmates to the river to swim and play. One of them was epileptic so he drowned into the water. I felt guilty because it was me who took them there. ,guilt,"[0.0478843430057168, 0.3406011678278446, 0.3897193133831024, 0.9636364817619324, 0.10702113907318563, 0.9505699872970581, 0.6573988318443298]"
joy,When I was accepted to study at this school I was very happy. ,joy,"[0.0009434598498046399, 0.0006552232895046473, 0.0021121688769198954, 0.2822412466397509, 0.9539973855018615, 0.000976531591732055, 0.08469324515899643]"
fear,I was moving in the graveyard at . pm one day and was griped by fear because I was told that ghosts detain people moving there at night. ,fear,"[0.0028938139090314507, 0.07984538236632943, 0.9860980033874511, 0.34659707807004453, 0.07009237387683243, 0.009869016706943512, 0.14630640498362482]"
anger,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face. ,anger,"[0.9717413783073425, 0.7895994901657104, 0.830431866645813, 0.7733138620853424, 0.033600613847374915, 0.212247421965003, 0.7311341166496277]"
sadness,It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi. ,sadness,"[0.002516276924870908, 0.0243288685567677, 0.020526328589767218, 0.5165937930345536, 0.013778523221844807, 0.9932317286729813, 0.45916896462440493]"
disgust,In Ward A was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected. Few people could come near him. ,disgust,"[0.7425126492977142, 0.8596364736557007, 0.7041808247566224, 0.6277826189994812, 0.1243580212816596, 0.7424470037221909, 0.735213327407837]"
shame,An out-patient asked me to read for him a certain prescription but I was unable to do so. The patient was dissappointed and lost hope in me. ,sadness,"[0.4501017153263092, 0.24647496007382869, 0.15000370098277926, 0.6879716277122497, 0.13199734217487274, 0.8546227514743805, 0.6059447184205056]"
guilt,It is some years ago when my mother found me stealing relish in the pot. It was fresh fish which was very appetising. ,guilt,"[0.7271311402320861, 0.13798747833352537, 0.3039441332221031, 0.9230733036994934, 0.2771610297262669, 0.3538293391466141, 0.7945883393287658]"
joy,It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant. ,joy,"[0.17537497580051423, 0.04128875024616718, 0.20011698827147484, 0.3781228244304657, 0.8377945899963379, 0.10235879756510258, 0.07895256355404853]"
fear,In March I was busy studying during the night I could only sleep two or three hours only for fear that I would be weeded and sent back. ,fear,"[0.6618244707584381, 0.3542763963341713, 0.9803025722503662, 0.7688786149024963, 0.08615799825638533, 0.2258947417140007, 0.756689453125]"
anger,I once caught a letter in my girlfriend's handbag from a certain man. I felt anger. ,anger,"[0.9020730495452881, 0.7527973651885986, 0.00440839861985296, 0.4893825969658792, 0.1844852306181565, 0.12060819391626865, 0.20755559077952057]"
sadness,I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training. ,sadness,"[0.8247921705245972, 0.6321231484413147, 0.6950425148010254, 0.7973101139068604, 0.09065251089632512, 0.8788664042949677, 0.7766476273536682]"
disgust,"The time I went to see one of my girlfriends at Area I found that she was not there but in the room she was sleeping, in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in it so I didn't stay any longer. ",disgust,"[0.7109024465084076, 0.8110539793968201, 0.7060965299606323, 0.7475288867950439, 0.0863110788166523, 0.7154170721769333, 0.7309725165367127]"
shame,It was last week on Sunday that I was walking with my girlfriend along Kawale road going to town so I tried to stop a car for a lift and the driver didn't stop and I felt shame because people were looking at us. ,shame,"[0.024478673934936523, 0.6740241825580597, 0.07888996563851833, 0.8807828068733216, 0.026242656738031656, 0.6062831413000822, 0.9857235074043273]"
guilt,"I was once called in court in Zemba Traditional court to answer a charge of impregnanting a young lady, I felt guilty for she had some letters which I used to write her as an exhibit in court. ",guilt,"[0.09018999449908734, 0.44382936507463455, 0.5025849133729935, 0.9144753217697144, 0.1644959906465374, 0.8535203784704208, 0.842745840549469]"
joy,There was joy in me when I heard that I was to take a course as a Medical Assistant. ,joy,"[0.0005153658275958151, 0.0003396864631213248, 0.0013656851020641624, 0.14673913080478088, 0.9571834444999695, 0.0004125177874811925, 0.0066145076823886486]"
fear,When I saw a dead body in the mortuary I became afraid and I was filled with fear. ,fear,"[0.007285700598731637, 0.49144505709409714, 0.9879063844680787, 0.556218383461237, 0.1483537274878472, 0.15228833770379424, 0.3512058086693287]"
anger,A certain Area Party Secretary came home in the morning and said we had to leave our home and build somewhere and the reason being that they wanted to establish a market. The Chairman knew nothing about it and was very angry. ,anger,"[0.8985283970832825, 0.6049824059009552, 0.013994127279147506, 0.3957729145884514, 0.0908909146557562, 0.22178330206952523, 0.12588629890233277]"
sadness,I was so sad when I heard that my Uncle had passed away. He was the only man who was supporting my parents as well as myself. ,sadness,"[0.0009649379760958254, 0.0007285950938239694, 0.035317536839284, 0.5438032999634743, 0.1557418661133852, 0.9971520304679871, 0.19274079063907265]"
disgust,I was disgusted with my girlfriend's behaviour. She was going out with other boys who were also my friends. ,disgust,"[0.9844385147094726, 0.9903310775756836, 0.4018153831362724, 0.7642807126045227, 0.09719281696015969, 0.37438200786709785, 0.929437518119812]"
shame,It was a shameful moment when I heard that I had failed my Primary School leaving Certificate Exam in . My girlfriend was there when the news was released. ,shame,"[0.058980086073279384, 0.8960396409034729, 0.36804395765066145, 0.9299068808555603, 0.006895725580397994, 0.799998551607132, 0.9913799881935119]"
guilt,I took Pharmacology books from my friend's desk without permission and I was found guilty. ,shame,"[0.7690189003944397, 0.7157201290130615, 0.6641627192497254, 0.8638235092163086, 0.035865701735019684, 0.7123511582612991, 0.8952083349227905]"
joy,"When I was in Form , at Secondary School, I was elected as a school Library Assistant and also the leader of Catholic Students, so I felt very joyous. ",joy,"[0.001415553200058639, 0.0007444349466823041, 0.002239809138700366, 0.06818927589338272, 0.9670644521713256, 0.0011758204054785892, 0.056439838703954595]"
fear,I broke my Uncle's Radio player accidentally and so I feared that he was going to cut me off from going to his house as well as playing it again. ,fear,"[0.846353042125702, 0.6234919667243958, 0.9949298739433289, 0.9504181981086731, 0.10426320084370673, 0.920137956738472, 0.9055877923965454]"
anger,It was in March when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch I got angry when he was telling me but the anger didn't take long to fade. ,guilt,"[0.6780015021562577, 0.17289944179356098, 0.013665187242440879, 0.7022978663444519, 0.13940354840597138, 0.02413431747118011, 0.2981380712240934]"
sadness,"When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away. ",sadness,"[0.011555002955719828, 0.0662548671476543, 0.19929930567741394, 0.702791941165924, 0.07203957949532196, 0.9935143440961838, 0.36511407792568207]"
disgust,I was disgusted with the behaviour of one of my fellow students during my Secondary School life. He was a habitual noise-maker and caused great conflicts with the teachers. ,disgust,"[0.9457721710205078, 0.9656806230545044, 0.15705214142799379, 0.5958768784999847, 0.06790097265038639, 0.266163646010682, 0.7311165392398834]"
shame,"I remember when I was in Standard , I failed one of the terminal tests and I told my parents that I had passed but after they found out from the class teacher that I had failed, I was proved a liar. ",shame,"[0.7955893278121948, 0.7442058682441711, 0.785762894153595, 0.9347535490989685, 0.0924060894176364, 0.8426396250724792, 0.9393938422203064]"
guilt,Sometime back I came across a certain man who was badly beaten by some people because he was found raping the wife of the village headman. ,anger,"[0.9047264456748962, 0.9022937178611755, 0.8418220281600952, 0.8719051837921142, 0.17928250059485434, 0.9032061249017715, 0.894883668422699]"
joy,The joy came to me when I heard that I was going to start a Medical course at the Lilongwe School for Health Sciences. ,joy,"[0.0004273882252164185, 0.0002970233268570155, 0.001534670966793783, 0.13984575154609047, 0.9777901411056519, 0.0003956160071538761, 0.13390079996315762]"
fear,The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled. ,fear,"[0.5782494425773621, 0.39151316583156587, 0.8608795285224915, 0.7629608094692231, 0.018696195143274964, 0.19286735821515322, 0.6792983055114746]"
anger,The emotion came when a certain boy opened my locker without my knowledge. ,guilt,"[0.5795380413532257, 0.486647766828537, 0.5062926292419434, 0.7445059657096863, 0.05042697861790657, 0.4993628263473511, 0.5150432109832763]"
sadness,The sadness came to me when I heard that my girlfriend whom I loved so much got married to another man before a rebuff from her. ,sadness,"[0.002108693716581911, 0.03547492902725935, 0.030633686413057148, 0.45047767162323, 0.04548154674703255, 0.9955726861953735, 0.26380121186375616]"
disgust,The emotion came to me when a certain girl who was not polite to her mother hit her sister severely. ,anger,"[0.6103246450424195, 0.5143555521965026, 0.38576977849006655, 0.51755131483078, 0.1434554286301136, 0.5684663206338882, 0.39178070425987244]"
shame,The shame came when I was beaten by my teacher at school in front of boys and girls some of whom were my friends and a girlfriend apart from being classmates. ,shame,"[0.02509054886177182, 0.7565215513110161, 0.11820212341845035, 0.7893652141094207, 0.001897695381194353, 0.18154133576899767, 0.9915325522422791]"
guilt,It was when I discovered that the girl who I had proposed was a friend's girlfriend. ,sadness,"[0.7949036836624146, 0.695850795507431, 0.6883319258689881, 0.7715364813804626, 0.06304729990661144, 0.8766566216945648, 0.8428681850433349]"
joy,When I was told that I was selected to attend Medical Assistant Training. ,joy,"[0.09551730751991272, 0.046984439715743065, 0.25578548908233645, 0.2644291024655104, 0.8675796747207641, 0.11633541993796825, 0.06892255619168282]"
fear,When I was told to attend an operation in theatre. ,fear,"[0.6029690086841584, 0.5696839928627014, 0.8027893662452698, 0.5916972219944, 0.10761672062799335, 0.7082699090242386, 0.5564567983150482]"
anger,This situation happened when my friend John ate my banana which I kept in the cupboard. ,guilt,"[0.8917661190032959, 0.8682841062545776, 0.7257092237472534, 0.9347533583641052, 0.18319856226444245, 0.8661478012800217, 0.8871773600578308]"
sadness,When I was told that my father had passed away. ,sadness,"[0.5057742238044739, 0.6240322411060333, 0.7740295767784119, 0.7106576919555664, 0.20222148597240447, 0.9471400380134583, 0.6685671448707581]"
disgust,This situation occurred when I entered into a smelling ward. ,disgust,"[0.5295588970184326, 0.7040681362152099, 0.6121171593666077, 0.5132780492305755, 0.21883637309074402, 0.3805878311395645, 0.5557408690452575]"
shame,This situation happened when I was found kissing a girl who was my friend's girlfriend. ,guilt,"[0.8435202479362488, 0.7436817765235901, 0.8203670740127563, 0.909868037700653, 0.15135730654001237, 0.772855669260025, 0.8929543137550354]"
guilt,This situation happened when my friend me with a knife which I stole from him. ,guilt,"[0.7713502049446106, 0.7041464924812317, 0.6940507531166077, 0.8677673935890198, 0.1554689086973667, 0.6076321005821228, 0.7315383791923523]"
joy,When my father married a certain lady. The reception was held at Kasungu town Hall. ,joy,"[0.09594149924814702, 0.046827609464526174, 0.20812943987548352, 0.5751970171928406, 0.7661464095115662, 0.1701768571510911, 0.1905572533607483]"
fear,At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone. ,sadness,"[0.1428961418569088, 0.20227594599127768, 0.5183229207992553, 0.10700865164399147, 0.008246902283281088, 0.5263022445142269, 0.03639217689633369]"
anger,I felt angry when I was told that I had not been selected to go to the University. ,anger,"[0.9121921777725219, 0.521271812915802, 0.004352793120779097, 0.4471844345331192, 0.14272111636819318, 0.14197533859987743, 0.4223715183325112]"
sadness,I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise. ,sadness,"[0.002395045943558216, 0.007229176815599203, 0.005121121148113162, 0.7273895859718322, 0.12228405356872826, 0.995059534907341, 0.44024347364902494]"
disgust,I felt disgusted when a certain lady spoke words of sarcasm when I was trying to propose to her. ,disgust,"[0.7834258317947388, 0.943035078048706, 0.06865918096154928, 0.5172888278961182, 0.08344225768232719, 0.24935812398325652, 0.7798847049474716]"
shame,When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend. ,shame,"[0.009356115711852908, 0.6100330404937268, 0.024082212895154952, 0.9033298373222352, 0.06423299501184374, 0.4143867716193199, 0.9768782258033752]"
guilt,I felt guilty when I was given a prize which belonged to someone else. ,guilt,"[0.004290129384025931, 0.18860083119943738, 0.022731014899909495, 0.8934237360954285, 0.13297673857305198, 0.09464052086696029, 0.49569589644670486]"
joy,My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I didn't know that she had come. I couldn't see her. She held my shoulders standing behind me. ,guilt,"[0.18377561271190643, 0.01665325288195163, 0.3410469710826874, 0.5363519966602326, 0.39832134246826173, 0.1613741973415017, 0.4340149164199829]"
fear,I was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch. ,joy,"[0.21227666772902012, 0.03719744943082333, 0.13740305341780185, 0.5178614795207978, 0.8540277361869812, 0.05124695831909776, 0.09476199150085449]"
anger,My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine. ,guilt,"[0.47881102561950684, 0.2850684583187103, 0.4280358076095581, 0.7267030358314515, 0.1620374970138073, 0.6380211114883423, 0.583489328622818]"
sadness,I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws. ,shame,"[0.8735621213912964, 0.8248738765716552, 0.8661454558372498, 0.8982795238494873, 0.07058400819078088, 0.7309767454862595, 0.9444779038429261]"
disgust,I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria. ,shame,"[0.9147713899612426, 0.8274054884910583, 0.8256991982460022, 0.9281380414962769, 0.1864951267838478, 0.6443249136209488, 0.9418418765068054]"
shame,"I had a girlfriend in the same class I was. I did not do well in my Exams, but she did satisfactorily well and was taken into another class leaving me behind. ",sadness,"[0.7364137411117554, 0.44091053754091264, 0.5033620178699494, 0.791139817237854, 0.34475592970848085, 0.874483272433281, 0.7979373216629029]"
guilt,Our Headmaster came to our hostel. The lights were off but there was a lot of noise. We shouted at him when he knocked at our door. We later saw that it was the Headmaster. ,anger,"[0.9473943591117859, 0.7487199544906616, 0.8833516240119934, 0.6695171415805816, 0.30065184235572817, 0.36225347220897675, 0.5956576466560364]"
joy,This happened when I was selected to go to Secondary school to start Form I in October . ,joy,"[0.48594544529914857, 0.28699007332324983, 0.5402246832847595, 0.5376443564891815, 0.833488404750824, 0.4512721076607704, 0.27323868572711946]"
fear,As I was taking venous blood from another patient I introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence I became afraid. ,fear,"[0.004037408670410514, 0.07777982978150248, 0.9025036215782165, 0.7882112503051758, 0.024510902690235526, 0.01928652444621548, 0.0945994230452925]"
anger,My lovely girlfriend double-crossed me and so that I found her chatting with another guy. ,anger,"[0.9619407534599305, 0.6971121907234192, 0.8890829205513, 0.9497767686843872, 0.08462885608896613, 0.9449190199375153, 0.943572175502777]"
sadness,I really became sad when mother passed away while I was very young. ,sadness,"[0.0012412401149049402, 0.0012598212226293982, 0.05045389635488391, 0.4732713609933853, 0.18844162297900766, 0.9950755536556244, 0.18702960833907128]"
disgust,I was disgusted when my brother was arrested because of stealing money. ,disgust,"[0.9567857384681702, 0.9858357548713684, 0.1470340233296156, 0.6458346262574196, 0.09777845760108902, 0.25355106708593667, 0.9162807464599609]"
shame,I was ashamed when my classmates discovered that I fell in love with an uneducated girl. ,shame,"[0.05381887853145599, 0.7288692921400071, 0.5296596869826317, 0.8762770175933838, 0.0931316870264709, 0.5559308975934982, 0.9886699676513672]"
guilt,I felt guilty when I lost K for my friend when he was arrested. ,guilt,"[0.004750146623700857, 0.19435146413743495, 0.022223016526550055, 0.9516133427619934, 0.07667764876969159, 0.39814405143260956, 0.5116708159446717]"
joy,I felt joy when I passed my Malawi School Certificate of Education. ,joy,"[0.0009020576602779329, 0.0005804344022180885, 0.004176146804820746, 0.12049335313495249, 0.9578781723976135, 0.0006894321122672409, 0.012861845933366567]"
fear,When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest. ,fear,"[0.9054280042648315, 0.851600456237793, 0.9567003369331359, 0.7300956845283508, 0.1298641435801983, 0.7697556763887405, 0.598416805267334]"
anger,I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue. ,anger,"[0.9371657490730285, 0.7456623554229737, 0.0024440930457785724, 0.5858119070529938, 0.10370985778281465, 0.013040878751780838, 0.32325367722660303]"
sadness,When I was not selected to go to the University of Malawi I felt very sad. ,sadness,"[0.0023625883972272278, 0.01675609261728823, 0.047944081178866324, 0.45482960939407346, 0.1841649990528822, 0.995048388838768, 0.36971948593854903]"
disgust,When I was presumed to have stolen maize from the school garden. ,shame,"[0.8874394655227661, 0.8513334512710571, 0.9062001705169678, 0.8916048884391785, 0.10313190799206495, 0.8908245414495468, 0.9444426894187927]"
shame,I once proposed my own niece whom I did not know but I discovered after she was my girlfriend. ,guilt,"[0.2627304747700691, 0.14102727361023426, 0.2639700636267662, 0.7407455086708069, 0.5569514572620392, 0.2544097490608692, 0.4831499934196472]"
guilt,"A certain colleague of mine sent me to buy a bag of flour for him, he gave me K. Unfortunately I lost it. ",sadness,"[0.6155571460723877, 0.42476428151130674, 0.6173121392726898, 0.8428785681724549, 0.03232385516166687, 0.8884131014347076, 0.785509216785431]"
joy,When I married my wife and took her home for the first time. ,joy,"[0.009441108349710703, 0.004048252291977405, 0.22594683915376662, 0.43606098331511023, 0.8408283352851867, 0.018077595625072718, 0.1763964479789138]"
fear,When my friend was involved in a car accident. ,sadness,"[0.7431313991546631, 0.6798240840435028, 0.8877766728401184, 0.8112029910087586, 0.07848262460902333, 0.9460484832525253, 0.6867532014846802]"
anger,When I was charmed by my relatives. ,joy,"[0.0017866090638563037, 0.0009493249235674739, 0.0022440736647695303, 0.0900931142270565, 0.903689444065094, 0.00245750934118405, 0.009207860147580505]"
sadness,When my mother died in August . ,sadness,"[0.515298193693161, 0.4732158243656158, 0.5882820665836335, 0.6654119253158569, 0.18766346564516426, 0.9601906090974808, 0.5856714129447937]"
disgust,When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking. ,disgust,"[0.7173293113708497, 0.8763397216796875, 0.736851155757904, 0.6205686926841736, 0.017058480670675634, 0.6650638729333878, 0.6918622016906738]"
shame,When I first failed my standard exams for the first attempt for Form I selection. ,sadness,"[0.8231329441070556, 0.8315327525138855, 0.7910191893577576, 0.8245399713516235, 0.015414495253935456, 0.9243731051683426, 0.9203714966773987]"
guilt,When I had beaten my auntie. ,guilt,"[0.8630931377410889, 0.8295503616333008, 0.529032850265503, 0.8646310925483703, 0.7298369884490967, 0.5450104027986526, 0.7921460628509521]"
joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission. ,joy,"[0.0019754756474867465, 0.0010875146370381116, 0.008559730602428317, 0.035163823049515486, 0.10535188019275665, 0.000961792902671732, 0.007955147512257099]"
fear,I had fear when I was left alone at the bus depot at night. I had problems of how to move to this place. ,fear,"[0.006566462991759181, 0.1032905351370573, 0.9785548686981201, 0.1678604170680046, 0.004503162426408381, 0.026378787821158767, 0.027750975638628005]"
anger,I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions. ,anger,"[0.9806373953819275, 0.8315890669822693, 0.02290993481874466, 0.5651491671800614, 0.1266460473416373, 0.22809521382441744, 0.40467878207564356]"
sadness,I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend. ,sadness,"[0.0016514518589247017, 0.014547287533059717, 0.004615911550354212, 0.6393084079027176, 0.1315831914078444, 0.9958992749452591, 0.38024834990501405]"
disgust,I felt disgust when I saw a friend walking in stagnant water without putting on gum boots. ,disgust,"[0.48404411226511, 0.8366907894611358, 0.17105532614514232, 0.3116700392216444, 0.13979120579897425, 0.25033864978468046, 0.4968974307179451]"
shame,I experienced shame when I failed to keep a promise to meet my friend at the bus depot. He later came and asked me why I had not turned up. ,shame,"[0.004449042212218046, 0.5673970989882946, 0.019503821898251773, 0.6400026112794877, 0.04991619735374116, 0.10763114620931447, 0.982166337966919]"
guilt,I felt guilty of revealing a secret to my in-law. I told her that my brother and I had gone to disconight which is a thing my brother didn't want to let her know. Later my brother was accused of spending a night out. ,guilt,"[0.11032261103391647, 0.4793753564357758, 0.25283882915973666, 0.9744242906570435, 0.04313649700488895, 0.8232028484344482, 0.8431892037391663]"
joy,The joy came when I first proposed a girl at Secondary School. ,joy,"[0.0003957625711336732, 0.00027188045205548403, 0.0007259639678522944, 0.009105172188719734, 0.964495325088501, 0.0004980957601219416, 0.0029293055122252554]"
fear,As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person - fear came. ,fear,"[0.0006936892459634691, 0.3515614147530869, 0.9826472640037537, 0.18986664060503244, 0.010522421431960537, 0.02155891523580067, 0.03461332335136831]"
anger,I was very angry when I heard that my brother was beaten by his friends. ,anger,"[0.9288680553436279, 0.7826393485069275, 0.011259522009640931, 0.5122636836022139, 0.19433552183909342, 0.034393198147881776, 0.23330664299428464]"
sadness,I was very sad when I heard about the death of my teacher who taught me in Standard . ,sadness,"[0.000853210361674428, 0.0009185396949760616, 0.045416550361551344, 0.5149838548153639, 0.20836080880253577, 0.9959757030010223, 0.161630987143144]"
disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was. ,disgust,"[0.23435660414397716, 0.8155588567256927, 0.18389848796650768, 0.6188488841056824, 0.01488129947683774, 0.2508865704294294, 0.7698671102523804]"
shame,I was ashamed when a certain friend of mine I used to move with failed to propose to a lady yet we always said to ourselves no lady can refuse our proposal. ,shame,"[0.0432442924939096, 0.6375144511461258, 0.2685489922761917, 0.9494888305664062, 0.04003834087634459, 0.4046501228585839, 0.9886762022972106]"
guilt,"I felt guilty when one of my secondary teacher left me while I was in Form three, he was the only one who showed love to me. ",guilt,"[0.0018295457819476723, 0.050540909706614914, 0.013747919304296374, 0.9295857071876525, 0.0901646176353097, 0.19501400180161, 0.40161761865019796]"
joy,"My sister gave birth to twins, healthy ones. ",joy,"[0.08189783282577992, 0.01593431308865547, 0.06509926207363606, 0.25369025990366934, 0.8833084344863892, 0.06209993362426758, 0.0664688490331173]"
