labels,text,emotion,prob_emotion
guilt,"A few lies that I had indulged in, a few years ago, while raising loans from my friends. ",guilt,"[0.8188809752464294, 0.7440477013587952, 0.42641571164131165, 0.9725969433784485, 0.1768065858632326, 0.4492332935333252, 0.8526607751846313]"
joy,"After having finished my B. Sc, I was struggling hard to continue my studies and had taken the M. SC exam. I was not sure that I would be selected in the written exam. When I saw my name in the selected candidates list I was overjoyed. ",joy,"[0.0015347375301644206, 0.0008090062765404582, 0.3083937466144562, 0.6995020508766174, 0.9936195313930511, 0.0026010244619101286, 0.0009520874009467661]"
fear,"When I did not get admission in M. Sc after my B. Sc, I felt really bad. When I started my journey to Bombay, after having accepted my uncle's offer to come to Bombay, I was afraid, wondering if I would succeed or not. ",sadness,"[0.033444300293922424, 0.8207715153694153, 0.967445969581604, 0.6015880703926086, 0.0010115631157532334, 0.9678035974502563, 0.3125022351741791]"
anger,"When I was dancing with a dame at a social, one of my friends who was interested in her came and took her away from me. I was really angry with him then. ",anger,"[0.9912458062171936, 0.9716596603393555, 0.4739082455635071, 0.9455147981643677, 0.0011199738655705005, 0.8447641730308533, 0.006431713234633207]"
sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad. ",sadness,"[0.00467123556882143, 0.01239689625799656, 0.3641563951969147, 0.7061796188354492, 0.005499929189682007, 0.9927505254745483, 0.05183432996273041]"
disgust,"After my +, when I did not get admission in B. E I felt disgusted. ",disgust,"[0.9657058715820312, 0.9860915541648865, 0.017089946195483208, 0.7774389386177063, 0.0027161259204149246, 0.980215311050415, 0.35653436183929443]"
shame,"When I was in the th standard, I could not speak English. One day, while talking with my relatives I used a wrong word and my cousin corrected me, believing that I did not know English. I really felt ashamed then. ",shame,"[0.006700504571199417, 0.976216197013855, 0.40490666031837463, 0.7399957776069641, 0.0006668535643257201, 0.9378798007965088, 0.9921488761901855]"
guilt,"When I got low marks in the final year B. Sc exams, I felt guilty as I had not worked hard because I had been roaming around with my friends. ",guilt,"[0.01532187219709158, 0.9487274289131165, 0.06520368158817291, 0.9852884411811829, 0.0009399787813890725, 0.9064801335334778, 0.531147301197052]"
joy,I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure - times. Then finally I got it right by a stroke of luck. ,anger,"[0.8440605401992798, 0.3984389901161194, 0.28872543573379517, 0.0758775994181633, 0.4466644674539566, 0.2292734831571579, 0.5401504039764404]"
fear,"Once I was very frightened at night as I had a very fearful and terrifying dream, I could not go back to sleep for a long time. ",fear,"[0.006218062713742256, 0.5102616548538208, 0.9938353300094604, 0.6696404218673706, 0.0016521218931302428, 0.020914893597364426, 0.0038024019449949265]"
anger,Once I had an argument with my friends and I knew that I was right. My friends went on arguing with me even though they did not know the right thing. ,anger,"[0.9101576209068298, 0.6742722988128662, 0.4641404151916504, 0.8888753056526184, 0.0798522736877203, 0.6816456317901611, 0.7552495002746582]"
disgust,My elder sister forced me to do a few things which I did not like to do. ,disgust,"[0.9566669464111328, 0.9932450652122498, 0.8172056078910828, 0.9181572794914246, 0.014076248742640018, 0.952182412147522, 0.7942873239517212]"
shame,Once I had torn a few pages off a library book and I felt ashamed at this. ,shame,"[0.06594222784042358, 0.9948713779449463, 0.38988009095191956, 0.9705131649971008, 0.0018980338936671615, 0.9581013917922974, 0.9968055486679077]"
joy,When I realized that I loved someone of the opposite sex. ,joy,"[0.0028363007586449385, 0.0014586916659027338, 0.18286031484603882, 0.36651477217674255, 0.8357011377811432, 0.08686038106679916, 0.31414711475372314]"
fear,"After I was thrown out of a car in an accident, this resulted in a fracture. ",fear,"[0.7599241137504578, 0.8269712924957275, 0.9205788373947144, 0.8343585729598999, 0.00224819453433156, 0.8443304300308228, 0.5294890403747559]"
anger,[ During my childhood when I could not get what I wanted from my brother/sister and parents. ] ,sadness,"[0.9583410024642944, 0.8794427514076233, 0.7581676244735718, 0.7964024543762207, 0.009875327348709106, 0.9610761404037476, 0.5487712621688843]"
disgust,I felt disgusted when I was in a helpless position at the loss of my fiancee. ,disgust,"[0.866688072681427, 0.9941007494926453, 0.06253238022327423, 0.707105278968811, 0.0006318844389170408, 0.9452918767929077, 0.8040841817855835]"
shame,The day my fiancee told me that it was bad that I could not write my mother tongue. ,sadness,"[0.9430285692214966, 0.9385451078414917, 0.8389174342155457, 0.9071299433708191, 0.07594048604369164, 0.9601858258247375, 0.93426913022995]"
guilt,I felt guilty when I thought that I was still not standing on my own feet. ,guilt,"[0.008741378784179688, 0.9413797855377197, 0.040501102805137634, 0.9899052977561951, 0.0008817327034194022, 0.4508034288883209, 0.5213542580604553]"
joy,"The way this particular girl spoke, behaved, and reacted the first time I was introduced to her, I felt certain that something between us would materialize. ",joy,"[0.005073815584182739, 0.0012788919266313314, 0.017624367028474808, 0.4869411885738373, 0.7726429104804993, 0.0013427435187622905, 0.0010723016457632184]"
sadness,"When a girl did not answer a question, concerning my love for her, put forward to her. ",sadness,"[0.8920835852622986, 0.31040313839912415, 0.2252238243818283, 0.46359652280807495, 0.03531091567128897, 0.9275580644607544, 0.7397150993347168]"
joy,I most joyous moment was the day I got my marks. I was very happy when I came to know about my marks at the M. Sc (part I) examination where I got . %. This was the highest marks I have ever scored in my life. ,joy,"[0.0018370068864896894, 0.0010761721059679985, 0.013241474516689777, 0.7437524795532227, 0.9960203170776367, 0.0020791147835552692, 0.0011001417879015207]"
guilt,I was travelling in a bus from school going home for holiday. In the bus unfortunately I stepped on a bag in which there were delicate things. ,sadness,"[0.9764479994773865, 0.9783122539520264, 0.93907630443573, 0.9777770042419434, 0.030552164651453495, 0.9914283156394958, 0.9550496339797974]"
joy,When my brother was selected to the University of Malawi (the Polythecnic). I was very excited and I rejoiced due to one of our family members qualifying for University level at long last. ,joy,"[0.002030726056545973, 0.0012207574909552932, 0.09911642968654633, 0.7292907238006592, 0.9937125444412231, 0.0014384250389412045, 0.001235611387528479]"
fear,On May th I got a summon to appear in court on May th on the subject of impregnanting a school girl. I really feared of standing in the court in a few days time after this notice. I was also embarassed due to formal approach that was expected of me to the Principal. ,shame,"[0.03683580085635185, 0.9312334060668945, 0.9777088761329651, 0.8847298622131348, 0.0008839502115733922, 0.9336925148963928, 0.9847776889801025]"
anger,Sometime ago I felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband. ,disgust,"[0.9126286506652832, 0.927303671836853, 0.023055311292409897, 0.889289915561676, 0.00227294530486688, 0.03957788646221161, 0.008596109226346016]"
sadness,"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers. ",sadness,"[0.0018539883894845843, 0.012907435186207294, 0.19457316398620605, 0.7121531963348389, 0.0009992342093028128, 0.9950430393218994, 0.012727363035082817]"
disgust,"Four weeks ago I felt very much touched to find an asciatic patient who had asked the very morning to be tapped of the fluid, dying in the evening. I was really disgusted because this was the Medical staff's negligence. Had the Clinical officers done something that very morning he might have been alive today. ",sadness,"[0.6545878052711487, 0.828122615814209, 0.07928341627120972, 0.5835977792739868, 0.020496510667726398, 0.8566238284111023, 0.4310963749885559]"
shame,"Truely, I got very ashamed when my brother was sent out of Business Machines Limited Company due to improper handling of the office equipment in Sales Services. ",shame,"[0.011159767396748066, 0.9839419722557068, 0.31243661046028137, 0.9690247774124146, 0.0007580571691505611, 0.8864387273788452, 0.9963313937187195]"
guilt,Guilt conscious struck me when I failed my Standard Two Examinations in . I knew that I would suffer the consequences of what I had been doing during class hours thus playing with friends and sometimes not even going to school. ,guilt,"[0.010859261266887188, 0.9149897694587708, 0.16991285979747772, 0.9647050499916077, 0.0008427108114119619, 0.683266282081604, 0.18512538075447083]"
joy,"After sitting for the Standard Exams for the second time in , I had great joy when I heard that I was successful in the Examination when the results were out. ",joy,"[0.0009295292547903955, 0.0005194657715037465, 0.03619246929883957, 0.44087448716163635, 0.9938534796237946, 0.0008386296103708446, 0.0008641474414616823]"
fear,I had a cousin whom I loved so much. Unfortunately she passed away suddenly and one time I had a dream in which I was talking to her yet she is dead. ,sadness,"[0.7782660722732544, 0.8189890384674072, 0.8468765020370483, 0.9299859404563904, 0.04945134371519089, 0.9865332841873169, 0.5534323453903198]"
anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us. ,disgust,"[0.9677543640136719, 0.9714685678482056, 0.9707282185554504, 0.9648573994636536, 0.008664150140248239, 0.8994612693786621, 0.803565263748169]"
sadness,I never failed my examinations since Standard but I experienced sad moments when I sat for Standard Examination and I was not selected for Secondary School education in . ,sadness,"[0.003412835532799363, 0.1544148176908493, 0.04188385605812073, 0.6816861033439636, 0.001414864556863904, 0.9694972634315491, 0.09055451303720474]"
disgust,I had experienced odd moments one time when a patient came into the Ward in which I was working. The patient was badly burnt in the right side of her body. I was very nervous at the sight. ,fear,"[0.014908247627317905, 0.667996883392334, 0.9135614633560181, 0.7551737427711487, 0.0020725802169181406, 0.46236640214920044, 0.05680710822343826]"
shame,"When I was young I was playing football near my parent's house and while playing I fell on the ground. At first I thought I was not seen by anybody, but when my mother laughed I felt very ashamed. ",shame,"[0.07226791232824326, 0.9880712032318115, 0.732264518737793, 0.9203370213508606, 0.003156465128995478, 0.9372521042823792, 0.9951790571212769]"
guilt,"I had been on friendship with a certain girl for sometime and the love was going on well, but it happened that I made the friendship come to an end suddenly without good reasons. ",guilt,"[0.7009626626968384, 0.4564996659755707, 0.482151597738266, 0.9308492541313171, 0.0421471307054162, 0.873112142086029, 0.7236745357513428]"
joy,I was emotionally happy when I was in love with the girl I had longed for. ,joy,"[0.0009649947751313448, 0.00105514214374125, 0.010457833297550678, 0.38643980026245117, 0.9871203899383545, 0.002005417598411441, 0.0008765494567342103]"
fear,I once felt that my last hour had come when I was unexpectedly found in the hands of. ,fear,"[0.004893641918897629, 0.16644403338432312, 0.9841357469558716, 0.6518545746803284, 0.00032460915099363774, 0.4697347581386566, 0.0038078101351857185]"
anger,It happened that my brother promised to give me money for school and then he told me that he had failed to fulfil his promise a day before school started. I became so angry for I thought my future would be ruined. ,anger,"[0.9895228743553162, 0.9385432004928589, 0.44934606552124023, 0.9391364455223083, 0.0007978161447681487, 0.9003708958625793, 0.004800950177013874]"
sadness,I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness. ,sadness,"[0.002205498982220888, 0.004325556568801403, 0.5874502658843994, 0.7524181008338928, 0.0008767647959757596, 0.9956063628196716, 0.01107440609484911]"
disgust,The first day I visited the hospital I was disgusted because I experienced offensive smell which I never expected. I nearly ran away from the course. ,disgust,"[0.9711271524429321, 0.9918177127838135, 0.8946385383605957, 0.7322701215744019, 0.00048629805678501725, 0.9780816435813904, 0.7259963750839233]"
shame,I once felt shame when I failed to fulfil the promise to marry a daughter of a certain gentleman. ,shame,"[0.004346469882875681, 0.9475470781326294, 0.04709209129214287, 0.9085941314697266, 0.0007667963800486177, 0.6489489078521729, 0.9846847057342529]"
guilt,I felt guilty when I was robbed of a friend's radio at Lilongwe bus depot after promising that I would keep it safe. ,guilt,"[0.004897658247500658, 0.9527751803398132, 0.029115980491042137, 0.9913359880447388, 0.0008246719953604043, 0.8960728049278259, 0.43331798911094666]"
fear,When I heard a rumour that the st year exam results were out. I had fear that I might be one of the failures. ,fear,"[0.02955400012433529, 0.9332576394081116, 0.9955481290817261, 0.8932390213012695, 0.0005639192531816661, 0.9389246106147766, 0.2664637267589569]"
anger,Somebody was blaming me of a story which was not real and not true. ,guilt,"[0.9260603785514832, 0.9107018113136292, 0.7700549960136414, 0.956202507019043, 0.04134384263306856, 0.7013017535209656, 0.8380935192108154]"
sadness,Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus. ,sadness,"[0.7256784439086914, 0.78465336561203, 0.831775426864624, 0.7164683938026428, 0.017685582395642996, 0.9229556322097778, 0.4937647581100464]"
disgust,When mum had beaten my young sister just because she had received a letter from a boyfriend. ,disgust,"[0.9560255408287048, 0.9669830799102783, 0.9223888516426086, 0.9370979070663452, 0.015823868568986654, 0.9002680778503418, 0.697738528251648]"
shame,When I had not done well in Geography at my MCE I was expected to get more than I did. ,anger,"[0.8980691432952881, 0.8354262709617615, 0.8033456206321716, 0.8901410102844238, 0.06398089043796062, 0.8886935710906982, 0.8666366934776306]"
guilt,When a patient had died soon after I had told the guardian to wait outside the ward. ,sadness,"[0.8708527684211731, 0.8561317324638367, 0.9087628126144409, 0.9443173408508301, 0.24633707851171494, 0.9445309638977051, 0.7630854845046997]"
joy,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school. ,joy,"[0.32220375537872314, 0.2303587943315506, 0.4971032738685608, 0.5466459393501282, 0.8714342415332794, 0.23868286609649658, 0.23573708534240723]"
fear,"When I was feeding a premature baby ( months), the baby chocked. This was when I was working in children's ward I thought I had killed the baby. ",fear,"[0.6248622536659241, 0.9835536479949951, 0.990476131439209, 0.9751980900764465, 0.0004989536828361452, 0.9593047499656677, 0.19480474293231964]"
anger,We were just about to go into the Exam room and I didn't see all my writing materials plus the identification card from the place where I left them. ,anger,"[0.9273592233657837, 0.8800534605979919, 0.9067467451095581, 0.8521141409873962, 0.012104794848710299, 0.9010270833969116, 0.8868446946144104]"
sadness,When my boyfriend did not turn up in time as he promised he would be coming. ,sadness,"[0.9670180678367615, 0.9310970306396484, 0.9345274567604065, 0.944793164730072, 0.007094456581398845, 0.986517608165741, 0.9093697667121887]"
disgust,"The time when I cleaned the house and everything was tidy, then my cousin, who is years old, came with a muddy pot and made a mess of the whole thing. ",anger,"[0.9770645499229431, 0.9747452735900879, 0.863447904586792, 0.9740645885467529, 0.0273728771135211, 0.9528478980064392, 0.9483351707458496]"
disgust,Bad temper of the serving lady in the students' dining hall. ,anger,"[0.9914963245391846, 0.8933711647987366, 0.2724336087703705, 0.8136268854141235, 0.002096323703881353, 0.9195614457130432, 0.004735665395855904]"
shame,Teacher suspected me stealing money. ,guilt,"[0.9421219825744629, 0.953723132610321, 0.9508900046348572, 0.9820515513420105, 0.06742504704743624, 0.8072938323020935, 0.8969327807426453]"
guilt,Failed to do what I had promised. ,guilt,"[0.9605790376663208, 0.9621679186820984, 0.8575781583786011, 0.992890477180481, 0.005523023894056678, 0.9714474678039551, 0.9453158378601074]"
joy,Saw on TV China winning the gold medals. ,joy,"[0.6994001269340515, 0.5750369429588318, 0.39221641421318054, 0.8078068494796753, 0.9283690750598907, 0.7094740271568298, 0.303074449300766]"
fear,Staying in the room alone at night. ,fear,"[0.8525649309158325, 0.8781689405441284, 0.9384177327156067, 0.7019714713096619, 0.32729658484458923, 0.8069909811019897, 0.558794379234314]"
anger,An old lady slipped and nobody helped her. ,guilt,"[0.9056397080421448, 0.8889510631561279, 0.8930966854095459, 0.9545924663543701, 0.008520586183294654, 0.8223211169242859, 0.8073553442955017]"
sadness,A friend's mother died. ,sadness,"[0.615857720375061, 0.8108145594596863, 0.7604904174804688, 0.5985512137413025, 0.0017855330370366573, 0.961036741733551, 0.20805487036705017]"
disgust,Saw a dirty street. ,disgust,"[0.9582818746566772, 0.9754752516746521, 0.6124340891838074, 0.8090347051620483, 0.014195600058883429, 0.9551776647567749, 0.7173357605934143]"
shame,Not collecting homeworks in time to give the teacher. ,guilt,"[0.958859384059906, 0.9092703461647034, 0.768135130405426, 0.9649919867515564, 0.05218072608113289, 0.9016472101211548, 0.8512383103370667]"
guilt,Not helping other people to do their homework. ,guilt,"[0.8923786878585815, 0.8841402530670166, 0.4231933057308197, 0.9138930439949036, 0.04736574739217758, 0.7442392706871033, 0.534235417842865]"
joy,Made a wonderfull new friend. ,joy,"[0.0042302957735955715, 0.0012917780550196767, 0.013890840113162994, 0.1882399618625641, 0.9816275537014008, 0.0027331181336194277, 0.004344856832176447]"
fear,My friend started to misunderstand and hurt me. ,anger,"[0.9535664319992065, 0.9261283874511719, 0.8516687750816345, 0.9206592440605164, 0.004806853365153074, 0.9234079122543335, 0.6438503265380859]"
anger,Insulted by disgusting people. ,disgust,"[0.9941985607147217, 0.9969894289970398, 0.701200008392334, 0.7553750872612, 0.0008895791252143681, 0.9836030006408691, 0.9897331595420837]"
sadness,My friend was badly hurt. ,fear,"[0.8149351477622986, 0.8699808716773987, 0.9728190302848816, 0.880797803401947, 0.0027205023216083646, 0.9230095744132996, 0.25651097297668457]"
disgust,Someone not responding to my criticism. ,anger,"[0.9705069661140442, 0.8818987011909485, 0.5201501250267029, 0.8690399527549744, 0.06207694485783577, 0.8980899453163147, 0.6932212710380554]"
shame,Swearing in public. ,guilt,"[0.8622782230377197, 0.8917842507362366, 0.3360161781311035, 0.9031879901885986, 0.06391924864146858, 0.8873485326766968, 0.6633004546165466]"
guilt,Hurt someone's feelings unintentionally. ,sadness,"[0.5202542543411255, 0.8488404750823975, 0.09745239466428757, 0.31460651755332947, 0.004202253767289221, 0.8759222030639648, 0.11140856146812439]"
joy,When you told everyone in the last lecture you will do all lectures again in English and everybody can come (not only English classes) ,anger,"[0.740868866443634, 0.4715336263179779, 0.25260552763938904, 0.5995824337005615, 0.5534826219081879, 0.39458540081977844, 0.39508774876594543]"
fear,Before an examn. ,fear,"[0.7465523481369019, 0.724940299987793, 0.8386962413787842, 0.784268856048584, 0.2068578153848648, 0.3033859133720398, 0.6425963640213013]"
anger,My class leader told me I am not chosen for your English lectures. ,anger,"[0.8908752799034119, 0.8182583451271057, 0.7974736094474792, 0.7898657321929932, 0.03460620064288378, 0.8661783933639526, 0.8438126444816589]"
sadness,Finding out that the university will give first priority to qualified practioners and clinical years to go to your English lectures. ,anger,"[0.801950216293335, 0.7583473920822144, 0.6947342753410339, 0.5896615386009216, 0.526321291923523, 0.7655953168869019, 0.728489100933075]"
disgust,Finding out that old and useless practitioners of retirement age will go to your English lectures and they do not understand English. ,sadness,"[0.9612401127815247, 0.9275860786437988, 0.9531641602516174, 0.9008257985115051, 0.024577624164521694, 0.9683608412742615, 0.9259986877441406]"
shame,China cannot give your lectures bigger place and sound system. ,anger,"[0.5248690247535706, 0.35268330574035645, 0.2508637309074402, 0.3020898997783661, 0.11267276108264923, 0.3274760842323303, 0.28735116124153137]"
guilt,I am not good enough for your experiment I am doing. ,disgust,"[0.9433311223983765, 0.9535743594169617, 0.7957220673561096, 0.9305533170700073, 0.035952930338680744, 0.9353325963020325, 0.9149743914604187]"
joy,Winning a game after a long time of losing. ,joy,"[0.20439422130584717, 0.023818697780370712, 0.04749418422579765, 0.9275854825973511, 0.9507824778556824, 0.01063690334558487, 0.011977949179708958]"
fear,Almost had a bicycle accident. ,fear,"[0.9220691323280334, 0.8312807083129883, 0.9578909277915955, 0.9126929044723511, 0.05522448942065239, 0.7415964007377625, 0.8545889854431152]"
anger,People not cueing in the dining hall. ,anger,"[0.9154072403907776, 0.613101065158844, 0.30448007583618164, 0.7812739014625549, 0.26035672426223755, 0.6194781064987183, 0.49386700987815857]"
sadness,Failed an examn. ,guilt,"[0.9224690794944763, 0.9546554684638977, 0.8472172617912292, 0.9646368026733398, 0.00432664155960083, 0.9343643188476562, 0.9185980558395386]"
disgust,Saw a real party leader. ,joy,"[0.28042998909950256, 0.14377912878990173, 0.20764648914337158, 0.35676127672195435, 0.5896260142326355, 0.16653871536254883, 0.06466934829950333]"
shame,Failed to recagnize a friend on the street. ,guilt,"[0.9100927710533142, 0.673021137714386, 0.5295810103416443, 0.9568052291870117, 0.023897068575024605, 0.9203363060951233, 0.9336538314819336]"
guilt,Forgot to collect post for a friend. ,guilt,"[0.9252469539642334, 0.7321875095367432, 0.6417608857154846, 0.9687122106552124, 0.12820862233638763, 0.7965333461761475, 0.9014079570770264]"
joy,Being chosen to do your experiment with aphasia. ,anger,"[0.7392725348472595, 0.5303020477294922, 0.654029905796051, 0.6084877848625183, 0.6228762269020081, 0.4842085540294647, 0.5764811635017395]"
fear,You may find out that I am stupid and not to let me do your experiment. ,fear,"[0.8944030404090881, 0.914336621761322, 0.9620715975761414, 0.9066240787506104, 0.08576834574341774, 0.41139575839042664, 0.8948028087615967]"
anger,A classmate told me I must have bribed the class leader to let me go to your English lecture. ,guilt,"[0.9359617829322815, 0.8326650857925415, 0.7804455161094666, 0.9829756617546082, 0.18592899665236473, 0.2466948926448822, 0.9318714737892151]"
sadness,I was not chosen for the All English class. ,shame,"[0.8232991099357605, 0.6475743651390076, 0.5252068042755127, 0.7330986261367798, 0.05608747713267803, 0.7881547212600708, 0.8636872172355652]"
disgust,Saw my class leader acting like a God when he chose people to go to your English lectures. ,anger,"[0.884946882724762, 0.7780858874320984, 0.5785424709320068, 0.8393686413764954, 0.24670559912919998, 0.529562771320343, 0.48970216512680054]"
shame,Talking to friends about how old you are and we cannot be as successful as you at your age. ,guilt,"[0.777297854423523, 0.7931559681892395, 0.7642414569854736, 0.9455475807189941, 0.2807462140917778, 0.8511461615562439, 0.7592541575431824]"
guilt,Telling friends about your nickname. ,joy,"[0.37247002124786377, 0.5001639127731323, 0.3735819160938263, 0.5377628803253174, 0.8031664788722992, 0.23371651768684387, 0.38366785645484924]"
joy,I got better marks in the examn than many arrogant people. ,anger,"[0.7741122841835022, 0.763566792011261, 0.1655852496623993, 0.5858286023139954, 0.7357948124408722, 0.07932095229625702, 0.17311587929725647]"
fear,Before the examn. ,fear,"[0.7285501956939697, 0.6215958595275879, 0.8738651275634766, 0.7855284214019775, 0.4084658920764923, 0.2935119867324829, 0.6688112616539001]"
anger,Insulted by some stupid people. ,anger,"[0.9959756731987, 0.9940580129623413, 0.6798633933067322, 0.891332745552063, 0.004595633887220174, 0.9693148732185364, 0.9936415553092957]"
sadness,Lost a friend. ,sadness,"[0.8764370083808899, 0.8887786865234375, 0.8766987919807434, 0.49089741706848145, 0.0010842670453712344, 0.9846978187561035, 0.23502911627292633]"
disgust,Hear people talking at my back. ,anger,"[0.934808611869812, 0.8362300992012024, 0.8169950842857361, 0.8888493180274963, 0.08594929054379463, 0.7962526679039001, 0.9197829365730286]"
shame,Saw something stupid and ignorant happening in the countryside. ,guilt,"[0.9403448104858398, 0.965068519115448, 0.8214997053146362, 0.9688770174980164, 0.04472484067082405, 0.7924400568008423, 0.9250984787940979]"
fear,I was very scared when I went to the examination hall for my M. Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked. ,fear,"[0.004837539047002792, 0.5998033285140991, 0.9965705871582031, 0.7574881911277771, 0.0007063046214170754, 0.11171924322843552, 0.023526161909103394]"
anger,I was most angry when India lost the Triangular Cricket trophy held in Australia. I was so angry that I fought (orally) with my friend. ,guilt,"[0.2355802208185196, 0.575864315032959, 0.46058863401412964, 0.8664213418960571, 0.0016092758742161095, 0.10498668253421783, 0.015762848779559135]"
sadness,"I was very sad when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine. ",sadness,"[0.006124966312199831, 0.29662635922431946, 0.13658703863620758, 0.6541098356246948, 0.0008431551395915449, 0.9965587258338928, 0.4040673077106476]"
disgust,"I was disgusted at myself when I dropped a vital catch, while playing a cricket match, and we lost the match though the catch was difficult. ",disgust,"[0.9234035611152649, 0.9969710111618042, 0.5740101337432861, 0.9865230917930603, 0.0005559738347074017, 0.9905517101287842, 0.9735942482948303]"
shame,"There is one thing which makes me feel shameful, when I see friends of my age group working and earning a lot, when I am still studying. A friend I met a week ago after a period of years is earning more than Rs / month. ",shame,"[0.0039052814245224, 0.9946256279945374, 0.014459752477705479, 0.9475874304771423, 0.0005602369201369584, 0.31232041120529175, 0.9979144930839539]"
guilt,"I felt guilty when I read an advertisement for a job as a chemist in the newspaper and when my friend asked me if I had applied for that job, I told him that I had not even seen the paper of that day. ",guilt,"[0.0019491646671667695, 0.9353089332580566, 0.01101113110780716, 0.9835090041160583, 0.0004317199200158939, 0.6533276438713074, 0.856180727481842]"
joy,"When I got my first unknown compound while doing my M. Sc research, I was very happy. This is because my research was based on this type of reactions and compounds. ",joy,"[0.001023787772282958, 0.0007191741606220603, 0.0024817949160933495, 0.32690995931625366, 0.9948813915252686, 0.0007954520988278091, 0.0006459329160861671]"
fear,I was very scared at the time of the Ty. B. Sc examination as I had decided to get st class results. I was afraid thinking of how the papers would be. ,fear,"[0.09084581583738327, 0.9559808969497681, 0.9979498982429504, 0.9080164432525635, 0.00510052521713078, 0.7891837358474731, 0.3579276502132416]"
anger,"When my neighbours accused my brother of stealing their rose-bush, I was very angry as he had not touched it at all. ",anger,"[0.9869118928909302, 0.9849908947944641, 0.30650627613067627, 0.8980189561843872, 0.002251824480481446, 0.6678746342658997, 0.0055519756861031055]"
sadness,"When I heard that my girlfriend was getting married to another person, I felt very sad. That day I did not eat anything and kept thinking of her all day long. ",sadness,"[0.0028545709792524576, 0.013279346749186516, 0.32880765199661255, 0.7374964952468872, 0.0008474534843116999, 0.9958023428916931, 0.012540928088128567]"
shame,"When I had insulted my father two years back, at that time I was very angry due to some reasons. ",anger,"[0.7157999277114868, 0.1494015008211136, 0.058756694197654724, 0.6953659057617188, 0.0015859479317441583, 0.006796102039515972, 0.0018457939149811864]"
guilt,"I felt very guilty when I tried to teach swimming to my younger brother, as I myself could not swim very well and my brother had started sinking to the bottom, however my elder brother saved him. ",guilt,"[0.004507528152316809, 0.8703666925430298, 0.3144740164279938, 0.9785228371620178, 0.0006289951561484486, 0.8650118112564087, 0.20383435487747192]"
joy,"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission. ",joy,"[0.6713168025016785, 0.19182896614074707, 0.45075517892837524, 0.5953971147537231, 0.6745690703392029, 0.3559131920337677, 0.16010209918022156]"
fear,It was the time when I was in no position to secure a Ist class in the M. Sc exam and this was likely to affect my career. ,fear,"[0.916862428188324, 0.8114600777626038, 0.9206072092056274, 0.8197152018547058, 0.01124379481188953, 0.9077427983283997, 0.7167360186576843]"
anger,I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot. ,sadness,"[0.9731659889221191, 0.9527762532234192, 0.8362191915512085, 0.9590147137641907, 0.0018363501294516027, 0.9753163456916809, 0.8409689664840698]"
sadness,"It was at the time of my M. Sc exam, when I was not in a position to take the exam after having studied seriously. ",sadness,"[0.6695729494094849, 0.464277058839798, 0.5563176274299622, 0.53278648853302, 0.028988187201321125, 0.7463968396186829, 0.5771365761756897]"
disgust,"When I opted for my research field, for them the percentage of marks was more important than my knowledge. ",anger,"[0.7902545928955078, 0.3850243091583252, 0.18713319301605225, 0.2566239833831787, 0.0901254341006279, 0.12890450656414032, 0.36128565669059753]"
shame,When I was not in a position to control myself. I had said too much and had been cruel with no other than my mother. ,guilt,"[0.8503684401512146, 0.8375685214996338, 0.7398983836174011, 0.9290803670883179, 0.008612859761342406, 0.7033000588417053, 0.8068079352378845]"
guilt,"Two days after the above incident, I was thinking about my morally shameful act and I felt sorry for that incident, but it was too late, however I did realize this. ",disgust,"[0.02181992493569851, 0.911299467086792, 0.2158341407775879, 0.902855396270752, 0.001521370024420321, 0.7231939435005188, 0.7058753967285156]"
joy,When I got the first compound through column. ,joy,"[0.4949038326740265, 0.27591222524642944, 0.5042430758476257, 0.6320312023162842, 0.8262433111667633, 0.2122005820274353, 0.20118942856788635]"
fear,When I did not get the compound which is known. ,guilt,"[0.7406961917877197, 0.722305178642273, 0.5438895225524902, 0.8715319037437439, 0.023681458085775375, 0.745261549949646, 0.6818680167198181]"
anger,When I got low marks in B. Sc final. ,sadness,"[0.9276519417762756, 0.9616373777389526, 0.8388200402259827, 0.8410390615463257, 0.0053708028281107545, 0.9692988395690918, 0.8603739142417908]"
sadness,When my first love was not successful. ,sadness,"[0.9357588291168213, 0.937761127948761, 0.8904661536216736, 0.8806776404380798, 0.01016204571351409, 0.9835495948791504, 0.8649678826332092]"
disgust,[ When mix was coming from column for several days. ] ,anger,"[0.7981228828430176, 0.5870494842529297, 0.43258777260780334, 0.6957778334617615, 0.17823471873998642, 0.4909530282020569, 0.42118996381759644]"
