labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
shame,Not chosen for all English classes. ,shame,disgust,fear,disgust,"[0.66500866, 0.79317665, 0.38394466, 0.6919909, 0.15910874, 0.74701285, 0.81743675]","[0.716479, 0.9440064, 0.75986654, 0.8321163, 0.018140504, 0.86404973, 0.9355244]","[0.8696671, 0.77731144, 0.9152047, 0.8418787, 0.04962795, 0.7607179, 0.80354834]","[0.33887962, 0.7025159, 0.18590967, 0.3724914, 0.011467279, 0.49539074, 0.52283734]",disgust
guilt,I am not good enough to join any team to play sport for the class. ,guilt,shame,shame,guilt,"[0.7597622, 0.88684666, 0.8122344, 0.9368771, 0.13061039, 0.91491854, 0.8978021]","[0.96975076, 0.959133, 0.9773761, 0.97263, 0.022616811, 0.94357264, 0.9834177]","[0.98169976, 0.97786397, 0.9874142, 0.9561683, 0.0052097016, 0.9594811, 0.99352103]","[0.7276932, 0.8265414, 0.7220317, 0.89150745, 0.015107843, 0.88646036, 0.8640655]",guilt
joy,Reading a nice book and talking about it to my friend. ,joy,joy,joy,joy,"[0.004317807, 0.0030109806, 0.029790152, 0.31407472, 0.90679723, 0.007364261, 0.041954976]","[0.0046621347, 0.0060814726, 0.023474006, 0.5991259, 0.9822948, 0.05884526, 0.04443056]","[0.006720261, 0.009929614, 0.1243174, 0.53740776, 0.97700775, 0.035627827, 0.042740647]","[0.002536835, 0.0037602622, 0.007232435, 0.09344953, 0.6085443, 0.014596481, 0.007197927]",joy
fear,Being threatened by another person. ,anger,fear,fear,fear,"[0.97722226, 0.79630196, 0.9757544, 0.66044927, 0.00910721, 0.46394843, 0.83634657]","[0.9694641, 0.8226049, 0.98868865, 0.7997671, 0.0068561886, 0.7384579, 0.9177652]","[0.9691254, 0.43734357, 0.97739637, 0.31680185, 0.0009168141, 0.034174103, 0.34024158]","[0.4048739, 0.26746005, 0.9615821, 0.38338795, 0.0025910188, 0.34869614, 0.4280957]",fear
anger,Insulted by the class leader. ,anger,anger,anger,anger,"[0.978237, 0.9712725, 0.6519231, 0.8460053, 0.0145549495, 0.90400463, 0.97074103]","[0.9955249, 0.9902552, 0.8159458, 0.91147137, 0.004208794, 0.96047586, 0.98291713]","[0.99709237, 0.9921681, 0.56560475, 0.7919168, 0.0007541858, 0.88519335, 0.9463392]","[0.97546273, 0.95888466, 0.09378976, 0.28004125, 0.0008248416, 0.5240864, 0.8683371]",anger
sadness,Saying goodbye to a friend. ,sadness,sadness,sadness,sadness,"[0.023798285, 0.051344834, 0.2467448, 0.5815017, 0.16088875, 0.98663527, 0.117903054]","[0.0057375617, 0.00828503, 0.036905993, 0.31829253, 0.12558748, 0.9694485, 0.06809193]","[0.021177545, 0.030109096, 0.46436098, 0.7306937, 0.06294577, 0.9402849, 0.31269893]","[0.0048310948, 0.0056309565, 0.008287067, 0.20914255, 0.04175806, 0.64735025, 0.026025949]",sadness
disgust,Saw a dead rat on the street. ,sadness,sadness,fear,sadness,"[0.6652424, 0.9077883, 0.47999662, 0.765195, 0.14620584, 0.95744723, 0.7583244]","[0.9286842, 0.97956616, 0.92679155, 0.9443625, 0.03097767, 0.9816312, 0.9316171]","[0.922717, 0.9352906, 0.96569043, 0.90249664, 0.010494694, 0.95335525, 0.86217445]","[0.23279783, 0.6849714, 0.20988959, 0.38620615, 0.008737092, 0.82193005, 0.35686424]",sadness
shame,Not doing well in the examn. ,sadness,sadness,sadness,sadness,"[0.59291303, 0.7851698, 0.46910137, 0.87427735, 0.009113323, 0.96370834, 0.9055892]","[0.8620955, 0.88738686, 0.8509259, 0.9556728, 0.0056099007, 0.9721338, 0.95675164]","[0.85290134, 0.7524414, 0.7132614, 0.9115679, 0.0013641443, 0.9387414, 0.877759]","[0.28793064, 0.46686238, 0.19748221, 0.6849194, 0.004117476, 0.8003004, 0.7028454]",sadness
guilt,Too busy to write letters to friends and they said I had forgotten about them. ,guilt,shame,shame,guilt,"[0.55852413, 0.68564224, 0.6206764, 0.92082894, 0.08447147, 0.85030615, 0.81376195]","[0.25407618, 0.36198577, 0.30461267, 0.2755658, 0.0074555674, 0.3221898, 0.77689266]","[0.7765359, 0.65773, 0.9440372, 0.91995454, 0.0053748647, 0.8713022, 0.94923866]","[0.1820914, 0.14573471, 0.1023284, 0.5795115, 0.009777153, 0.50057554, 0.33094105]",shame
joy,Going to a concert. ,joy,joy,joy,joy,"[0.036011253, 0.014672925, 0.020604972, 0.13864458, 0.68178916, 0.0076344386, 0.037786968]","[0.021145128, 0.00953933, 0.017124843, 0.2661428, 0.9202915, 0.04325907, 0.065930486]","[0.04595916, 0.0121991085, 0.1239721, 0.28959176, 0.9054954, 0.025476452, 0.10112234]","[0.01225863, 0.00531679, 0.0056562005, 0.068201855, 0.38954642, 0.021192312, 0.01190426]",joy
fear,Got ill. ,disgust,disgust,fear,sadness,"[0.014243172, 0.9831172, 0.79231447, 0.7244191, 0.009937724, 0.9027913, 0.7883113]","[0.10509217, 0.9850562, 0.8467381, 0.83565956, 0.009123418, 0.94569427, 0.8866033]","[0.06242061, 0.9694821, 0.97828853, 0.91758925, 0.00091324345, 0.82209545, 0.940607]","[0.030849867, 0.5925518, 0.17276897, 0.43318835, 0.0076920353, 0.81322974, 0.41210693]",disgust
anger,Tripped on a busy street. ,guilt,shame,fear,guilt,"[0.3248608, 0.7890545, 0.7841953, 0.85615087, 0.08138426, 0.5815688, 0.84219605]","[0.63984066, 0.731951, 0.9150269, 0.9023899, 0.06260024, 0.8949685, 0.94102824]","[0.67612535, 0.7554189, 0.9373546, 0.8703902, 0.0076278597, 0.6792556, 0.8020053]","[0.06570114, 0.18361449, 0.138482, 0.5147359, 0.013071701, 0.28607696, 0.35743403]",guilt
sadness,A child beaten up by his mother. ,anger,anger,anger,sadness,"[0.9876616, 0.95261514, 0.8562469, 0.9341583, 0.028920522, 0.9790121, 0.96473354]","[0.98197156, 0.96410376, 0.9422713, 0.9557326, 0.0070065917, 0.9709736, 0.9783665]","[0.9639293, 0.8777587, 0.93064916, 0.85142875, 0.0034395596, 0.9075956, 0.8706459]","[0.681378, 0.71621346, 0.52995914, 0.8558171, 0.0045465264, 0.88396007, 0.79084206]",sadness
disgust,First anatomy lesson. ,shame,shame,fear,shame,"[0.022201462, 0.051865358, 0.015561139, 0.13196038, 0.016021876, 0.05405811, 0.17415918]","[0.016249182, 0.053799354, 0.03477795, 0.21520218, 0.08904768, 0.30621636, 0.5226828]","[0.27317148, 0.20705988, 0.66052747, 0.6380584, 0.051821727, 0.3425188, 0.47913644]","[0.017356087, 0.052875645, 0.011091155, 0.073921576, 0.01964519, 0.08479734, 0.18128212]",shame
shame,Failing an examn. ,guilt,guilt,guilt,shame,"[0.585481, 0.95670515, 0.2133916, 0.9734123, 0.0035061997, 0.9394017, 0.97258437]","[0.94344276, 0.9809012, 0.8642636, 0.993262, 0.004743243, 0.97240835, 0.99171364]","[0.94087064, 0.92644006, 0.8986172, 0.9495449, 0.0026661034, 0.92308336, 0.8966368]","[0.35401818, 0.76901925, 0.14264818, 0.91095656, 0.004308817, 0.81802416, 0.93476593]",guilt
guilt,Broken a friend's cup. ,anger,anger,guilt,sadness,"[0.9750279, 0.8799709, 0.35756046, 0.97279793, 0.022634003, 0.9493707, 0.9245758]","[0.9867259, 0.96048963, 0.881681, 0.9682704, 0.010124733, 0.9813828, 0.97266454]","[0.93083966, 0.73983544, 0.90078926, 0.93250686, 0.00660196, 0.92007077, 0.8162381]","[0.52655715, 0.37448812, 0.0603725, 0.72844857, 0.009283833, 0.72930354, 0.69181836]",guilt
joy,Good dinner on the National Day. ,joy,joy,joy,joy,"[0.0061561544, 0.003385208, 0.03839909, 0.14301424, 0.8332101, 0.0019965493, 0.006329888]","[0.009795368, 0.006610174, 0.0465122, 0.19052216, 0.940345, 0.019987136, 0.1298514]","[0.01213831, 0.008023561, 0.54722136, 0.42455196, 0.9257267, 0.022448169, 0.07561183]","[0.0015858806, 0.0018273758, 0.0036758431, 0.06903609, 0.72844464, 0.0049079433, 0.0066064526]",joy
fear,Saw a snake unexpectedly. ,disgust,sadness,fear,sadness,"[0.3565018, 0.68881285, 0.65283763, 0.61219203, 0.0689679, 0.54208326, 0.5606231]","[0.550817, 0.8745321, 0.9432221, 0.92040247, 0.07100636, 0.95582455, 0.8778274]","[0.7711463, 0.85317737, 0.9393475, 0.9034018, 0.013552622, 0.77646714, 0.8936399]","[0.11250255, 0.31458628, 0.31167236, 0.35977626, 0.017206213, 0.67240614, 0.23352481]",sadness
anger,Seeing this badly made questionnaire. ,disgust,disgust,disgust,disgust,"[0.5049203, 0.9747952, 0.2836391, 0.8296481, 0.03427141, 0.8897193, 0.92505443]","[0.7331662, 0.97165525, 0.6528449, 0.56478953, 0.0077474536, 0.83546406, 0.9328976]","[0.7039511, 0.8788285, 0.7165848, 0.530921, 0.010738161, 0.49961776, 0.70626765]","[0.25386652, 0.7784697, 0.13403018, 0.36977834, 0.004008378, 0.64536285, 0.46325102]",disgust
sadness,You ignored the fact that we could not hear you at the back. ,anger,anger,anger,anger,"[0.7718057, 0.587541, 0.3785331, 0.58186, 0.2654802, 0.28280717, 0.5819619]","[0.7924992, 0.32013747, 0.56937927, 0.3476583, 0.19384053, 0.38199753, 0.45941153]","[0.9030826, 0.69429475, 0.8985549, 0.38158748, 0.06583904, 0.5253238, 0.28166828]","[0.33640453, 0.1809507, 0.1510312, 0.25584283, 0.034767017, 0.30741084, 0.1780915]",anger
disgust,Dead rat in the kitchen of the university. ,sadness,disgust,sadness,sadness,"[0.74767196, 0.9241637, 0.5357842, 0.905058, 0.15717755, 0.967771, 0.859386]","[0.9472269, 0.97065103, 0.9321589, 0.9405312, 0.049720917, 0.96529573, 0.9542051]","[0.966999, 0.96413034, 0.9492774, 0.9407761, 0.009804373, 0.97436506, 0.93195415]","[0.50713587, 0.810604, 0.35724762, 0.7468144, 0.0048264544, 0.8522705, 0.67897105]",sadness
shame,Failing an examn. ,guilt,guilt,guilt,shame,"[0.585481, 0.95670515, 0.2133916, 0.9734123, 0.0035061997, 0.9394017, 0.97258437]","[0.94344276, 0.9809012, 0.8642636, 0.993262, 0.004743243, 0.97240835, 0.99171364]","[0.94087064, 0.92644006, 0.8986172, 0.9495449, 0.0026661034, 0.92308336, 0.8966368]","[0.35401818, 0.76901925, 0.14264818, 0.91095656, 0.004308817, 0.81802416, 0.93476593]",guilt
guilt,"Did not pick up a water mellon skin, someone slipped on it. ",guilt,shame,fear,guilt,"[0.3041889, 0.6785958, 0.40188596, 0.8840893, 0.14177348, 0.8726079, 0.8420766]","[0.652662, 0.8239676, 0.7338231, 0.75613254, 0.050489213, 0.8122343, 0.8901602]","[0.7031502, 0.710587, 0.88258106, 0.76773417, 0.029321913, 0.6416092, 0.5999629]","[0.17611222, 0.39813322, 0.16271661, 0.6251225, 0.015773585, 0.53286886, 0.47812754]",guilt
joy,Watching the Asian Olympic game (China winning). ,guilt,joy,fear,joy,"[0.06442699, 0.07861193, 0.18912849, 0.4587327, 0.4039596, 0.042253405, 0.18084504]","[0.100424886, 0.06410008, 0.2542406, 0.5911627, 0.8209158, 0.26550934, 0.3803672]","[0.11227146, 0.042506143, 0.6108871, 0.28318512, 0.5492533, 0.06733742, 0.23331392]","[0.02837705, 0.013350336, 0.011126696, 0.09292125, 0.18843092, 0.014927153, 0.013950572]",joy
fear,Someone frightened me in the dark. ,fear,fear,fear,fear,"[0.61796534, 0.6197723, 0.9961379, 0.76525885, 0.010001023, 0.52746004, 0.7614164]","[0.9686067, 0.8596039, 0.9891362, 0.91354305, 0.0055493223, 0.8906948, 0.9303493]","[0.9452922, 0.8788463, 0.99622595, 0.6320097, 0.00069528405, 0.62384427, 0.8482474]","[0.583582, 0.45765358, 0.9511562, 0.6908462, 0.0038025503, 0.84576035, 0.5783922]",fear
anger,People having a football match outside the window during the lecture. ,shame,joy,joy,joy,"[0.043577086, 0.30244005, 0.021470064, 0.34773496, 0.38535738, 0.00365219, 0.5171727]","[0.53815776, 0.68520045, 0.17414548, 0.62953365, 0.80332845, 0.017451607, 0.48043257]","[0.1967707, 0.16894299, 0.02498737, 0.09200526, 0.65366006, 0.00707539, 0.09295206]","[0.014314878, 0.02456341, 0.0051580104, 0.049621686, 0.34792396, 0.0041444283, 0.027271498]",joy
sadness,China can not even give you good sound systems for an open lecture. ,sadness,sadness,sadness,sadness,"[0.60129684, 0.90650463, 0.2712494, 0.5708184, 0.1275747, 0.9241122, 0.8378882]","[0.83260924, 0.9078021, 0.83723575, 0.72482574, 0.04534244, 0.9286486, 0.91746265]","[0.88317406, 0.7878181, 0.84668136, 0.70596135, 0.011738133, 0.9001263, 0.7921148]","[0.43942562, 0.59591854, 0.28055054, 0.4269423, 0.011953189, 0.8330553, 0.4769806]",sadness
disgust,People talking in an important lecture. ,guilt,guilt,guilt,sadness,"[0.043979205, 0.09983436, 0.117372476, 0.30692357, 0.069647126, 0.07583796, 0.12403965]","[0.044272494, 0.16738416, 0.10655987, 0.52317655, 0.20215736, 0.17833093, 0.23558806]","[0.14809287, 0.0598611, 0.0965251, 0.248718, 0.062130038, 0.07915614, 0.08024286]","[0.0770652, 0.043193925, 0.054330263, 0.08304943, 0.02827046, 0.11148911, 0.062432237]",guilt
shame,Not being able to hand in homework in time. ,sadness,fear,fear,guilt,"[0.813465, 0.8674382, 0.902665, 0.9744563, 0.008931866, 0.97820854, 0.94294274]","[0.9137749, 0.8270033, 0.9708382, 0.8976055, 0.009479371, 0.9472101, 0.9201944]","[0.9403219, 0.8544349, 0.9737245, 0.9703938, 0.002892759, 0.9420437, 0.90556765]","[0.3183965, 0.37927264, 0.6375235, 0.87338257, 0.004586217, 0.72600865, 0.49468794]",guilt
guilt,Thinking about other things in a lecture. ,guilt,shame,shame,guilt,"[0.07207892, 0.17588663, 0.10393202, 0.46043444, 0.10154507, 0.13812421, 0.43754497]","[0.06495904, 0.40162894, 0.205865, 0.6737294, 0.014622408, 0.18730062, 0.84668005]","[0.5022837, 0.29173642, 0.2959491, 0.63450426, 0.0093589, 0.20643404, 0.71316373]","[0.029715683, 0.057327956, 0.032633193, 0.14602305, 0.028535921, 0.06121327, 0.12603024]",shame
joy,Got a big fish in fishing. ,joy,joy,joy,joy,"[0.03468393, 0.044835098, 0.021632245, 0.07248454, 0.48801252, 0.005542051, 0.02854771]","[0.09090275, 0.06031002, 0.048333723, 0.5140111, 0.8021289, 0.025710316, 0.35105485]","[0.11253669, 0.036901347, 0.41143012, 0.28805295, 0.8232487, 0.021789452, 0.15703773]","[0.010220788, 0.012030844, 0.004466026, 0.047642775, 0.3733401, 0.0052302754, 0.028332941]",joy
fear,Heard some ghost-like noise at night. ,fear,fear,fear,fear,"[0.59660953, 0.43595186, 0.86140895, 0.560889, 0.11798917, 0.70313627, 0.41650587]","[0.7237692, 0.6276582, 0.9581815, 0.61175454, 0.057672527, 0.7629677, 0.6586911]","[0.60854685, 0.5043996, 0.95590246, 0.72585803, 0.008199934, 0.59683776, 0.7474905]","[0.110253595, 0.114113346, 0.50017613, 0.17555247, 0.006910439, 0.23106858, 0.12060556]",fear
anger,A father helping his kid to fight other kids. ,anger,guilt,guilt,guilt,"[0.5672076, 0.10932312, 0.038732182, 0.34346712, 0.3355445, 0.05122274, 0.39087495]","[0.12572008, 0.09158002, 0.028502107, 0.57850933, 0.14170629, 0.083340526, 0.15699649]","[0.15927695, 0.057278987, 0.18173282, 0.49710086, 0.15121396, 0.09248015, 0.100705]","[0.053149268, 0.021232648, 0.009851592, 0.22810812, 0.060784604, 0.018216185, 0.0448646]",guilt
sadness,A father of children killed in an accident. ,sadness,sadness,sadness,sadness,"[0.5819931, 0.89202857, 0.7455016, 0.9029302, 0.030652825, 0.98759186, 0.9215733]","[0.94429505, 0.92985225, 0.9201852, 0.9386081, 0.00990821, 0.9856656, 0.947016]","[0.91941476, 0.8608316, 0.57405764, 0.9382518, 0.0062650763, 0.9778351, 0.8472745]","[0.32771844, 0.4554304, 0.29457542, 0.6178564, 0.006002506, 0.9460915, 0.47644436]",sadness
disgust,When junior doctors returned to work after bunking them. ,guilt,shame,guilt,guilt,"[0.42312378, 0.4628859, 0.34300107, 0.82712245, 0.29757208, 0.30995628, 0.7190451]","[0.59768164, 0.6328241, 0.74076515, 0.88545066, 0.43218806, 0.6328668, 0.8885328]","[0.7799621, 0.78157824, 0.8864766, 0.9264329, 0.09965791, 0.6262773, 0.84295493]","[0.10882351, 0.16630597, 0.07599055, 0.5299121, 0.08647837, 0.20586601, 0.28595063]",guilt
shame,When I was caught with someone's daughter. ,guilt,shame,anger,guilt,"[0.8023432, 0.7399405, 0.38776806, 0.94358706, 0.062530905, 0.8032167, 0.93813413]","[0.94720656, 0.824322, 0.7219349, 0.9048476, 0.00961598, 0.8668758, 0.9516422]","[0.7886609, 0.4163638, 0.4833204, 0.76415837, 0.0072784103, 0.3486954, 0.58989835]","[0.37361532, 0.45061547, 0.1397716, 0.78940594, 0.0073551335, 0.5420282, 0.66579384]",guilt
guilt,When the student union leaders were expelled from the university and we continued to study. ,sadness,sadness,fear,sadness,"[0.4512349, 0.42161298, 0.32060155, 0.69863814, 0.30793643, 0.78924954, 0.66314787]","[0.67904824, 0.4603733, 0.5758466, 0.76618016, 0.30752432, 0.87443465, 0.812937]","[0.8761917, 0.61492, 0.8891735, 0.88759464, 0.16361523, 0.7726843, 0.7801426]","[0.21457921, 0.17820996, 0.1792033, 0.44795537, 0.079942755, 0.51770085, 0.32728833]",sadness
joy,When my boyfriend and I made up. ,joy,joy,joy,joy,"[0.016741123, 0.012745507, 0.07809624, 0.18873712, 0.7213748, 0.016650146, 0.061657973]","[0.00870942, 0.0221118, 0.101108685, 0.4650869, 0.90690655, 0.043198694, 0.22717783]","[0.015819164, 0.016121335, 0.35006106, 0.4869935, 0.8970574, 0.04260015, 0.09570481]","[0.004125612, 0.00390893, 0.0064367577, 0.05310561, 0.4776944, 0.015147166, 0.015536907]",joy
fear,When I was watching a movie in which there was a pit full of dangers and there was only a small safe place on which a man was standing he had to catch the lady who was thrown in or else ! The pit was feet deep. ,fear,fear,fear,sadness,"[0.70967066, 0.7904073, 0.9117058, 0.77848047, 0.022112068, 0.6588646, 0.74771136]","[0.8202335, 0.90572494, 0.9656773, 0.87778175, 0.03746874, 0.92362136, 0.853731]","[0.9422061, 0.95969266, 0.9775489, 0.8257561, 0.005890201, 0.9185673, 0.9069744]","[0.31225282, 0.5327489, 0.65481424, 0.6064247, 0.004121552, 0.744941, 0.6014933]",fear
anger,My mother and my sister carried on picking at me all day long for no reason at all and I ended up getting angry. ,anger,anger,anger,anger,"[0.9948394, 0.9240908, 0.62143415, 0.33308253, 0.005084724, 0.0980444, 0.5573462]","[0.94566536, 0.8867043, 0.4668883, 0.17034362, 0.0076698083, 0.06128337, 0.6144248]","[0.9977428, 0.93761826, 0.94444716, 0.7304461, 0.0005641927, 0.0626146, 0.9177002]","[0.97050303, 0.6970317, 0.08740623, 0.2641849, 0.0019029324, 0.0475689, 0.14820653]",anger
sadness,When my boyfriend almost had a relationship with a close friend of mine. ,sadness,sadness,guilt,sadness,"[0.44323695, 0.37153265, 0.5337413, 0.85235405, 0.30744806, 0.87302, 0.6846681]","[0.71773964, 0.3268945, 0.8169771, 0.8135973, 0.23792501, 0.8768787, 0.8039969]","[0.905727, 0.5306539, 0.7526881, 0.9274501, 0.0366083, 0.9181259, 0.62070715]","[0.13563053, 0.08398943, 0.09297573, 0.54759145, 0.08037856, 0.58180976, 0.19070578]",sadness
disgust,When a classmate of ours knocked on our door at o'clock in the morning. I was disgusted at his behaviour. ,disgust,anger,disgust,disgust,"[0.9446217, 0.99502325, 0.66090596, 0.9604056, 0.013289535, 0.9132578, 0.9793314]","[0.9897495, 0.987538, 0.82236636, 0.9562192, 0.0033335371, 0.9560025, 0.9830487]","[0.98465574, 0.99551505, 0.8961155, 0.8330334, 0.0012848098, 0.7982056, 0.9390824]","[0.93028885, 0.9947693, 0.10013901, 0.7535912, 0.00097286503, 0.91048354, 0.98560613]",disgust
shame,I told a lie about someone to someone else and they found out and questioned me about it. ,guilt,shame,guilt,guilt,"[0.6873597, 0.6756279, 0.6983878, 0.95644915, 0.16496937, 0.6111348, 0.91428095]","[0.75530344, 0.57026035, 0.7408452, 0.8637304, 0.04849886, 0.67267144, 0.89735806]","[0.5912462, 0.46637106, 0.68205565, 0.78805196, 0.0051364326, 0.542529, 0.6462017]","[0.23101749, 0.34828687, 0.18495396, 0.8392436, 0.01652672, 0.7100837, 0.6870773]",guilt
guilt,"I broke a cup and put it back without telling anyone about it and someone almost got blamed for it, then it was discovered that it was me who had broken it. ",guilt,shame,fear,guilt,"[0.8901979, 0.7383076, 0.80867064, 0.9588939, 0.23157465, 0.7202385, 0.8988969]","[0.9061851, 0.7371293, 0.869162, 0.8409782, 0.037557326, 0.80683714, 0.9305328]","[0.8263411, 0.44245794, 0.9328545, 0.65586734, 0.0038986763, 0.5196893, 0.7720414]","[0.23911326, 0.296124, 0.20352606, 0.8064636, 0.012620028, 0.622437, 0.6306159]",guilt
joy,At church camp when I accepted Christ into my life and so did my friend. ,joy,guilt,fear,joy,"[0.017448695, 0.09611629, 0.16985063, 0.5094251, 0.53759605, 0.073108464, 0.11958877]","[0.017594982, 0.022728771, 0.22517964, 0.6752258, 0.53903913, 0.23878346, 0.25724193]","[0.022950409, 0.012775499, 0.8047398, 0.54016536, 0.39261246, 0.108747825, 0.094791755]","[0.0066112042, 0.006756065, 0.011404325, 0.10398779, 0.19539021, 0.05935646, 0.031408068]",guilt
shame,I was complaining about calling people whom I didn't know. I forgot that the purpose is to invite people for dinner and get to know them. ,anger,anger,anger,sadness,"[0.9398521, 0.5559265, 0.7154715, 0.9380304, 0.07504562, 0.8753936, 0.56056863]","[0.99247736, 0.9135612, 0.7708766, 0.98876303, 0.0034756546, 0.96516144, 0.9035797]","[0.98937935, 0.7994114, 0.9429692, 0.94821644, 0.0009625, 0.8376928, 0.87096554]","[0.88626385, 0.5435275, 0.23652092, 0.7475838, 0.005183734, 0.9167599, 0.42083263]",anger
guilt,Whenever I see poverty and starvation. I live in an affluent society and am privileged to have many opportunities. ,anger,disgust,fear,guilt,"[0.18441668, 0.12954666, 0.095072284, 0.18016951, 0.015049243, 0.1345444, 0.06086805]","[0.19700241, 0.24959193, 0.073563315, 0.120844014, 0.03458391, 0.15349591, 0.07313052]","[0.6696872, 0.26708606, 0.6947293, 0.14561008, 0.014664537, 0.23451054, 0.060761765]","[0.033866152, 0.034345243, 0.024072846, 0.07332784, 0.021091066, 0.018728117, 0.023686629]",anger
joy,During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic. ,joy,joy,joy,joy,"[0.00906248, 0.0016373768, 0.008679337, 0.05603186, 0.9889659, 0.0009865508, 0.00687337]","[0.102449246, 0.01554877, 0.08812919, 0.28543267, 0.98690087, 0.003619733, 0.20887613]","[0.025295569, 0.0046290387, 0.67179453, 0.2759085, 0.9970431, 0.0015134946, 0.05204596]","[0.005798811, 0.0028326495, 0.005277968, 0.033111725, 0.9856463, 0.00097147527, 0.004631789]",joy
fear,English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad. ,fear,fear,fear,fear,"[0.7636912, 0.8852102, 0.9947848, 0.9703982, 0.16362165, 0.70796573, 0.778365]","[0.77906406, 0.79272145, 0.99540883, 0.94507384, 0.0420171, 0.8907623, 0.921861]","[0.9215757, 0.9549691, 0.99866414, 0.9877593, 0.008518026, 0.8953842, 0.9865519]","[0.5525916, 0.7120098, 0.99101347, 0.9249564, 0.0066902074, 0.8765903, 0.85390437]",fear
anger,"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her. ",guilt,shame,guilt,sadness,"[0.017404988, 0.05833832, 0.14327236, 0.35640186, 0.12883215, 0.14044985, 0.30130905]","[0.07545174, 0.055827893, 0.45535964, 0.46682486, 0.09172425, 0.32144585, 0.469915]","[0.15260457, 0.095211364, 0.43651208, 0.6997724, 0.016869364, 0.4993662, 0.6150914]","[0.022881342, 0.030448114, 0.054641567, 0.26122394, 0.008191132, 0.5070564, 0.13007163]",guilt
sadness,After receiving the grade on the paper mentioned in FEAR. ,fear,fear,fear,fear,"[0.35016337, 0.36329696, 0.86330086, 0.61512387, 0.0039281836, 0.49224576, 0.59712315]","[0.95105654, 0.90326834, 0.9857372, 0.91742265, 0.0047114682, 0.9747908, 0.9618]","[0.93730897, 0.61259645, 0.9937775, 0.8533229, 0.0030796565, 0.8776393, 0.8510461]","[0.20053193, 0.13235927, 0.93949723, 0.18498461, 0.0018404751, 0.34455052, 0.43690625]",fear
disgust,Seeing a person panhandling money on Telegraph. ,sadness,sadness,guilt,sadness,"[0.2767068, 0.7568498, 0.2211205, 0.62315553, 0.19377916, 0.79462695, 0.78620803]","[0.7443521, 0.86041605, 0.70376575, 0.7970084, 0.09993933, 0.8752944, 0.8616546]","[0.22523312, 0.09176547, 0.20055483, 0.3949866, 0.010160303, 0.37443158, 0.35348508]","[0.117414035, 0.29965892, 0.0777899, 0.26809606, 0.019732257, 0.31112495, 0.26438326]",sadness
shame,After the car accident in GUILT. ,disgust,disgust,disgust,disgust,"[0.8726465, 0.9676715, 0.96493393, 0.95641434, 0.006720143, 0.96136427, 0.9673189]","[0.97058773, 0.9772611, 0.9513632, 0.9583592, 0.005598469, 0.96634775, 0.9730007]","[0.9824508, 0.9938698, 0.96995544, 0.9937975, 0.001058861, 0.96537405, 0.9938194]","[0.7501542, 0.956941, 0.7620178, 0.95446897, 0.0030086339, 0.84914774, 0.8598654]",disgust
guilt,"The night of a high school dance, I went partying and collided with another car. Both cars were totalled people were injured but not seriously. ",guilt,shame,anger,sadness,"[0.8127466, 0.71087754, 0.45406398, 0.90795994, 0.22576703, 0.7982128, 0.86026067]","[0.81167513, 0.72469735, 0.70321083, 0.7059977, 0.11539275, 0.7869296, 0.85863936]","[0.93099874, 0.8572197, 0.90654516, 0.89911664, 0.012682522, 0.85761565, 0.79944456]","[0.18604527, 0.25884575, 0.217801, 0.612933, 0.00913461, 0.6416874, 0.37118414]",guilt
joy,When seeing a friend that I had not seen in a long while. ,joy,joy,guilt,sadness,"[0.023835365, 0.067032665, 0.05475632, 0.45376065, 0.5066076, 0.14262633, 0.092891164]","[0.09707083, 0.08181219, 0.3487447, 0.65556353, 0.77932477, 0.65107656, 0.46445462]","[0.058847766, 0.031133762, 0.3716674, 0.719064, 0.40703955, 0.4533206, 0.15557335]","[0.03907292, 0.025244853, 0.020925814, 0.29611745, 0.17457151, 0.30187333, 0.050554376]",guilt
fear,Fear of doing well on a midterm. ,fear,fear,fear,fear,"[0.09550606, 0.19128048, 0.9818539, 0.8090318, 0.003292383, 0.614299, 0.82290906]","[0.17697814, 0.36110485, 0.99484706, 0.929785, 0.0032460066, 0.87686527, 0.94650054]","[0.662909, 0.4072164, 0.997903, 0.96362144, 0.00034395978, 0.6320635, 0.9298291]","[0.028779062, 0.03728079, 0.9893226, 0.49487445, 0.00037210056, 0.6769306, 0.41371325]",fear
anger,I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself. ,anger,anger,anger,anger,"[0.9959074, 0.77631646, 0.032632813, 0.27106172, 0.0007663173, 0.0143855745, 0.61498517]","[0.99095696, 0.9789493, 0.054153256, 0.08802161, 0.00051403587, 0.008302003, 0.41874894]","[0.99712306, 0.93807656, 0.84066695, 0.32906082, 0.00020312502, 0.0055231377, 0.79170376]","[0.99804366, 0.81939346, 0.010451096, 0.040277343, 0.00017146522, 0.0059575946, 0.09816794]",anger
