labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
guilt,Having told a certain lie. ,guilt,guilt,guilt,guilt,"[0.56689215, 0.5861374, 0.65563536, 0.96743137, 0.01625512, 0.712638, 0.8084442]","[0.6477016, 0.51208025, 0.4242617, 0.9895465, 0.0030056858, 0.36103353, 0.8591227]","[0.8500652, 0.70037615, 0.89161336, 0.95170015, 0.0029852507, 0.7550398, 0.88956666]","[0.8320003, 0.831149, 0.82172495, 0.9646804, 0.011642071, 0.7323789, 0.913218]",guilt
joy,"I experienced joy at a friend's nd birthday party. We had good food, good liquid, good company, good music, and an overall warm atmosphere. The birthday girl and I communicate incredibly well. I felt very content, warm and inspired just talking with her giving her a neck massage. ",joy,joy,joy,joy,"[0.04103532, 0.021883931, 0.07203959, 0.15485668, 0.9824301, 0.012774952, 0.009875934]","[0.00073427334, 0.00033563818, 0.0008132666, 0.0011194459, 0.9973086, 0.0004954486, 0.0004915911]","[0.008494498, 0.0023754532, 0.13139518, 0.25935492, 0.99361247, 0.0046079755, 0.042670958]","[0.00049758493, 0.00030924156, 0.00069236016, 0.0009352227, 0.998777, 0.000649679, 0.00048837194]",joy
fear,Two summers ago my best friend and I drove into unknown mountains at midnight to pick up my broken car. We told one another horrifically scary ghost/murder stories and succeeded in scaring eachother pretty well - even though somewhere in our heads we knew the fears were unjustified. ,fear,fear,fear,fear,"[0.18796386, 0.19516948, 0.9295771, 0.6688633, 0.009477052, 0.27662244, 0.18928732]","[0.18159503, 0.11685711, 0.980275, 0.92282516, 0.001729215, 0.04840943, 0.6540248]","[0.78683704, 0.30445272, 0.9976115, 0.85672253, 0.007526715, 0.7866281, 0.5273591]","[0.06360943, 0.06282974, 0.98746675, 0.71554214, 0.0020213558, 0.009227709, 0.47889197]",fear
anger,I had just seen my pseudo-girlfriend and our conversation angered me greatly. ,anger,anger,anger,anger,"[0.92305493, 0.5874206, 0.3239232, 0.40558267, 0.0020943645, 0.1275579, 0.19752571]","[0.99725795, 0.9461047, 0.025332429, 0.17280427, 0.0004793354, 0.0011451843, 0.013005688]","[0.99798167, 0.9495106, 0.8619665, 0.57728374, 0.0010036395, 0.02442727, 0.4994927]","[0.9959038, 0.12712325, 0.01137861, 0.017451428, 0.0017059328, 0.00095588854, 0.010089935]",anger
sadness,My grandfather died thirteen years ago. ,sadness,sadness,sadness,sadness,"[0.24401988, 0.15769428, 0.25464073, 0.38920414, 0.014068005, 0.8180872, 0.18844084]","[0.20372756, 0.17477208, 0.36485416, 0.47480768, 0.001544133, 0.91043454, 0.1753439]","[0.6299373, 0.20471343, 0.9553592, 0.6462948, 0.0069095353, 0.9772052, 0.27885997]","[0.59477216, 0.25628704, 0.52504086, 0.7336491, 0.002071612, 0.95930743, 0.5115351]",sadness
disgust,"When one individual takes advantage of and/or injures another relatively defenseless individual, consciously. I feel disgust mingled with anger. A person on my dorm floor verbally assaulted another person for having a certain religious belief. ",anger,anger,disgust,disgust,"[0.51553124, 0.44414803, 0.33630443, 0.42477557, 0.0076341354, 0.09632625, 0.39783093]","[0.9958508, 0.99563, 0.045575455, 0.57673347, 0.0010737327, 0.00940739, 0.5801595]","[0.9957194, 0.99590886, 0.8086454, 0.12982541, 0.0012183511, 0.0055948147, 0.27403775]","[0.98512393, 0.9942908, 0.01250159, 0.065457344, 0.00075647427, 0.0006818992, 0.04042292]",anger
shame,I borrowed $ . from a friend and paid him back much later than I had originally intended. ,guilt,guilt,fear,guilt,"[0.37912238, 0.13464442, 0.40669358, 0.66347754, 0.055294655, 0.4417018, 0.29338184]","[0.28202778, 0.116619125, 0.23060103, 0.87636274, 0.020075869, 0.33170956, 0.56368625]","[0.6381503, 0.23928525, 0.92809457, 0.8985612, 0.0897427, 0.7017553, 0.65842277]","[0.517192, 0.3649086, 0.34143645, 0.89022064, 0.11567774, 0.6989574, 0.73427546]",guilt
guilt,I angered a close friend and he was injured. ,anger,anger,anger,anger,"[0.9608355, 0.61941946, 0.7379332, 0.9286566, 0.0058740973, 0.8752182, 0.596529]","[0.9864038, 0.8509596, 0.8418689, 0.98278445, 0.00095534587, 0.9216775, 0.88068193]","[0.99412173, 0.7611751, 0.8847709, 0.97999954, 0.0028440384, 0.85674924, 0.81810963]","[0.996518, 0.58089745, 0.7700547, 0.9573711, 0.002324792, 0.9006535, 0.8738683]",anger
joy,My parents and brother came up over the weekend. We are a very close family. This was my first year away from home. They brought one jacko-lantern with a new design. That is the old joke that we have a great new design - it's always the same. ,guilt,guilt,fear,joy,"[0.004315647, 0.0044779438, 0.0054859333, 0.00909752, 0.004488766, 0.004584732, 0.004926782]","[0.009998135, 0.014873476, 0.009241082, 0.028150257, 0.019872284, 0.0039315787, 0.013340646]","[0.03375462, 0.010696901, 0.06357621, 0.049320675, 0.049406677, 0.013798725, 0.01641627]","[0.0057088463, 0.0049248445, 0.0063244402, 0.016289469, 0.022608655, 0.004291312, 0.009365339]",guilt
fear,"I was to meet one of my friends (girl) at the library at already dark. She would be walking alone. She was minutes late but I kept waiting, calling her room and other places she could have been. ",fear,fear,fear,sadness,"[0.49978554, 0.18378815, 0.598976, 0.40542597, 0.019698082, 0.5791097, 0.21854387]","[0.7071849, 0.22526807, 0.8319868, 0.82261854, 0.013351095, 0.8284736, 0.48946103]","[0.6519245, 0.085291386, 0.7580574, 0.6539356, 0.05033702, 0.6154673, 0.18633747]","[0.73591536, 0.22355562, 0.8457993, 0.86309016, 0.05953043, 0.8708677, 0.6468676]",fear
anger,While studying chemistry with a friend we became angry with eachother because we were both fed up. ,anger,anger,anger,anger,"[0.909375, 0.7484057, 0.25125667, 0.1852395, 0.0030798963, 0.09014671, 0.20566158]","[0.9907098, 0.8563842, 0.041950893, 0.075024076, 0.001008478, 0.00287361, 0.006504205]","[0.9952251, 0.9597665, 0.84425575, 0.5830178, 0.0025614763, 0.09455518, 0.52521145]","[0.99566525, 0.25303474, 0.009239964, 0.018329604, 0.0018789477, 0.0009726046, 0.0039532245]",anger
sadness,I received a letter from my grandmother. She has obviusly suffered a lot from my grandfather's suffering health. She mentioned things she had gotten him and he would never use. ,sadness,sadness,sadness,sadness,"[0.65336746, 0.26653406, 0.6992567, 0.8021001, 0.0047199395, 0.95892745, 0.51193213]","[0.7824782, 0.5131353, 0.9350321, 0.96427363, 0.0003734982, 0.9971372, 0.9728574]","[0.9108633, 0.18899149, 0.87913907, 0.9802194, 0.004234373, 0.9925493, 0.84161687]","[0.8066278, 0.5514167, 0.8695498, 0.87679636, 0.0031107955, 0.9926367, 0.8553567]",sadness
disgust,One of my good friends told people something I had told her in confidence about someone else. ,sadness,guilt,fear,guilt,"[0.58942455, 0.35134563, 0.42806122, 0.6918646, 0.012239119, 0.7423555, 0.4294161]","[0.7334079, 0.35467297, 0.5035835, 0.95649856, 0.006241047, 0.44335657, 0.9164185]","[0.6686029, 0.40464392, 0.8595806, 0.622607, 0.03585804, 0.71153116, 0.4509093]","[0.7779573, 0.5465422, 0.55919224, 0.8881869, 0.030120144, 0.7668982, 0.76775277]",guilt
shame,I wanted my boyfriend to stay when he didn't. He stayed but when he left I felt ashamed because I should have let him leave when he wanted. I was too selfish. ,guilt,guilt,guilt,shame,"[0.02697164, 0.50194794, 0.25379887, 0.9686443, 0.00415258, 0.6374389, 0.91615105]","[0.13107415, 0.626418, 0.13129196, 0.99511826, 0.00059364707, 0.78858405, 0.99347925]","[0.15829965, 0.9738627, 0.92244905, 0.99726844, 0.00041575846, 0.6001786, 0.996878]","[0.008676269, 0.706125, 0.055150367, 0.99063814, 0.0004971118, 0.31379434, 0.99609154]",guilt
guilt,"At a party, I started talking to a guy I had seen in one of my classes. My boyfriend felt awkward and left to talk to a friend but kept on looking at me as I talked. ",fear,guilt,fear,shame,"[0.2772289, 0.24867046, 0.85305566, 0.7057928, 0.07996003, 0.49935722, 0.38015687]","[0.17236143, 0.09684906, 0.6312538, 0.7602053, 0.026535908, 0.3174646, 0.7353632]","[0.41885734, 0.12118059, 0.9943639, 0.9367762, 0.0059635243, 0.632963, 0.8916656]","[0.3409972, 0.28691217, 0.7527628, 0.7495966, 0.25196576, 0.30182967, 0.7549859]",fear
joy,"Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year. ",joy,joy,joy,joy,"[0.009574924, 0.0046505453, 0.121207274, 0.12597863, 0.92665005, 0.0055211633, 0.0007416794]","[0.0010439523, 0.00060132967, 0.0017415679, 0.00903405, 0.99662834, 0.0007444736, 0.0005276077]","[0.002304078, 0.0007165969, 0.8687295, 0.036379773, 0.9984862, 0.0011020823, 0.0014521242]","[0.0009321403, 0.00033549726, 0.0015851951, 0.015567687, 0.99808866, 0.0007170192, 0.0004872878]",joy
fear,I was driving on to a busy freeway during rush hour and it was slightly raining. A diesel truck was coming very close behind me and I was close behind a pick-up. I changed lanes and barely hit the truck and ran a Honda of the road. I was scared to death to go back and see if I caused him to crash. ,fear,fear,fear,fear,"[0.16019168, 0.08168805, 0.95742345, 0.53075784, 0.0015837409, 0.29519743, 0.10884099]","[0.6415356, 0.38403323, 0.9954432, 0.94141644, 0.0011114342, 0.63172793, 0.82102174]","[0.9041629, 0.8703714, 0.9962913, 0.98016316, 0.0011400264, 0.9323134, 0.95603657]","[0.7259029, 0.68007785, 0.99508107, 0.95940757, 0.0019133987, 0.67484903, 0.83845466]",fear
anger,I was really pissed when the Russians boycotted the ' Olympics. I had anger towards them and Jimmy Crter. I was very anxious to see it. ,anger,anger,anger,anger,"[0.28382102, 0.010770597, 0.0059539555, 0.029058574, 0.0028221498, 0.0070938985, 0.049445625]","[0.99266523, 0.8798221, 0.019084692, 0.038276702, 0.0074343877, 0.003497552, 0.011312602]","[0.9958099, 0.3268024, 0.19486606, 0.060340192, 0.0039826105, 0.007935748, 0.07271036]","[0.99637246, 0.3455332, 0.004691015, 0.03149037, 0.0012749332, 0.00077124214, 0.009778929]",anger
sadness,It made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house. ,sadness,sadness,sadness,sadness,"[0.06082452, 0.20539911, 0.58729565, 0.5756223, 0.0009899983, 0.9707089, 0.8924405]","[0.018488612, 0.39487085, 0.16758962, 0.84261465, 0.0007641679, 0.9990061, 0.9885097]","[0.060669366, 0.15565936, 0.9297637, 0.9606019, 0.0010904477, 0.9978734, 0.4989329]","[0.0027737354, 0.009948923, 0.016774083, 0.22461891, 0.00046003613, 0.99933904, 0.42094982]",sadness
disgust,I vividly remember having feelings of disgust toward some of my jr. high classmates who didn't work at all on their schoolwork and who would coplain and take my tax money when I was older and more successful than they were. At the time I pictured some adults like this that I knew in the complaining situation. ,anger,disgust,disgust,disgust,"[0.7072056, 0.15756162, 0.2515216, 0.038521495, 0.0029208406, 0.01927844, 0.28775254]","[0.960878, 0.97947514, 0.10422528, 0.060488563, 0.0013040483, 0.008871728, 0.5927561]","[0.96984124, 0.9887755, 0.35565695, 0.08478923, 0.0012157566, 0.004696988, 0.409407]","[0.7742061, 0.99177307, 0.023699213, 0.033693574, 0.00053562684, 0.00080367463, 0.16579168]",anger
shame,I could have died when I was caught cheating on a test in high school. That was my first and last time. ,fear,fear,fear,fear,"[0.22264646, 0.301976, 0.7475582, 0.5135856, 0.001603054, 0.31794694, 0.3021652]","[0.6557576, 0.85497427, 0.98999184, 0.9678257, 0.0007479745, 0.6851799, 0.9628413]","[0.90784985, 0.96308756, 0.9958754, 0.99081224, 0.006586314, 0.8246623, 0.98505706]","[0.59489524, 0.7305983, 0.97878635, 0.9647948, 0.0006649604, 0.8141658, 0.9112725]",fear
guilt,When I didn't study for tests in High School. In particular remember a physics test. I didn't study because my friends talked me out of it and we did something else boring. I felt so helpless just being there - then guilt set in because I was very close to getting an A in the class. ,guilt,shame,guilt,guilt,"[0.13181105, 0.19885698, 0.89882636, 0.9629322, 0.004239463, 0.95268625, 0.92548966]","[0.19454622, 0.6736056, 0.9789265, 0.9870859, 0.0017984451, 0.98278934, 0.98802036]","[0.7081506, 0.78102934, 0.9779674, 0.9968927, 0.0027964448, 0.98833793, 0.98232955]","[0.005434773, 0.057943292, 0.797194, 0.99494344, 0.00068996125, 0.9121681, 0.8047153]",guilt
joy,I took a math midterm and I knew I did really well and it was Friday so I felt great joy because the week was over and I did well on a test. ,joy,joy,joy,joy,"[0.003391836, 0.0021307322, 0.019544227, 0.010458451, 0.9905234, 0.0027218785, 0.0011630972]","[0.0011509878, 0.0006445742, 0.0010903759, 0.0053047654, 0.99779934, 0.0010154891, 0.0007675016]","[0.0022249022, 0.0010330053, 0.4228335, 0.050615773, 0.99824655, 0.0012180785, 0.001793377]","[0.001020369, 0.00057467824, 0.0012703441, 0.0011063658, 0.9976699, 0.00086845993, 0.0006014741]",joy
fear,"When first came to CAL I went to a rally on Sproul and I later learned that the rally was conducted by the Moonie cult. They were taking pictures at the rally, so I was afraid that they would circulate the pictures and then kidnap people. I did not know how the cult worked. I was scared. ",fear,fear,fear,fear,"[0.68778574, 0.6074784, 0.99071956, 0.8547025, 0.097019516, 0.85718465, 0.77606344]","[0.86400366, 0.833218, 0.9981294, 0.9290329, 0.030346747, 0.8944037, 0.8868865]","[0.8333125, 0.7484486, 0.99875724, 0.8949926, 0.0032852616, 0.91227204, 0.79630893]","[0.1650282, 0.17482997, 0.99671197, 0.80035514, 0.0031450551, 0.083734736, 0.46894604]",fear
anger,When I was faced with writing an essay and I didn't want to do it I was angry that I had to write an essay and angry at myself for not having the time to write a good essay. ,anger,anger,anger,anger,"[0.97851765, 0.55308574, 0.8698373, 0.90259755, 0.0061198776, 0.0975567, 0.5335531]","[0.99647707, 0.47728205, 0.2562255, 0.92719954, 0.001306924, 0.010072564, 0.15528868]","[0.9973513, 0.30827856, 0.97393984, 0.96077937, 0.001801576, 0.02528263, 0.52090216]","[0.9964038, 0.025892079, 0.042347927, 0.6144278, 0.0012733963, 0.0009079747, 0.02194245]",anger
sadness,I ran a race for the CAL track team and I did terribly and then the coach said that I should sit out for the season. I felt really sad because I wasn't going to be able to run. It was something I always had done and now I couldn't do it anymore. ,sadness,sadness,sadness,sadness,"[0.044426404, 0.09497296, 0.7097467, 0.79344344, 0.0035852222, 0.993588, 0.8384732]","[0.0026467533, 0.016822856, 0.37202206, 0.8824484, 0.00074622844, 0.9987453, 0.9840279]","[0.016819464, 0.029103465, 0.9723289, 0.89549434, 0.00049833825, 0.998524, 0.82786936]","[0.00062701927, 0.00137899, 0.008814658, 0.30374616, 0.0005086467, 0.99951625, 0.17218724]",sadness
disgust,When I saw a girl in my economics discussion section smiling and asking stupid questions to the TA. just to get attention. She was obviously ass-kissing. It happens in every Econ. discussion held weekly. ,disgust,disgust,anger,disgust,"[0.3059167, 0.3136031, 0.21636035, 0.20156913, 0.04247677, 0.19445115, 0.1617299]","[0.68225795, 0.8299979, 0.10384495, 0.4188235, 0.17854577, 0.040527683, 0.547637]","[0.7419609, 0.58211213, 0.452968, 0.05469589, 0.36634707, 0.033897754, 0.06094155]","[0.2772096, 0.5273772, 0.0078407405, 0.015145302, 0.055714726, 0.0006466811, 0.0136195095]",disgust
shame,"I was supposed to go out with my girlfriend one Saturday night, but I got really drunk with some friends earlier that afternoon and evening. So, I totally forgot about going out with my girlfriend. She showed up the next day, and that was when I remembered. ",sadness,guilt,guilt,sadness,"[0.34006506, 0.2569279, 0.5152383, 0.47546867, 0.14840373, 0.528746, 0.26466507]","[0.5381333, 0.2821977, 0.2618653, 0.9344247, 0.06880824, 0.81965876, 0.8966094]","[0.8505155, 0.47308853, 0.89166266, 0.91842526, 0.19582349, 0.9094763, 0.7978045]","[0.5288586, 0.4765363, 0.2350326, 0.8384993, 0.15571512, 0.85295564, 0.78152037]",guilt
guilt,"I went to go get a bike innertube fixed. I fixed it and I was supposed to pay previously but I didn't. I said I would after I fixed the tire. After fixing the tire, the salesperson who helped me was gone so I walked out of the store without paying. I felt guilty so I went inside and paid for the tire. ",guilt,guilt,guilt,guilt,"[0.2894264, 0.14059442, 0.6883343, 0.9766228, 0.025549693, 0.60522777, 0.5703982]","[0.26560047, 0.13509086, 0.23419556, 0.99519134, 0.009398635, 0.61544484, 0.97491497]","[0.6809104, 0.14487049, 0.8608941, 0.9985898, 0.000589902, 0.9114982, 0.9861466]","[0.17679451, 0.15828562, 0.22097613, 0.9982292, 0.00412076, 0.47645938, 0.9066348]",guilt
joy,I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me. ,joy,joy,joy,joy,"[0.0051393867, 0.0015752052, 0.021292537, 0.03543121, 0.9692611, 0.005071108, 0.0036674386]","[0.0005699888, 0.00037910853, 0.0005513821, 0.0005427315, 0.99666744, 0.0003746068, 0.0002954212]","[0.0027239902, 0.00047672397, 0.2731246, 0.0035507372, 0.9979849, 0.0010599748, 0.000798121]","[0.00049280346, 0.0003000337, 0.00056062266, 0.00036767492, 0.9983265, 0.00053004856, 0.00037088408]",joy
fear,I feared that my dog's eye was infected too much. He had played around in the weeds and a foxtail had gotten under his eyelid. I took him to the vet and I feared that he may go blind because of the foxtail. ,fear,fear,fear,fear,"[0.5112912, 0.5161784, 0.96944416, 0.5896448, 0.16757125, 0.8399827, 0.37692803]","[0.44417647, 0.6812044, 0.9983199, 0.7980463, 0.0013432276, 0.9702562, 0.5935996]","[0.6465541, 0.7181613, 0.99848133, 0.81003946, 0.0035735825, 0.9754508, 0.407469]","[0.21157451, 0.5214689, 0.99639577, 0.78361654, 0.0020596352, 0.9392622, 0.37807253]",fear
anger,"One of my friends kept criticizing me about everything I did. I thought she was kidding, but later I found out that she was serious. ",guilt,anger,anger,disgust,"[0.61507314, 0.62767124, 0.63610923, 0.667124, 0.021006292, 0.6242704, 0.32668507]","[0.8791632, 0.8609358, 0.74134576, 0.8771118, 0.0027463108, 0.3582905, 0.8108224]","[0.9538457, 0.775557, 0.9250538, 0.83601767, 0.03524685, 0.63807636, 0.67438775]","[0.7886579, 0.8684034, 0.66649574, 0.8254917, 0.0060016783, 0.44628033, 0.8439291]",anger
sadness,One of my relatives became seriously ill. I felt sad because I didn't know if she will ever be the same again. ,sadness,sadness,sadness,sadness,"[0.05699278, 0.03622449, 0.9506343, 0.6740664, 0.0028014411, 0.97475535, 0.39944077]","[0.0024842857, 0.0039292867, 0.97004056, 0.34646577, 0.00064365985, 0.9990054, 0.11573156]","[0.0044000065, 0.004135531, 0.92753625, 0.62770045, 0.0007816528, 0.9988439, 0.14451353]","[0.00071119715, 0.00094084925, 0.72706836, 0.039720666, 0.00031842367, 0.9995353, 0.0043171323]",sadness
disgust,I felt disgusted when I found out that someone had betrayed me. That person had been dishonest with me and I felt used. ,disgust,disgust,disgust,disgust,"[0.99275124, 0.999089, 0.9778853, 0.9904426, 0.08145628, 0.9747313, 0.9952636]","[0.9979735, 0.99915135, 0.87492055, 0.98503786, 0.0009549736, 0.7005531, 0.9981054]","[0.9930259, 0.9992393, 0.9288201, 0.85660344, 0.0016488816, 0.44637144, 0.9187718]","[0.9794383, 0.99927205, 0.14669843, 0.8808989, 0.0006565255, 0.009837842, 0.99177575]",disgust
shame,"After taking a difficult midterm for one of my classes, I felt shame for not studying as much as I should have. I was ashamed of the results of the midterm. ",guilt,guilt,guilt,shame,"[0.2399767, 0.68660986, 0.6346639, 0.9387637, 0.04035252, 0.7652777, 0.7189021]","[0.16256611, 0.71790636, 0.67793614, 0.9900435, 0.0072646313, 0.90710896, 0.9846288]","[0.58475363, 0.83842885, 0.9457594, 0.993234, 0.02340535, 0.92410773, 0.99225676]","[0.011908933, 0.2684954, 0.1259043, 0.8664001, 0.0022692245, 0.07992809, 0.9893266]",guilt
guilt,"A close friend of mine was leaving for graduate school out of state. I had arranged to gather some people together the day before he left to be with him and have a good time, but I didn't pay as much attention to him as I should have. ",sadness,guilt,guilt,sadness,"[0.20248438, 0.16217199, 0.35094008, 0.42095524, 0.068589315, 0.59035164, 0.12864123]","[0.53493285, 0.18614298, 0.5067551, 0.9600127, 0.02944623, 0.8660156, 0.9299477]","[0.635309, 0.29033285, 0.7045352, 0.9331133, 0.049822185, 0.84770817, 0.77814406]","[0.3899702, 0.10455712, 0.43958068, 0.8784657, 0.087291405, 0.920505, 0.7840519]",sadness
joy,I spoke with a friend on the phone who I haven't seen in many years. It was a joyful event to talk to him. ,joy,joy,joy,joy,"[0.0043444913, 0.0014452318, 0.013853053, 0.032933224, 0.9872617, 0.0035838173, 0.0023661454]","[0.0011513359, 0.0009987417, 0.0013412322, 0.0056134635, 0.99571276, 0.0008283806, 0.00084743695]","[0.0040152445, 0.0014035237, 0.061094586, 0.055649053, 0.99744666, 0.0025895983, 0.0026546689]","[0.0009166482, 0.00054067984, 0.0011456945, 0.0010133411, 0.9976452, 0.00081540755, 0.0007029209]",joy
fear,I was on this amusement park ride at Marriots Great America. It went way up in the air and then around and around. Heights are not my favorite spots in life. ,fear,fear,fear,fear,"[0.36101454, 0.52316165, 0.87733364, 0.3478624, 0.027186137, 0.17012845, 0.10823476]","[0.23113996, 0.9024024, 0.9845658, 0.33085996, 0.011515789, 0.11150163, 0.28316733]","[0.30630243, 0.75925624, 0.9976059, 0.464816, 0.021669893, 0.26868063, 0.24715132]","[0.15117712, 0.78973085, 0.9691131, 0.21133283, 0.03963563, 0.08360987, 0.12856339]",fear
anger,"I typed up a letter for this physician at work. She didn't care for my style, even though she was not using correct English. I told her it was her letter and we would do it her way. ",fear,disgust,fear,disgust,"[0.04278655, 0.014923058, 0.053979468, 0.016657976, 0.002090396, 0.03958367, 0.00404299]","[0.056760523, 0.097521566, 0.034521684, 0.031003306, 0.011049592, 0.051296894, 0.017870786]","[0.106563374, 0.011657251, 0.6600539, 0.031600792, 0.006678221, 0.03439064, 0.02217145]","[0.052631885, 0.13231464, 0.005131613, 0.039270833, 0.008081058, 0.03779267, 0.02243891]",fear
sadness,"Recently, my sister-in-law's horse was poisoned by a plant and died. The horse was very obedient and exceptional with children. ",sadness,sadness,sadness,sadness,"[0.50467736, 0.41571927, 0.24803461, 0.5639098, 0.0019645977, 0.9250906, 0.29063514]","[0.70442337, 0.7227268, 0.9184099, 0.9196557, 0.0004589847, 0.99199694, 0.9467441]","[0.8971586, 0.8346975, 0.86925894, 0.8957668, 0.0017880474, 0.99409145, 0.82495403]","[0.83277786, 0.9021423, 0.84778184, 0.87946516, 0.0012203784, 0.9922535, 0.8993731]",sadness
disgust,"I was disgusted at the behavior of these boys I work with in the scouting program. They showed a lack of interest, unrest, and at times just plain rude behavior. ",disgust,disgust,disgust,disgust,"[0.9582842, 0.9897237, 0.46590605, 0.62087935, 0.0063893017, 0.7753927, 0.88641596]","[0.9973099, 0.9993113, 0.36276647, 0.5663116, 0.0007716612, 0.7772892, 0.9965403]","[0.99528366, 0.9985703, 0.88850015, 0.70998085, 0.001373314, 0.58940214, 0.97711235]","[0.97682273, 0.99851614, 0.13730009, 0.6926549, 0.0021640428, 0.05960269, 0.9810478]",disgust
shame,I had a test in the class and I had not adequately prepared myself. I didn't fare so well on the exam and I felt bad about it. ,guilt,shame,guilt,guilt,"[0.43473408, 0.6932099, 0.89567864, 0.98296595, 0.02331465, 0.9656273, 0.9545641]","[0.5731814, 0.66132575, 0.8873841, 0.9976751, 0.0019116382, 0.99347514, 0.997698]","[0.6566132, 0.55073166, 0.9793154, 0.9975629, 0.0012536866, 0.99621624, 0.99167705]","[0.016775608, 0.42843896, 0.43124756, 0.98142266, 0.0013324877, 0.9782317, 0.97976893]",guilt
guilt,"I was supposed to have done some things for my mother, but just plain didn't get around to it. ",guilt,guilt,guilt,guilt,"[0.56072116, 0.37762338, 0.5252548, 0.8794179, 0.027708648, 0.8266732, 0.6276188]","[0.5186761, 0.3382258, 0.27207342, 0.9844738, 0.0038898494, 0.9070449, 0.9386507]","[0.9311708, 0.60506535, 0.9405038, 0.9918162, 0.021147499, 0.9562757, 0.9390021]","[0.6682921, 0.5413735, 0.32314268, 0.96556616, 0.02024289, 0.9447549, 0.8605827]",guilt
joy,My old boyfriend - yes the same one - asked me out. We had a good time. Then he asked me out the following week. He actually took interest. ,joy,joy,joy,joy,"[0.19553947, 0.07722962, 0.41474244, 0.45816875, 0.746512, 0.15617865, 0.11746776]","[0.0819998, 0.005128836, 0.15643924, 0.4694881, 0.83079404, 0.079117134, 0.07117293]","[0.4142232, 0.02370463, 0.4876339, 0.60257757, 0.9449458, 0.45477912, 0.26903516]","[0.13878286, 0.0034591304, 0.4170314, 0.44492546, 0.8091615, 0.2555308, 0.14674325]",joy
fear,"I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact, or even alive, produced fear. ",fear,fear,fear,fear,"[0.032734107, 0.22246872, 0.9559063, 0.4120479, 0.0011770228, 0.19087927, 0.33793002]","[0.0343543, 0.40350205, 0.99371547, 0.53666544, 0.0005293677, 0.8120743, 0.83223337]","[0.25944695, 0.7599487, 0.9989718, 0.7783445, 0.00043132936, 0.7075444, 0.88842696]","[0.00093593315, 0.0069191423, 0.9962131, 0.0059923944, 0.0004962632, 0.001258055, 0.0024278827]",fear
anger,My boyfriend breaking up with me about months after I had an abortion. Just the fact that he was ignoring me and continued to do so. ,sadness,sadness,sadness,sadness,"[0.055109248, 0.014385283, 0.06984713, 0.032680564, 0.0010970848, 0.15798956, 0.009388731]","[0.5152158, 0.15727322, 0.3217433, 0.3175994, 0.0014290484, 0.8263394, 0.43335772]","[0.6778441, 0.35258383, 0.77463037, 0.5041584, 0.0051441067, 0.83489287, 0.39950192]","[0.45422104, 0.19625197, 0.39788708, 0.5337486, 0.004604575, 0.7483286, 0.35677987]",sadness
sadness,"My nephew's mother just left one day (my brother and she were not married). My nephew, Anthony, was shaken. I was sad for him because a similar situation happened to me. ",sadness,sadness,sadness,sadness,"[0.123034105, 0.023245139, 0.93785465, 0.64281857, 0.0053623216, 0.9543194, 0.3868133]","[0.00283276, 0.0044230395, 0.9463297, 0.8294955, 0.00075515837, 0.99436074, 0.43055892]","[0.08061728, 0.17424782, 0.9906318, 0.85995984, 0.013801509, 0.99760616, 0.71906555]","[0.0012909762, 0.0016651218, 0.8160033, 0.5979735, 0.00056987826, 0.9989504, 0.057025004]",sadness
disgust,My friends and I were sitting at a restaurant. We were talking and a few of them said awful things about women. I became disgusted by their narrow-mindedness. ,disgust,disgust,disgust,disgust,"[0.90672106, 0.9720314, 0.61274576, 0.65933245, 0.0049658674, 0.6508467, 0.8586713]","[0.9852048, 0.99784076, 0.5205055, 0.813965, 0.0012959396, 0.35092655, 0.99248886]","[0.99614173, 0.99742115, 0.8987436, 0.82476056, 0.0023177864, 0.74703884, 0.97721225]","[0.9291801, 0.9972277, 0.20080069, 0.48507404, 0.0010604453, 0.005280152, 0.92078495]",disgust
shame,"I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his ""doormat"". ",guilt,shame,shame,shame,"[0.74322724, 0.45638737, 0.65670663, 0.88818246, 0.0040966244, 0.8656156, 0.87540376]","[0.93243337, 0.7739947, 0.49655342, 0.9700327, 0.0013742115, 0.9632532, 0.98465514]","[0.97365123, 0.9524583, 0.97664547, 0.9854542, 0.0008401973, 0.98216033, 0.99238]","[0.83343184, 0.56577826, 0.4526846, 0.9387509, 0.0022676422, 0.941041, 0.96599966]",shame
guilt,I had found out that I was pregnant. I talked it over with my boyfriend and he was unsupportive - yet encouraged an abortion - I did. ,fear,sadness,fear,fear,"[0.2743594, 0.12850143, 0.46125007, 0.111939706, 0.0013189806, 0.38760912, 0.04967125]","[0.31335583, 0.427018, 0.77099365, 0.3890513, 0.00054373365, 0.82638085, 0.5479649]","[0.7107237, 0.3967185, 0.982971, 0.25759104, 0.00094833976, 0.78654295, 0.33814573]","[0.4155096, 0.6057452, 0.7683883, 0.2592613, 0.0010755054, 0.6273836, 0.40237638]",fear
