labels,text,expr_emo,prob_expr_emo,prob_max
fear,"I was coming home from a relative's place and it was about . / P. M. I felt slightly apprehensive when I got off the bus and started walking towards my place. I was confident that nothing would happen to me, yet there was this slight feeling of fear. ",fear,"[0.9035336, 0.88184834, 0.9941989, 0.88360405, 0.015315729, 0.9420199, 0.78275084]",0.9941989
anger,"Uncleaniness at my work place. The place is generally not very clean, but when it reaches a point, I get angry at the person who is supposed to clean the place and the people who are supposed to supervise him. ",anger,"[0.99521315, 0.9935522, 0.9336401, 0.9419045, 0.009096214, 0.8084319, 0.9776193]",0.99521315
sadness,"Three weeks ago a friend of mine bid me good-bye before going abroad. I felt happy for her as she was achieving something by making the trip, but I also felt sad as I would not be seeing her for a long time. ",sadness,"[0.11381397, 0.20275642, 0.5508564, 0.84589845, 0.0024697965, 0.9650325, 0.38953194]",0.9650325
disgust,"When we complained about the uncleanliness of the work place, the authorities agreed to have the place cleaned. Even after - days nothing had been done. I felt disgusted at the whole situation. ",disgust,"[0.96354353, 0.98073375, 0.5175754, 0.68513197, 0.0011203666, 0.8937604, 0.93313503]",0.98073375
shame,I got into a tight pair of trousers and examined myself in the mirror. My back looked unpresentable and I felt ashamed at my wanting to wear those clothes that day. I quickly changed into another dress. ,shame,"[0.42169964, 0.8439802, 0.6613317, 0.8769622, 0.0005796579, 0.8235166, 0.8992825]",0.8992825
guilt,"When I do not put in the needed amount of hours of work or study for the day, I feel guilty and try to make up for the lost time. ",guilt,"[0.34324238, 0.47911632, 0.8392576, 0.9898347, 0.0003464423, 0.89199615, 0.9598107]",0.9898347
joy,When I got the scholarship I was very happy as the finacial burden of the family was reduced. ,joy,"[0.0010040987, 0.0011454065, 0.011510965, 0.018638428, 0.987468, 0.001308951, 0.0029150485]",0.987468
fear,I experienced fear when I was not prepared for the final year degree exams. ,fear,"[0.023100747, 0.21606474, 0.99000645, 0.8351823, 0.0001741085, 0.574447, 0.9105977]",0.99000645
anger,"When the others did not do their bit of work on a group assignment task, and I had to do all the work. ",anger,"[0.9582621, 0.9105625, 0.817025, 0.9377804, 0.009257935, 0.8931428, 0.91316485]",0.9582621
sadness,"After having been ill, when I was coming back to the hostel, I felt very sad leaving home. ",sadness,"[0.33174163, 0.8976645, 0.9133592, 0.9387917, 0.0001870581, 0.9961039, 0.952489]",0.9961039
disgust,"When my friend got very low marks in field work even though he had worked throughout the year, I had this feeling. ",sadness,"[0.98357785, 0.9873776, 0.97043455, 0.9696558, 0.0008248817, 0.9900304, 0.9866246]",0.9900304
shame,"I felt ashamed when I fought with my mother on some issue, and caused her trouble. ",shame,"[0.90626967, 0.9908119, 0.91987985, 0.9944734, 0.00014008603, 0.98710525, 0.9960632]",0.9960632
guilt,"I had enough time to do my assignment, and I did not do it well. When the lecturer scolded me, I had this feeling. ",shame,"[0.96437633, 0.9766426, 0.88947135, 0.96764773, 0.038741946, 0.9625637, 0.98331386]",0.98331386
joy,When I was selected at TISS X. ,joy,"[0.20638336, 0.09156697, 0.44084713, 0.23508246, 0.85962415, 0.32642227, 0.17712422]",0.85962415
fear,When I almost walked on a snake. ,fear,"[0.9751853, 0.9815694, 0.98704636, 0.9545328, 0.003265032, 0.9582655, 0.98161936]",0.98704636
anger,When I was insulted by a man. ,anger,"[0.97935003, 0.97869897, 0.75555927, 0.8396572, 0.00020368978, 0.9562664, 0.97215444]",0.97935003
sadness,When my mother left for Kenya. ,sadness,"[0.767377, 0.73845667, 0.8155421, 0.67347324, 0.18100996, 0.96010846, 0.74020106]",0.96010846
disgust,[ When I see that the toilet is unclean. ] ,disgust,"[0.97452354, 0.9947279, 0.8947399, 0.973963, 0.0037829946, 0.9828356, 0.99179345]",0.9947279
shame,When my co-resident opened the bathroom door while I was bathing inside. ,shame,"[0.91703874, 0.8811735, 0.87255883, 0.8771795, 0.4100127, 0.8969666, 0.9439585]",0.9439585
guilt,When I could not complete my assignment on time. ,shame,"[0.94378495, 0.87657857, 0.70333093, 0.95909345, 0.00017895305, 0.94301414, 0.9746946]",0.9746946
joy,"At the pre-university, I was appreciated as an examplary student by our pricipal. This is something which made me feel very happy. ",joy,"[0.0005431693, 0.00030879228, 0.0016293128, 0.0037032044, 0.9954724, 0.00045489465, 0.0004607862]",0.9954724
anger,"When I was blamed for some of my attributes which are very often misunderstood, especially when one is very frank. ",shame,"[0.9123825, 0.529398, 0.48487863, 0.8506372, 0.0010813123, 0.8940984, 0.92498523]",0.92498523
sadness,"When my sister lost her only son, who was sixteen years old. I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life. ",sadness,"[0.81953895, 0.9428909, 0.92085505, 0.9853377, 0.0010856712, 0.99112415, 0.97968113]",0.99112415
disgust,"When I was in a Christian institution, sometimes the nuns would send back the people who came to visit us when it was not the visiting hours. This disgusted me. ",disgust,"[0.98641557, 0.9942516, 0.93140584, 0.89099735, 0.0034229835, 0.95377225, 0.9821785]",0.9942516
guilt,"Once I was not able to give a relative, who was in a critical period, a helping hand. Whenever I think about it I feel guilty for letting down the person who trusted me to give him a helping hand. ",guilt,"[0.7890467, 0.8698932, 0.8638802, 0.9893153, 0.0099576535, 0.97172856, 0.9752523]",0.9893153
joy,The day I got a letter from the U. G. C informing me that I had been awarded the junior research fellowship. ,joy,"[0.19859377, 0.181219, 0.20944068, 0.13103357, 0.82875293, 0.24403945, 0.06860978]",0.82875293
fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing. ",fear,"[0.77285445, 0.7846872, 0.87092936, 0.79999644, 0.5713663, 0.806164, 0.8312763]",0.87092936
anger,"When a relative, who had come to our place, created untidyness and dirtyness. ",shame,"[0.9536195, 0.9604839, 0.71188116, 0.9212561, 0.0007075465, 0.94800454, 0.96605384]",0.96605384
sadness,When I had to leave home to go to some other place to study. ,sadness,"[0.7203368, 0.70494056, 0.8115879, 0.7517527, 0.06979551, 0.94353783, 0.78722984]",0.94353783
disgust,"When I went to visit a relative and saw how messy and dirty his place was, in the absence of his wife. ",sadness,"[0.95613694, 0.97525036, 0.845927, 0.9387334, 0.000508887, 0.9779585, 0.97565156]",0.9779585
shame,When I broke-down while seeing off my friend. ,sadness,"[0.5308526, 0.8774619, 0.79137915, 0.9426276, 0.00021453951, 0.98730683, 0.9714442]",0.98730683
guilt,[ The day I have not worked (academic) hard enough. ] ,shame,"[0.9601221, 0.95812047, 0.92683524, 0.9798094, 0.00058812177, 0.98375374, 0.99011236]",0.99011236
joy,"[ When I have achieved what I wanted to achieve, I feel the above stated emotion. Also when I am sucessful. ] ",joy,"[0.368774, 0.1756434, 0.30008566, 0.35108745, 0.990171, 0.6256303, 0.062367357]",0.990171
fear,"Once when I was walking alone at mid-night, I happened to put my foot on a frog, as it felt smooth I thought that it was a snake and I felt afraid. ",fear,"[0.7690421, 0.9272464, 0.99425924, 0.9275834, 0.000584329, 0.9422609, 0.95408195]",0.99425924
anger,My friend and I were to attend a very important meeting and he had promised to come and pick me up. But he did not turn up and I felt very angry at him. ,anger,"[0.9913325, 0.97639614, 0.91695625, 0.93550897, 0.0016856759, 0.90486646, 0.9402162]",0.9913325
sadness,"I was really hoping that I would pass the examination, but I failed and so I felt very sad. ",sadness,"[0.8654672, 0.94047445, 0.9477639, 0.97133034, 0.0004411034, 0.99709475, 0.9900495]",0.99709475
disgust,[ I feel disgusted at people who talk negatively about a person without knowing the person well. ] ,disgust,"[0.9961612, 0.99829787, 0.79300153, 0.72323334, 0.00093823316, 0.84895283, 0.99277157]",0.99829787
shame,[ I have felt shame but am unable to remember any particular incident. ] ,sadness,"[0.0049916203, 0.98417664, 0.85078394, 0.98627496, 0.00019008083, 0.99257386, 0.91904145]",0.99257386
guilt,[ Whenever I do something prohibited or wrong I feel guilty. ] ,guilt,"[0.035032753, 0.7010743, 0.94731194, 0.9969811, 0.00035371789, 0.96845466, 0.99594104]",0.9969811
joy,"When I stood first in the B. A exams. Earlier I had heard of these boys and girls who were toppers, but when I first heard of me having topped I could not believe it. ",joy,"[0.79667366, 0.22830127, 0.5782223, 0.5356251, 0.88049823, 0.5826101, 0.21425696]",0.88049823
fear,"When my son fell off the cot at the age of months, I became very nervous and thought that it would cause defects in his head. ",fear,"[0.8411321, 0.8510529, 0.99289167, 0.95946056, 0.00043249165, 0.9530158, 0.9287676]",0.99289167
anger,I was very angry one day when my husband ignored me and slept on a separate bed. He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing. ,anger,"[0.9945121, 0.98853123, 0.82816863, 0.69009334, 0.0019119966, 0.014532637, 0.8298158]",0.9945121
sadness,When I heard the news of the death of my father. It was in the evening and I was alone all night in my room trying to remember the face of my father. ,sadness,"[0.8934397, 0.8784671, 0.9643904, 0.9259843, 0.014503757, 0.98734856, 0.9172654]",0.98734856
disgust,One day my colleague misbehaved with me. I felt disgusted and thought to myself that he could only do this because I was a woman. ,disgust,"[0.9814151, 0.99532074, 0.95085096, 0.9380448, 0.0009092942, 0.95188206, 0.9794493]",0.99532074
shame,One day I addressed my husband in an abusive manner in front of his friends. Later on I realized this myself and felt ashamed of myself. ,shame,"[0.9548654, 0.9571964, 0.7913121, 0.9621774, 0.0005432599, 0.89158654, 0.99074626]",0.99074626
guilt,"My mother misunderstood me and prevented me from doing something. In return I did not talk to her for a few days, only later on I realized that what she had done had been for my good. ",guilt,"[0.77074647, 0.73684675, 0.8028943, 0.91288126, 0.20012683, 0.8660103, 0.88949275]",0.91288126
joy,"When the results of the part I exams came out I felt tremendous joy in my heart. The results came out after a long period of worry and anxiety, so it gave me endless relief and joy. ",joy,"[0.0019804528, 0.0038558817, 0.004588176, 0.043944236, 0.9903162, 0.00063113, 0.0076614283]",0.9903162
fear,I felt afraid just before receiving the question paper of the part II exam. ,fear,"[0.31226665, 0.6586238, 0.983033, 0.8486821, 0.0001689779, 0.8061067, 0.8294885]",0.983033
anger,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others. ,disgust,"[0.912559, 0.93888324, 0.79475427, 0.8781106, 0.025607768, 0.86758155, 0.9141259]",0.93888324
sadness,"On the last day of my school life I was very sad, specially on the farewell party day. I felt sad to leave behind my beloved teachers and friends. ",sadness,"[0.4682914, 0.80398136, 0.8305171, 0.8496734, 0.0006721472, 0.9948368, 0.8979639]",0.9948368
disgust,I was most disgusted when I had to make a nagging three day journey recently from Calcutta to Bombay. It was very boring and tiring. ,disgust,"[0.99152666, 0.99546427, 0.9306512, 0.9237832, 0.0007549789, 0.9765945, 0.98771846]",0.99546427
shame,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons. Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds. ",shame,"[0.9395509, 0.9740283, 0.7843141, 0.9915073, 0.0018029005, 0.98867524, 0.99627185]",0.99627185
guilt,"I did badly in one of the vital exams, despite getting proper guidance from my parents. I felt guilty of improper use of the chances provided to me. ",guilt,"[0.8836929, 0.8411188, 0.80268115, 0.9862592, 0.023491852, 0.94935197, 0.9805565]",0.9862592
sadness,When my honest intentions were marred by another's jealousy. ,shame,"[0.8909414, 0.7940496, 0.49712878, 0.9188563, 0.00022853674, 0.9503927, 0.95824456]",0.95824456
guilt,When an event took place in another's life and which I thought I could have avoided. ,sadness,"[0.9557225, 0.9247511, 0.906302, 0.95200735, 0.0008647661, 0.9730409, 0.9626948]",0.9730409
joy,The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition. I had won this prize when I was an under-graduate when even post graduates had participated. I had been judged by eminent judges and political scientists. ,joy,"[0.19586715, 0.14768215, 0.25202727, 0.32053375, 0.9844619, 0.0030660802, 0.09955313]",0.9844619
fear,"Fear is an emotion that I experience very often. Naturally this is during exams and subsequently while waiting for the results. However there is one occassion when I was paralyzed with fear. This was when I was doing my M. A. -I, and we had a series of student lectures. I was one of the participants and my lecture happened to be the opening lecture. I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me. I felt my heart go cold, my lips go dry and I was really paralyzed. This incident of fear is still fresh. ",fear,"[0.46678472, 0.46611953, 0.92861104, 0.6372551, 0.009061337, 0.73303723, 0.61925703]",0.92861104
anger,"I experience this emotion quite often but the day I was most angry was the day I got pulled up for something I had not done. It happened during my school days, I had not spoken a word in class but the monitor had written my name on the board. So I had a remark in my callender which I had to get signed by my parents. This remark resulted in me being spanked. ",anger,"[0.9794502, 0.9002195, 0.68043864, 0.69213724, 0.0027813297, 0.019966409, 0.88403]",0.9794502
sadness,"I have once been very sad and lonely. This was when I was trying to organize a play as a student ( years). Instead of materializing, it fizzled out. The worst thing was that the play fell apart completely and I found myself weeping uncontrollably. Now when I think of it, I laugh it off but at that time it was intense. ",sadness,"[0.6705034, 0.89313436, 0.8806823, 0.9181227, 0.002050118, 0.979517, 0.9486777]",0.979517
disgust,"This is an incident that many of us witness in our everyday life in a city like Bombay. One day I was travelling by bus, three men dragged two fellows out of the bus. Once outside they were beaten into pulp. These two fellows, who got beaten, were pick-pockets and they were being beaten by all and sundry. I thought to myself -""what is life? "". It is one hell of a place where everyone is after someone else. One waits to cut the throat of the other one just for a living, (money). When I think about such things - the purpose of life, etc, I feel very disgusted and dejected. ",disgust,"[0.9830373, 0.99689025, 0.98058057, 0.9581488, 0.011855942, 0.99346775, 0.9885472]",0.99689025
shame,"This is an event I will never forget. I am considered a good mimic. This particular day we were waiting for a professor to take her class. This professor had a peculiar accent and a very horrible way of lecturing and to top it all we had this class at the fag end of the day. So this particular day I got into my element and started imitating the professor, and the professor entered the class right in the middle of it . I was unaware of her presence, some of my friends tried to warn me but it was of no avail as I was too engrossed in mimicing. Then I suddenly noticed the silence and turned around to see her entering the class. I do not know till today if she actually saw what I had been doing or she had completely ignored it. Through out that lecture I died of shame. All the more shameful was the fact that she gave me a character certificate. ",disgust,"[0.82528543, 0.9378065, 0.8323338, 0.89078945, 0.0443182, 0.9288281, 0.9250245]",0.9378065
joy,This happened when it was finally confirmed that I had stood first in the university for the M. A exams. A few days before the official results were declared a clerk had brought the results unofficially. So I had been expecting the results but the confirmation allowed me to legitimately feel happy at my success. ,joy,"[0.0041588005, 0.0045507858, 0.023536468, 0.04569297, 0.9889958, 0.0013901223, 0.013607114]",0.9889958
fear,"This was when I was being followed home every day from the campus, by a stranger. He would follow me to the campus and then sit outside my class. If I was not there he would ask my friends as to where I was. He was a dark, ominous looking person and I was terrified of him as I did not know his intentions. I reported him to the security officer, who turned him over to the police. I was even more petrified then. ",fear,"[0.7565504, 0.8649252, 0.98576665, 0.77979493, 0.010306, 0.6712386, 0.64823467]",0.98576665
anger,A new gas connection was to be installed and the mechanic who came to do it was very rude to my mother and me. I rushed to thhe dealer with my mother and had a fight with the dealer as he seemed to be unreasonable and was taking the mechanic's side. Ultimately the matter was resolved after my father went and spoke to him. The mechanic was asked to apologize. ,disgust,"[0.9679685, 0.97155166, 0.91023266, 0.9547267, 0.13045603, 0.9413137, 0.94952434]",0.97155166
sadness,"The day I was to receive my gold-medal for the M. A, my grandmother, who I loved very much, died after an illness. She died a few hours before the convocation. While I was attending the convocation I had to control my grief as she would not have liked me to miss it. It was a day she had been waiting for, but did not get to see. ",sadness,"[0.8795882, 0.76196164, 0.8101922, 0.85723495, 0.070228375, 0.969793, 0.80682385]",0.969793
disgust,"We had come back from a programme and we were all (three girls) staying over at another girls placce. One of them started passing very nasty and outright bitchy remarks at me. It was brought on by a male colleague's compliments to me, this girl was herself interested in this guy. Bitchiness and catty remarks made by women never fail to disgust me. I can particularly remember this incident as she knew that I had not encouraged the guy. ",disgust,"[0.9868976, 0.992168, 0.9169002, 0.8676408, 0.006485436, 0.9229366, 0.9694812]",0.992168
shame,"I was learning judo and my instructor wanted me to assist him in teaching girls judo at a suburban college. I was just a beginer, and he made me a green belt so that I would be able to command respect. This was against my principles, and yet I allowed myself to listen to him. I gave it up soon after, however I felt very ashamed at not sticking to my principles and at not having put my foot down earlier. ",shame,"[0.95015866, 0.9814183, 0.9145009, 0.99288005, 0.13116832, 0.98625875, 0.9955916]",0.9955916
guilt,"I was coming back home with my mother when the purse I was carrying got stolen. It was done so swifty that I did not realize what had happened till much later. A lot of money and the keys of the house were lost. I was guilt ridden at my carelessness. I felt terrible as I do not normally loose things and this was quite important, especially the keys. ",guilt,"[0.96019375, 0.97470766, 0.97161174, 0.995059, 0.031263962, 0.98380005, 0.991093]",0.995059
joy,"Inter-national sports events won by my favourite national team or player brings me joy, e. g when India won the World cup cricket match. ",joy,"[0.00019469057, 0.00018320912, 0.00026036857, 0.0011437247, 0.9922174, 0.00019623205, 0.00025848212]",0.9922174
fear,When I had gone to a school picnic and was left behind in the forest. ,sadness,"[0.8839398, 0.89989847, 0.9660176, 0.9128594, 0.074403726, 0.96746016, 0.9551633]",0.96746016
anger,When I saw a few people beating a man who seemed to be a stranger. ,disgust,"[0.9830156, 0.9852394, 0.9743104, 0.91775244, 0.0007330676, 0.97513264, 0.97575444]",0.9852394
sadness,When India lost the Benson and Hedges cricket trophy. ,sadness,"[0.93670076, 0.90882456, 0.8144307, 0.8160369, 0.003650438, 0.9875589, 0.9743396]",0.9875589
guilt,When I was responsible for getting my friend run-out in a vital cricket match. ,shame,"[0.93607134, 0.87943816, 0.9019096, 0.96682817, 0.0023329153, 0.94805425, 0.96839833]",0.96839833
joy,When India won the Prudential cup by beating West-Indies in the final match and became the world cricket champion. West-Indies was the strongest of the eight countries which participated in the competition. ,joy,"[0.524391, 0.2987779, 0.36359927, 0.41967842, 0.8087639, 0.5675965, 0.18552983]",0.8087639
fear,"As a child, one evening I had read a novel about ghosts and I had thus spent a sleepless night as I kept feeling that there were ghosts dancing around me. ",fear,"[0.6558258, 0.48036265, 0.9771803, 0.7401864, 0.00036920208, 0.88397723, 0.76695955]",0.9771803
anger,Despite our good performance and excellent results the management refused to meet our demands. ,anger,"[0.980768, 0.9675349, 0.9073569, 0.8708522, 0.0024322637, 0.95887756, 0.95865226]",0.980768
sadness,When my beloved girlfriend got married to another person. ,sadness,"[0.83848614, 0.70339954, 0.43005738, 0.78339416, 0.8461198, 0.96023047, 0.7914229]",0.96023047
disgust,When I heard that a years old girl had been raped by four rikshaw drivers in our town. ,disgust,"[0.97491646, 0.98239106, 0.97418594, 0.9455133, 0.0020151974, 0.9724763, 0.9738192]",0.98239106
shame,I feel ashamed at the fact that even after years of independence % of the Indian poulation is still below the poverty line. ,shame,"[0.98831755, 0.9956031, 0.968964, 0.9890942, 0.00018530806, 0.9949449, 0.9975788]",0.9975788
guilt,"I read about the national and social spirit and self-discipline of the people of developed coutries like U. S. A, England, France, Germany etc. Comparing this to the Indian people I felt guilty as they have no national spirit or self-discipline. ",guilt,"[0.96122843, 0.9562905, 0.93875915, 0.9907899, 0.004389856, 0.97490376, 0.982396]",0.9907899
joy,"I felt happy at the settlement of our marriage, even though we are from different socio-linguistic backgrounds our parents agreed to the wedding without any conflict or discussion. We had thought that they would object to the wedding but it did not happen. ",joy,"[0.0014940718, 0.015325348, 0.06030929, 0.14696804, 0.9934587, 0.0010979621, 0.111178145]",0.9934587
fear,"One day, early morning my mother who is healthy fell ill. There was no doctor or compounder near by and for a few hours - A. M to P. M she did not speak a single sentence, nor did she drink water or milk. There was no movement in her body and I felt really scared. I almost lost my confidence about her survival. ",fear,"[0.87426466, 0.88441724, 0.9906102, 0.88693947, 0.0213307, 0.96560574, 0.8486455]",0.9906102
anger,"One day my elder brother badly scolded my father. This was the first time that I heard such abusive language from my brother. I requested him humbly not to use this kind of language but he did not care for what I was saying. Finally I picked up an axe to use against him, in the meanwhile people intervened. ",anger,"[0.96765524, 0.9523412, 0.92724186, 0.8183973, 0.04273653, 0.83669126, 0.87433577]",0.96765524
sadness,"My close friend and I applied to TISS for admission last year, unfortunately he failed to get admission. We had done our graduation together and are quite involved with each other, so we had wanted to do our Masters degree together. However, it did not work out as we had expected it to and this saddened me. ",sadness,"[0.963516, 0.94208294, 0.9335411, 0.9583318, 0.025812343, 0.9960977, 0.97916424]",0.9960977
disgust,"My classmate at TISS has the habit of biting his nails and ever since my childhood I have never liked this habit. This person is near me in class, dining hall and the campus so I suggested that he should stop biting his nails. However he found it difficult and my disgust feelings have not changed. ",disgust,"[0.98586583, 0.9888265, 0.9328273, 0.9140088, 0.018147502, 0.95443106, 0.97185487]",0.9888265
shame,"I had this feeling before my graduation and never dared to speak to my relatives and friends. Because of this feeling I would avoid situations, however I do not know the reason for this. ",fear,"[0.9152115, 0.91848135, 0.97199976, 0.88182265, 0.00890969, 0.9311736, 0.94745475]",0.97199976
guilt,"One day my mother forced me to eat more and I refused, the next day she served me more rice and mutton pieces than usual. When I saw this I got very angry and scolded her, and refused to eat. Later I felt guilty and asked her to excuse me. ",anger,"[0.9842473, 0.941096, 0.84015715, 0.97743315, 0.035312966, 0.77997875, 0.9212972]",0.9842473
joy,"When I was a student at the Institute doing my M. Phil degree, one of my professors called me before the convocation and told me ""You have got the gold-medal (first rank) in the university and tomorrow you will be on T. V"". ",anger,"[0.8227758, 0.48824275, 0.6402122, 0.4556171, 0.8021557, 0.63153005, 0.060745113]",0.8227758
fear,When I was in my village one of my enemies had written a non-sense letter to a girl and he told the father of this girl that I was the culprit. When I got to know this I was scared as the girl's father was a worse man. ,fear,"[0.86567706, 0.8538459, 0.99365294, 0.9303557, 0.0014196121, 0.74401015, 0.9433653]",0.99365294
anger,"When I was doing research a few months ago, I had asked the Institute to sponsor me for a computer course which was held in TISS. However, because of the administrative officer I could not get the money. ",anger,"[0.9158515, 0.86790955, 0.87315136, 0.86599886, 0.15238923, 0.89783084, 0.8857778]",0.9158515
sadness,"When I was in Bombay one of my good friends was getting married and he had not informed me about it, this made me sad. ",sadness,"[0.24696346, 0.78888047, 0.6192418, 0.9304853, 0.00017745252, 0.9927476, 0.94026953]",0.9927476
disgust,"I once got a phone call stating ""one of your friend is in jail, please come and see him"". When I went to the jail and saw him, I was disgusted. ",disgust,"[0.9383575, 0.9418198, 0.66158223, 0.72488624, 0.0003050754, 0.7845722, 0.917145]",0.9418198
shame,"Some time back I had signed a letter which I had not read. What had happened is that something had been written against my friend and this went to the higher authorities. My friend asked me -""you also signed ? "" ",anger,"[0.7903815, 0.7549612, 0.6485926, 0.68529975, 0.00790985, 0.6259303, 0.7144253]",0.7903815
guilt,"One of my friends came to know through some other friends that I had applied for some course in an institute. He asked me ""why did not you tell me, I would also have applied. "" At that I felt guilty. ",guilt,"[0.6780242, 0.80657953, 0.7596859, 0.98726106, 0.03709548, 0.8857312, 0.95242596]",0.98726106
joy,[ I am joyfull to be alive every night. ] ,joy,"[0.00077565626, 0.00066335016, 0.00089903397, 0.0016888002, 0.9983347, 0.0010358336, 0.00068637216]",0.9983347
fear,[ I have not felt this emotion yet. ] ,sadness,"[0.051312618, 0.1052663, 0.094451435, 0.20194098, 0.0046514506, 0.33275175, 0.1344997]",0.33275175
anger,"[ On discovering the red-tapism and the bureaucratic, corrupt, decadent, degenerated infrastucture of every public utility, office and service and the rampant corruption at every single level of education and other institutions. ] ",disgust,"[0.9814057, 0.992714, 0.9675713, 0.8963362, 0.0007017011, 0.969749, 0.9780191]",0.992714
sadness,The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon. ,sadness,"[0.0031179553, 0.15475395, 0.35282835, 0.7552562, 8.157236e-05, 0.9972907, 0.9106399]",0.9972907
disgust,"[ This is an everyday feeling. Many situational events causes are unclean and dirty environment, illiteracy, poverty and neglect of human resources, disgust at the lack of perception on the part of us ( educated few) for the lack of drive and drive towards their redemption. ] ",disgust,"[0.9835788, 0.9921172, 0.8574137, 0.9248082, 0.0015522484, 0.98427653, 0.9804913]",0.9921172
shame,"When I realized that I belonged to a country which is amongst the poorest in the world and that inspite of having the resources we do not utilize them. I was ashamed at myself and my country, shame at the lack of parity between the lifestyles of the citizens. ",disgust,"[0.99313426, 0.9974968, 0.9356662, 0.99135345, 0.0035526815, 0.9963296, 0.9960665]",0.9974968
guilt,"When I realized that I was not working hard enough and was not being useful as an individual to the society or the family, guilt at spending money on uncalled for activities - in short wasting my life. ",guilt,"[0.69968545, 0.93044525, 0.9005438, 0.9842906, 0.00040125952, 0.98077387, 0.978564]",0.9842906
joy,My joy knew no bounds when I was selected for a job even before having finished my studies. ,joy,"[0.00028319051, 0.00020874453, 0.00026469675, 0.00070850394, 0.9874779, 0.00019143352, 0.00019383576]",0.9874779
fear,I was scared when I realized that I might miss the train which I was supposed to take. I was Kilometres away from home and when I heard the depart whistle I was still feet away from the train. I finally made it. ,fear,"[0.7750569, 0.49666822, 0.9966786, 0.7176052, 0.0056632105, 0.7922592, 0.5267198]",0.9966786
anger,I felt angry when repeated pleas to the ticket collector and the co-passengers in order to make a queue fell on deaf ears. I have this feeling whenever someone is not disciplined and methodic in doing his duty. ,anger,"[0.99729925, 0.99174225, 0.874122, 0.8568754, 0.0031226226, 0.061877698, 0.9435097]",0.99729925
sadness,"I am filled with gloom and sadness at the death of a person. More specifically, I felt sad after hearing the news of a death of a person who was hale and hearty and full of life, with vigour and plans for the next day but had no next day to cherish it. ",sadness,"[0.09230178, 0.94967616, 0.9629123, 0.9111862, 0.00050658203, 0.99806637, 0.969892]",0.99806637
disgust,I feel disgusted since I am unable to cope with all the wordly affairs as I spend much precious time to pursue my hobby and to be admist the people I love and long to be with. ,disgust,"[0.988943, 0.9976496, 0.9203437, 0.93524176, 0.00017993619, 0.9742846, 0.98960996]",0.9976496
shame,I always feel ashamed when I do not succeed in accomplishing something in which I had put in all my efforts. ,shame,"[0.807844, 0.9819582, 0.9650873, 0.9865008, 0.00018110819, 0.98767567, 0.9914698]",0.9914698
guilt,"At times I have been attracted to conducts which are socially degraded due to their ill consequences, and then I feel guilty. ",guilt,"[0.3422832, 0.1292231, 0.6512417, 0.97766143, 0.00041378272, 0.9237046, 0.9243144]",0.97766143
joy,When India first won the world cup cricket tournament. ,joy,"[0.20477726, 0.04429512, 0.15681273, 0.12479162, 0.9683489, 0.24421027, 0.011093201]",0.9683489
fear,"I was then in the th standard and was going to my native place. The last bus had already left and so I started walking, it soon became quite dark. The road was a village road and was deserted, I was not even sure if that was the right way. I finally reached home at P. M. ",sadness,"[0.68627584, 0.6758346, 0.82617885, 0.68526506, 0.2531906, 0.8424578, 0.711709]",0.8424578
anger,"I was travelling from Delhi to Bombay. I had booked a seat one month back and I had also got a telegram confirming this. However, in the train my name had been omitted from the reservation sheet, and the one seat that was still vacant was alloted to another person who paid for it despite my requests for the seat. I was allowed to stay in the reserved compartment when I paid money. ",anger,"[0.71089715, 0.28053045, 0.26944056, 0.52344644, 0.0006512741, 0.61112446, 0.5690348]",0.71089715
sadness,"The news of the natural calamity, an earthquake in which hundreds of Mexican people died. ",sadness,"[0.64656687, 0.6765193, 0.9495782, 0.724846, 0.0002889459, 0.9824187, 0.9057002]",0.9824187
disgust,"In Punjab, when in the name of religion people killed each other during the agitation. ",disgust,"[0.97880566, 0.98452294, 0.93537587, 0.887242, 0.0002814895, 0.9745768, 0.9775752]",0.98452294
joy,"I felt happy at the end of a day student camp. We had shared our hopes and aspirations and in the open situation so generated, we had made strong frienships and experienced our own worth as well. ",joy,"[0.000626199, 0.0013146695, 0.0052154427, 0.025787031, 0.99240136, 0.0009931726, 0.0063416525]",0.99240136
fear,"One of my fellow students had bunked field work and in my attempt to cover up for him I myself was exposed, though not directly. We were to meet our field work suprevisor and we were afraid of the consequences. ",fear,"[0.7599692, 0.79881936, 0.9754866, 0.9658571, 0.027224476, 0.8163602, 0.94346696]",0.9754866
anger,"I had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks. I reacted angrily. ",anger,"[0.98639107, 0.6740729, 0.29945347, 0.6468366, 0.0006574794, 0.43422228, 0.82790226]",0.98639107
